Title_val,CurrentYear_Funding_val,CurrentYear_Text_val,@SOURCE_FILENAME,@RECORDID,@ROWID,PriorYear_Funding_val,PriorYear_Text_val,@PARENTROWID,@PARENT
"Congressional Add for Project KARNAC","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","fc3d8006130e0edcb1f3a3fdc8abbfc7285a0fd661dac194e44a3ac5dc51e1a7","0-a9bf3669083a4fdcc8d7c67acfbb13a0238d2915575028165715bb908652eaf8","4.749","Continued common logical data model and management interfaces to include net-centric satellite observations for high accuracy processing; space surveillance observations interface; and non-traditional sensors. Provided additional funds to project KARNAC to improve JSpOC capabilities to include non-traditional data and three dimensional modeling and simulation.","3-0450a390a41ad89ed223240e76067f4fa231d385b23d5bd7300cf968b000a8d7","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research, 2011","0.000","Continued Alternative Energy Research project.","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f95babb1570286e2fd87c10f9133a38eacfb06535e18e01bb558ad0cde2c6e20","0-80e67f763c5a820061800fafab6bfdfcec8545d41af3c6deff5c4c329596f8b9","32.000","Initiated Alternative Energy Research project.","2-1545d33f5fcf33008ae3f851eec9ddf4ee842146de2bc37181690aa296c85370","root.record.ProgramElement.ProjectList.Project"
"Alternative Energy Research, 2012","40.000","Continue Alternative Energy Research project begun in FY 2011.","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f95babb1570286e2fd87c10f9133a38eacfb06535e18e01bb558ad0cde2c6e20","1-426831b7bd96606b2d97ba15e33b36942c85e7b9afcfe4a23254c23239bee85f","0.000","N/A","2-1545d33f5fcf33008ae3f851eec9ddf4ee842146de2bc37181690aa296c85370","root.record.ProgramElement.ProjectList.Project"
"AFRISS-TF","","","2013-BASE_RDTE-2013-AIRFORCE_V3B-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1dae077558c4209fc70cc5b53d8912a5c0824f4218c05c4df45722d2703ae6f1","0-7072df87aa12e8d30af165769f13dc450458a8fb1bffb5725c7497b33b3e7f8c","5.074","Efforts include the following: setup and implementation of Hosting Environment of AFRISS-TF, transforming database to database linking of interfaces to System Oriented Architecture environment, and development of a testing environment.","0-93b62ac6891b1c3611775c690b796bf26b0b5317834e587f15a38fdd17a85085","root.record.ProgramElement.ProjectList.Project"
"CARGO UAS - Cong","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","6c96a8a05e1fc8a7643ce31c4a1acb95d4048efdbe22b3137f82d5a5ac6bb037","0-ba57c6ae188e75e71031962fcac219d29fe55c48a65b1d3b56acf1b6800132b4","36.000","The Cargo UAS will address the immediate Marine Corps need as described in the Joint Urgent Operational Needs Statement (CC-0375).","0-0ce2955dbd457758de1df88ce9c215b9549dbea76ebe8ea151c8e683b6e3d771","root.record.ProgramElement.ProjectList.Project"
"SMALL BUSINESS INSERTION","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","ba48d2c4a37209aa7adb3ec664b544c3cd0e087470245c2e667e65c937c0b76a","0-878e029e25d24c235022b78c687ccffbe57561317f204e8b8f5999424816c768","3.980","Provide the DESRON Commander, performing the Anti-Submarine Warfare Commander (ASWC) role, the ability to enhance the execution of Surface ASW by enabling net-centric ASW information exchange between assigned units. Currently the ASWC's two primary sensors, Periscope Detection Radar (PDR), SPS-74, and Surface Ship Sonar, AN/SQQ-89A(V)15, only provide data to the installed ship. Sharing this sensor information will dramatically improve the successful execution of the DESRON Commanders ASW mission. This funding will be used to provide engineering services that support integration, testing, evaluation, and certification of the interfaces between the Undersea Warfare - Decision Support System (USW-DSS) Build 2 and above surface ASW sensors. This will be accomplished by executing a formal test plan that includes: formal External Interface Testing (EIT); formal lab-based software certification; and multiple at-sea testing events as part of Development Testing in preparation for Operational Testing Certification.","1-040edf21faa9beae30e435bc6e57f6e46d98491bc2b12d9d5cd3714b32743f14","root.record.ProgramElement.ProjectList.Project"
"Adv Sub Sys Dev (Cong)","5.380","N/A","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","7a8942730c912b4cf53e1e591ccb0b820a3a7ac0b548e6477c9a62aef959b795","0-90d0727847ec9c07c479b09977fe6491b3b5667589038539efa9ace323b5a0f7","","","4-63920dbf1cc7b911db54fb51990443f1550609056f37968cfb7029ba626dee4f","root.record.ProgramElement.ProjectList.Project"
"MIW Modules Prog - Cong","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","b0b8e96ee816af7624db0b1173fc4a41fc199f8018f7c2a8da55ae24c8af430f","0-45ef420d8bcd96bd8e33e154b3b280319058daa5defafa1adf2f94c0604a1b59","11.939","Due to the oil spill in the Gulf of Mexico in 2010, LCS Mission Module testing planned for Panama City Florida had to be moved to the east coast of Florida.  Provided funding to cover additional costs associated with the testing disruption, including moving the testing range and delays in performing the actual work as well as increased costs associated with Mine Countermeasures Developmental Testing (DT).  Established a next generation LCS test bed, which  supports development, demonstration, testing and evaluation of critical technologies to enable rapid introduction of advance warfighting capabilities and workload reduction initiatives required by the LCS mission packages.  Deliverables include: a next generation LCS test bed based on Service-Oriented Architecture (SOA); demonstration of the ease of inserting a SOA-based C2 product such as MCM Supervision of Unmanned Vehicle Mission Management by Interactive Teams (SUMMIT) or USW-DSS with documented metrics in Demonstration Report ; and a prototype of SOA-based Unmanned System Control System for future LCS unmanned systems (surface and underwater vehicles).","3-4d46a6a595bc1e2169cd06cbe1d7e622be80fef64b7529cb82c5d2b6c2497103","root.record.ProgramElement.ProjectList.Project"
"LCS MM SBIR (Cong)","10.000","Continue development of a next generation LCS test bed, which  supports development, demonstration, testing and evaluation of critical technologies to enable rapid introduction of advance warfighting capabilities and workload reduction initiatives required by the LCS mission packages.  Deliverables include: a next generation LCS test bed based on Service-Oriented Architecture (SOA); demonstration of the ease of inserting a SOA-based C2 product such as MCM Supervision of Unmanned Vehicle Mission Management by Interactive Teams (SUMMIT) or USW-DSS with documented metrics in Demonstration Report ; and a prototype of SOA-based Unmanned System Control System for future LCS unmanned systems (surface and underwater vehicles).","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","b0b8e96ee816af7624db0b1173fc4a41fc199f8018f7c2a8da55ae24c8af430f","1-33f20f6a6cdaa8e03caaf1e0951bc453c6ec3563afbfb09a6e15ed74574333f7","","","3-4d46a6a595bc1e2169cd06cbe1d7e622be80fef64b7529cb82c5d2b6c2497103","root.record.ProgramElement.ProjectList.Project"
"AUTOMATED TEST AND RE-TEST","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","fd4d27d0c2e5c18372c47aacefad1e555bb6dbcd95e74ecec11f295723a5bdd1","0-84b0714338bd9f1a5fa9415320c9dd026b8f5aac850c072114fb4c32197d0318","9.949","ATRT proposals and objectives were prioritized by an Executive Steering Committee (ESC) for the implementation of ATRT by the contractor and to transfer an automated test capability through training to the respective government programs. The projects and tasking selected to receive ATRT start-up dollars are the following:    Combat Systems Integration Testing (CSIT), formally known as Warfare Systems Integration and Interoperability Testing (WSI2T)- NAVSEA) Use ATRT to develop a self-throttling test capability for use in CSIT for Ship Self Defense System (SSDS).   AEGIS (Part I) - (PEO IWS) Apply ATRT to at-sea testing analysis to extend coverage of AEGIS 3.2 requirements (combat system level) and update scenario manager to assist with land-based testing for Advanced Capability Build (ACB) 08 and ACB 12 baselines.   Integrated Common Processor (ICP) / Acoustic Rapid COTS Insertion (A-RCI) - (PEO LMW/SUB) ICP and A-RCI use common software components from submarine and surface USW systems.  PMS 485 and 401 have developed plan for combined project.    LCS Mission Module (MM)-Seaframe (Part I) - (PEO LMW) Apply ATRT to automate message-based interface testing between LCS MM and Seaframe Combat Management System (CMS).  Focus on MM messaging and minimal required CMS messaging.   Development of specifications, standards, and FY12 proposal content. This information will be a product of the future ATRT work group with collaboration from other ATRT users within the community.","3-db6da1967f59ed4e14a47cc06a85847a5980d3d9b17d4950ee781c032e17a13d","root.record.ProgramElement.ProjectList.Project"
"New Amphibious Vehicle (Cong)","25.000","Perform Hull Survivability Demonstrator and Technology Integration Demonstration efforts.  Provide concept design and analysis and test support. Provide engineering and technical services in support of vehicle integration architecture prototyping.","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","59665a4ae07c3b06b6db8f94ef3d3167abaa501b90a1df056fd339ea70f7dec9","0-695efce703d5601412abefae65bc46406fb7703aa774be87dad99fb745107d23","","","2-e1a090a60c746b3019d446df002b81c9cb72132165d81e325999bc8b99781b92","root.record.ProgramElement.ProjectList.Project"
"Alt and Renew Energy Prog - Cong","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","e2ac849d3326b1c286f707a69562846778596c8de04c94f4e80cca42d273716a","0-21fd0846e314f8c2c445e34f8e8127c3d1303a23d68f6192797f9e864bd015b8","3.980","N/A","5-cd89cf2723019446c0aa87c9bbf919357c24ab00b836995b9d46a9014902094e","root.record.ProgramElement.ProjectList.Project"
"Directed Energy Development and Test","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","ce9ba59a6f7ccbc0f128f4868fd86335d4798b7ea248dc73841bcad77e8415b1","0-55b23594b36472ee406abdc528995f24e848425455e4723d1eef97e2ad578f8d","7.959","Engineering and testing of the active stabilization of the LaWS Beam Director, Tracking Mount, and initial Predictive Avoidance Safety System (PASS) on a moving platform during the Fleet's Trident Warrior 11 Sea Trial Initiative (June 2011); system engineering of the Beam Director and Beam Combiner required for shipboard test/demonstration during the Fleet's Trident Warrior 12 Sea Trial Initiative (June 2012); and development/engineering of the LaWS prototype including continued development and integration of the PASS capability, tracking capability/algorithm development and integration, and laser/optics engineering/development/test.  This effort will increase the capability developed as a result of the FY 2010 Laser Weapon System (LaWS) prototype development and test/demonstration.","0-2cbab7eace1c2e93eb47e308830316f62deda830ba9143a18c30eddacf8e70c4","root.record.ProgramElement.ProjectList.Project"
"Joint Counter Radio-Controlled IED Elec Warfare - Cong","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","68b09e95d327caede1adc8536f07ad6ec219c5ff3fdee15c2bad57ea1aa8caf6","0-f96eebd5633ff0bee6339f8d5adcc7874ddd01184f5be212536e6759bcecacd8","11.800","Technology development and risk mitigation for multi functional electronic warfare capabilities: Design, develop, and evaluate a system concept for the Network Enabled Electronic Warfare System (NEEWS).  The purpose of NEEWS is to collect and analyze information derived from current tactical sensors and electronic warfare systems; distribute it to tactical EWOs, EOD engineer, intelligence, and maneuver units to provide enhanced real time situation awareness for CREW and other electronic warfare systems.","1-a88ec24104565d4eb26f214749a7d528044d6367f4996d2181935d730c6e7733","root.record.ProgramElement.ProjectList.Project"
"Rapid Innovation Program","","","2013-BASE_RDTE-2013-NAVY_BA4-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","c135fd226167aaf5765b2a5b821eaeecaab2a8e1ce1785671c32b077294377a4","0-b5b3d5125e7ed7b49a8b1425c440589514284df3a9d2776b0c90d6d795b9f266","104.466","TBD.  The Department of the Navy is still in the process of identifying requirements and determining management control processes to execute Rapid Innovation Program funds in accordance with Congressional intent and Defense Department Guidance.","0-324a55377ab1a75800bc132424a37f259c2cdd5440a62f9dbed81143bf68532f","root.record.ProgramElement.ProjectList.Project"
"University Research Program (Cong)","20.000","Facilitate waivers to augment limits for Defense University Research Instrumentation Program (DURIP) competition proposals for the acquisition of major equipment to augment current or develop new research capabilities in support of defense relevant research, and to increase all competitive based university research programs.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","0de83d79fb30603a71af4ad65910de2be6a810475816ed10fa68ea2c8aba56d7","0-d85c81c81121cffc1ac2a9064aa7c580aab5244d063f62e2710efdb2670cae28","","","1-1a1b240c990dbcc6dd5b45691f7c31a4b6e6e47fd828665a5ac2d7d02c86f058","root.record.ProgramElement.ProjectList.Project"
"Adv Radar Innovation Fund - S&T (Cong)","20.000","Accelerate future capabilities for innovative technologies that show promise for capability enhancements and affordability to enhance current sensor platforms and prepare for future technological advances in a manner that is affordable and flexible.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","4a49f62c80492c42babe7dea86eabfef1d6815df2f1ea69a72be02faaa3d343c","0-5b2f5722675b6a18d8397d17628b183aac02dc76c6aed9f7fda25333e176a9dd","","","2-1116242544fb410f29cfb0a41701d92d046d57b6b34d6a8796fca0eca6ce7152","root.record.ProgramElement.ProjectList.Project"
"Nanotechnology Research (Cong)","8.000","Support basic research to discover and exploit unique properties of materials at the nanoscale to enable new applications enhancing future weapon systems.  Research will be focused in one, some or all of the areas identified in the National Nanotechnology Initiative Strategic Plan: Fundamental Nanoscience Phenomena and Processes, Nanomaterials, Nanoscale Devices and Systems, Instrumentation Research, Metrology, and Standards for Nanotechnology, Nanomanufacturing, Major Research Facilities and Instrumentation Acquisition, and Societal Dimensions.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","c2d91ba846d328e0190b17876e7a629b4fdf7a22771d80c7dca629d00faca422","0-00631328748ef7aeda797c59bc1852ad7d68afd42fd58e1cedb8e914100d9426","","","1-7106178794f9cf3dde4269911c64707cc53e5d9fc639d1e5fbbbe43d30bbefe3","root.record.ProgramElement.ProjectList.Project"
"CW Bill Young Marrow Donor Program","31.500","This effort continues the research of the C.W. Bill Young Bone Marrow Donor Recruitment and Research Program.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","1e932a09166dbb98c1a858a1644c2ba1d7dd2b67d6efc23c2214b44816552201","0-fc2f1d281055df536a31380e87be518d80e98a52388a4c830d61bbc68eab0792","31.340","This effort supported the research of the C.W. Bill Young Bone Marrow Donor Recruitment and Research Program.","1-708cd7af8aa79abaf75a56ca38b73a1441e776f004d7bd8049a8b74f2374821b","root.record.ProgramElement.ProjectList.Project"
"Naval Special Warfare Performance and Injury Prevention Program","7.200","This effort continued the data collection at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service.  Established human performance laboratory at Coronado.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","1e932a09166dbb98c1a858a1644c2ba1d7dd2b67d6efc23c2214b44816552201","1-5ba9e79909e45561d0629e0b682d1bdeba74fbb5bde010de786ba6d5a24a5600","5.731","This effort continued work at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), and initiated a new work effort at Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service.","1-708cd7af8aa79abaf75a56ca38b73a1441e776f004d7bd8049a8b74f2374821b","root.record.ProgramElement.ProjectList.Project"
"ASW Research Prog - Cong","5.000","This effort provides research into sensor development and understanding environmental acoustic clutter and noise (scattering and propagation processes) in shallow and deep water, particularly in the Western Pacific.  Additional efforts focus on turbulent and surface wave processes important for ASW signature development.  Oceanographic institutions conduct extensive at-sea experimentation.","2013-BASE_RDTE-2013-NAVY_BA1_3-JustificationBook_Navy_PB_2013.zzz_unzipped-JustificationBook_Navy_PB_2013.xml","243b93c98b298cb7f18f7a7d60eb5bcc31730b6e46273f622ce14c07a0226faa","0-977d8654459ad2fc64b5a506a1e468c68fc0d137f9f759be908cdf7095c4f8ec","3.980","This effort provided research into sensor development and understanding environmental acoustic clutter and noise (scattering and propagation processes) in shallow and deep water, particularly in the Western Pacific.  Oceanographic institutions conducted research on extensive at-sea experimentation and deployment of long-term sensors on ocean moorings.","1-96328d0b0eb5868f1c053ee6e67eccd123d5a60858be4adec96c82f6d3f0559d","root.record.ProgramElement.ProjectList.Project"
