Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_Total_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","45","4.424","49","5.027","0","0.000","49","5.027","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","94","9.451","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-e10b5a72fdf7667a342ed8e712aae105b685261aad5fddf9f9802a2f5fa73c0c","0-4076484354891ad79756b54bbd3d1cf8d3234b5eb9d62f4bd1bd521b117fba53","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","24.641","0","11.88","0","10.001","0","60","0","106.522","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7b0bb28de001b4df3842a576b00ee5aa44b748876b0719810c52690c331085c4","0-75ae279c10542b88f3ba575328f2c92b50d5f8828d922f92efd6a3b2ad47d8e2","0-1e948614df946dc06fbb0c5f94dcd12120082301e1d624f5c4d26b56dfb653f5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","5.503","0","3.839","0","1.634","0","0.000","0","1.634","0","21.73","0","21.513","0","20.095","0","20.587","0","79.207","0","174.108","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-dec48280e9afc2bd183ec51b04d4ad90d64f157b6961e71b1820abc8c628feb2","0-3cde7c0eba8002899011cf7e376355c45bb377e89838834a1828bcc26a3b316b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","8.931","0","7.905","0","2.155","0","0.726","0","0.000","0","0.726","0","3.88","0","4.229","0","1.058","0","0.232","0","0.118","0","29.234","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-0451e231ebe79935a15ae8d24ec762b3019249bf020d910ad6d8ae024da0d667","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","7.67","0","0.25","0","2.156","0","0.000","0","0.000","0","0.000","0","5.061","0","4.23","0","3.172","0","0.232","0","0.216","0","22.987","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","1-bb5b515501e20ddb1d1f94f2fa6b5940eb92306ca458ef49540cd8d5ec5aa722","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","2-e1e70be161033167adaffe3e0d6f9dfb4d114f78800fad0ffdcb01740d86ea8a","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-78b7a48d5c4b09337ba7bba88c22263bcde773ab4e832cc49c6f56cb3c7d3e12","0-2e4a22f75c27ebb29fcd50062b00fc02cf4790bc382d0042d8f32a343ae26d4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","1-112fd113ddb769ad0fd3c80add9e29210c2a173621605a609da6379586cbdec0","0-2e4a22f75c27ebb29fcd50062b00fc02cf4790bc382d0042d8f32a343ae26d4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-afc32522495fb7f49db5b3492c120e9e3101b80f505d34e55d0fe950704d3a5b","0-93d287662cfee1150498d8367cdb390be485f3944b0a86f23dff1d7ee31dde7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","1.921","0","0.000","0","0.000","0","0.000","0","0.000","0","1.22","0","0.000","0","0.000","0","0.000","0","3.141","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-e15205228756f45ceb8cd324f4bac7a351dc5c0d65e1ae55a06dbf3cdae49b00","0-636efeec50c7eb3c61993e29f52d0a15774161961a474ef0a84fa531fd22c02f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","17.99","0","0.21","0","0.13","0","0.135","0","0.000","0","0.135","0","0.14","0","0.146","0","0.152","0","0.158","0","1.086","0","20.147","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-9261e0318d8a372551cd4d5a49a3cc29c4b94d87973e0316e461f7fed24c2fa8","0-ebbd498a38b39e3eb0ae1428ccad989ecc9836950c006dac8f100a77677b003f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","43.976","0","0.21","0","0.134","0","0.139","0","0.000","0","0.139","0","0.145","0","0.15","0","0.156","0","0.163","0","1.336","0","46.409","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-5c0e5f8b86595b7119c4243c719b1edbe223805b905f4f7f768c52bc262f2c53","0-41b83b1b1a6c9f82085a80ca87aebbc3c7831dbe8dfd12eda2b2b2ba18a1cf5b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","0-3f2ffd22ba89ca6d22fea82b05bc9b510d8921e3f1eb76a425083d5e07a963fb","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","1-deb3e6f0577b5f9cf182a5a2f18810eeb217efafd03bda4bb9755ca17642b732","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","2-af86674dde91a5236e25bfcc1f4dfe1e110fc46d291575772d263e81d3b6cc6e","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","12","5.635","13","5.234","12","5.227","0","0.000","12","5.227","8","3.866","6","2.35","0","0.000","0","0.000","0","0.000","51","22.312","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","848a6cb91bb8004d07d75a22530879118fdf056b6f741833c68e47851fad84ca","0-b601f15b4b6544f07011cfcbd3ecb8e69cf604b3d0e7f4831cdd84ad71f18e5c","0-0bdb0e25574b5b9dbc30cefcb3bea6dd1a98f46dc758a802d84f0602f350b147","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","1.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","1.5","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","26a9fb1bbc70d0fd44b3a4eb37eae6fcd9b459c96b30a7e154a02ac63bfec5a1","0-36d7e14d4ee11fc97530a74d7469fc4b6cd6ffcd1f61f88456af9e79e2f282ec","0-48b31998ea983846148750abd3b2f807b8fbb43e78ac9dd977f01a4b45806016","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-69d66b29ad0d61b6150533701065a9823886c1725484a6ce212cf150f542bf70","0-9f0e7b8225fa836f6a34b9b6b1a5d6dbc9bb21c53a38a2f7c654d9603a578fc3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-b9dd782ea4f3feb0be4f4d76e14d04db26edff9420ca5201b1b8810cbdfade66","0-777b0aafd6f3eb545bcc4512199038aae7db54faa62171aaf34aaf9dc947a64c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","1","4.6","0","0.000","1","4.6","0","0.000","0","0.000","1","6.4","0","0.000","0","0.000","2","11","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","72f7ee3fbe324742a8370367066f3388b3fa967ee0a9227ff54200d9ec07e503","0-60a5991c1b4aa135ca22895f1ca39aef0198e6372da996dedb5c078f65fe2eb5","0-9a05b3706a247c865a98c20abdcccd51dc85792079d50064daee952ca784fa64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.275","0","0.000","0","0.275","0","0.5","0","0.6","0","0.6","0","0.7","0","2.8","0","5.475","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-018db49db51e602de819221cef04efa325bd173cfb466235a0e2bb468bdfc8ad","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.275","0","0.000","0","0.275","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.275","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-a775059069b427ced4a162ed000a66b849d460274b23747ff0c9e9e5f0a69d0d","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","7","67.213","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","7","67.213","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-da55b57979a3ffe657fa4574463e1a80fece7007d057ab7c7bf1add8adc44bd9","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-5bab1ee3910158a35ddc05fd1c46c5dfdbc34b875a56ca2569a17f8c9eab912c","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","0","0.000","0","9.359","0","0.000","0","9.359","1","15.904","0","0.000","0","0.000","0","0.000","0","0.000","1","25.263","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","2-e05f372d001d580a585207af18e33c3b1f61a6c65f063a43f27a46f4f17dde9c","0-60ddef35dd21e8e1f4557a455eef31c054366a69285a8f8d3981517763a36099","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","1","1.85","1","1.85","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","1.85","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-256fd031e481bbc6fbd4c0544948e881917bb08c89cc391d1b3a1581558c6ec2","0-9bafb0343ba70098a95fc9f2a5900d856ad230285de9f9c4c852278b582448f9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","4","0.12","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","4","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-42ad1a630413897e555f640dcbea39fb6dbcac9efba0114995eca0f3c454a715","0-cb2192e157587c03cf3c7c488e935d509f7afaf7a58df0c0d39cd19ab18d3b65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Guard)","","0","0.000","0","0.000","2","0.06","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","1-3d302f9161b53378492ab4933d6d2678bb8ceeb2be0d9108b4e4867b7eaefb7c","0-cb2192e157587c03cf3c7c488e935d509f7afaf7a58df0c0d39cd19ab18d3b65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Reserve)","","0","0.000","0","0.000","2","0.06","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","2-4c933eda4d0f6a0ccd604c6f426cb05f2091c37be633c719b3bca027d338d2c3","0-cb2192e157587c03cf3c7c488e935d509f7afaf7a58df0c0d39cd19ab18d3b65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","12.7","0","0.000","0","12.7","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","12.7","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-a92026c5fbae3c8fe81b4cd01c4c9f8f6457fbe265ca18c6aa795abe73949f31","0-a74429f09ebe4c9880beab660b40289cbefc22605ad0009c1dbf77eb6da73252","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","0-d302ca63aca4247190180d263b9b871a24425b000d5e147ec0552edd88f275c8","0-931d4e3a7de5b63fcf227ad2a104eee04d15c08d065990ea2abe696935d4d711","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"KITS NONRECUR Group A (Active)","","0","7.551","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","7.551","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4b3714287c1937f7f3999b7ceac1143b666e525065c2f7f9b4f673af8cc01969","0-dce565c1e866d11f37bb9dda25d91b846a2032d6cab1c789ac73b2f3b30bb3e9","0-ea770ae6d28a604d39e4015c4e57638bef0d222b13b91e06b20f5defa1dd4c0b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
