Name_val,IdCode_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_TotalCost_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_Quantity_PriorYear_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_CurrentYear_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_CurrentYear_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_FiscalYear_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_PCOLocation_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_AwardDate_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_FirstDeliveryDate_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_Quantity_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_UnitCost_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_FundingVehicle_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning_SpecsAvailableNow_val,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Total Package Fielding","","","","","","","","","","","","","","","","0","0","0","0.8","0.8","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","70962c1c3fb23a0fab5c7caf9b9878c637dc2d299ace4ebe3aeb97171120ee6c","0-fd730a681deb9d2525b27859b6f299ba21250d6c02da5e1ba38b5d956b2bd606","","","","","","","","","","","","","","","","","","","","9-5ff24b9dd106ea55e2c2dd949ce066e0e23da3e5fba76e2ce36e3e759da64d1c","root.record.ItemExhibitList.P5Item"
"MMPRDS - Fielding Cost","","","","","","","","","","","","","","","","0","0","0","0.5","0.5","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-05b50111666f000aac5133b454333854e141db33968520020f74362656c93d38","","","","","","","","","","","","","","","","","","","","4-868e41a5f29fe4b9090e51bb5ba7ac999cb3f402327d0d819b159aa93ed205c3","root.record.ItemExhibitList.P5Item"
"RDS Fielding","","","","","","","","","","","","","","","","0","0","0","0.207","0.207","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-98f64077c1c99c9013be0b566d66732ee9b34f6239189d203cc470671bb8f73c","","","","","","","","","","","","","","","","","","","","5-3b5e83cc86543f1912cac57c7cea3ee118075242a3d505f825e38b06fd8669d7","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Initial Training","","","","","","","","","","","","","","","","0.691","0","0.735","0.045","0.045","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","0-0484228224bf69fa53a53be31115d729185263fa6b6d14e753d521ad980d5837","","","","","","","","","","","","","","","","","","","","14-376b6c8cc336a9547397d90bcc5160d4c18134319969f460525e861839581d86","root.record.ItemExhibitList.P5Item"
"NGDS 1 - Fielding Expense","","","","","","","","","","","","","","","","0.534","0","0.534","0.149","0.149","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","1-a7d2407c614096c9682aed0358a1cc9d5f0534c0ace56b9c5bf3f67d17ae39f7","","","","","","","","","","","","","","","","","","","","14-376b6c8cc336a9547397d90bcc5160d4c18134319969f460525e861839581d86","root.record.ItemExhibitList.P5Item"
"NGDS 2 Man Portable Diagnostic System (MPDS) TPF","","","","","","","","","","","","","","","","0","0","0","1.099","1.099","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","c3ec36be4dfd3344cffffc8ae12714c016031aa48bfc3f2bf4e4cee314e1f447","2-018c6c308f24c5a5ffccb11a5a753cb9c3e55b8018e4fa91735ba46970fcc8eb","","","","","","","","","","","","","","","","","","","","14-376b6c8cc336a9547397d90bcc5160d4c18134319969f460525e861839581d86","root.record.ItemExhibitList.P5Item"
"Total Package Fielding","","","","","","","","","","","","","","","","0","0","0","0.8","0.8","","","","","","","","","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_CBDP-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Chemical_and_Biological_Defense_Program_PB_2020.xml","b3aa3b59f818c173b4e996bb29e0800d5a4ed26570bd4a5c590ed6277b838916","0-0b1901b6080888d27b5c58f5d178eaf632a379aeaf79c6e6d122522349d1d724","","","","","","","","","","","","","","","","","","","","9-9b6765f3af696e124b3ae8eeceedfdb8559f3095a609388da5aef264f0f154a2","root.record.ItemExhibitList.P5Item"
"Joint Personal Dosimeter","","","","","","","236","764","","","","","","","","0.471","1.527","","","","","","","","","","0.002","0.002","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","0-e5ee7ee351388cf5123c215724c64de5a5b54c749702709a128b1553ce45b000","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"DISCREET OCULUS","","","","","","","","1","","","","","","","","","4.34","","","","","","","","","","","4.34","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","1-15f16968a6b119dbe16d37badd4eb45e4f256c62daf74980d7b66ccec71abc76","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"Harvester Particulate Airborne Collection System","","","","","","","","1","","","","","","","","","1.573","","","","","","","","","","","1.573","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","2-ab82df5503354c93c0809748b4ae9ec02bf0daae47b1a58f876bb505dffbb6ad","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"Modular Whole Air Collection System","","","","","","","","1","","","","","","","","","0.96","","","","","","","","","","","0.96","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","3-8c290e6259829086f0cbeb569a2f746aee4860bd3dec82f7b6d4d2ee99e5424f","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"SOCOM Underwater Monitor","","","","","","","","1","","","","","","","","","1.437","","","","","","","","","","","1.437","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","4-72d4ec48879aa2dbb04d5e996d32e0e95fb1355170b5b3be4c5245f0402433b1","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"Radiological Detection System","","","","","","","","","","","","","","","15","","","0.247","","","","","","","","","","","","","","","","","0.017","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","6a0f0c84abc31f834cc0a5c7967f48ef9c20b7e77cbf1710e7ada1e917dabf6b","5-2a703145dded746e1d80ac4462aa09e4126e72859b7a655b2805a776a161761f","","","","","","","","","","","","","","","","","","","","3-69648ab2d94e04dc854e262ed3b38af52d3ee63efaf896cf9e652677ab2a1bd7","root.record.ItemExhibitList.P5Item"
"Joint Personal Dosimeter","","","","","","","236","764","","","","","","","","0.471","1.527","","","","","","","","","","0.002","0.002","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","0-d074c23d5994b5ed79779433198a011d05c1325ec9e14b9093a43b96341a8f56","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"DISCREET OCULUS","","","","","","","","1","","","","","","","","","4.34","","","","","","","","","","","4.34","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","1-e7adac7d7c2699e640578b570b06c5cea2aa18b5efa2d662230404e5854c0232","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"Harvester Particulate Airborne Collection System","","","","","","","","1","","","","","","","","","1.573","","","","","","","","","","","1.573","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","2-d3082e74002fe1aa27f32c2c2573736be60bf9e38b5e6dab1e1c5f12befeed42","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"Modular Whole Air Collection System","","","","","","","","1","","","","","","","","","0.96","","","","","","","","","","","0.96","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","3-3a7be8c1e8f21e0d4184b23ecb384a8292e9effbd63ee02ed9a9f22fe20d1f92","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"SOCOM Underwater Monitor","","","","","","","","1","","","","","","","","","1.437","","","","","","","","","","","1.437","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","4-92fca67805ed7e0dd7af027bba854c169cb7d42223ae868dbeba374c83d384a7","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"Radiological Detection System","","","","","","","","","","","","","","","15","","","0.247","","","","","","","","","","","","","","","","","0.017","2020-BASE_PROCUREMENT-2020-DEFENSE_OSD-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Office_of_the_Secretary_Of_Defense_PB_2020.xml","ca8b010b63eff17735e3fa29c683fbce8e87028c3fe2b31c6fb640ba1d141074","5-692e14c21dbbea420075aad8b326dd1f6bf0b0f50af87fee73a1bc47ddbc23ef","","","","","","","","","","","","","","","","","","","","3-de3ad511a8f27cdd21618b6a63b4a800b341c4c19ccbcb6964b1b8412df9a81b","root.record.ItemExhibitList.P5Item"
"Joint Personal Dosimeter","","","","","","","236","764","","","","","","","","0.471","1.527","","","","","","","","","","0.002","0.002","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","0-074646f89faf226df2444411d45ae3726e885ded7158a23cbc70bdd11789dd36","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
"DISCREET OCULUS","","","","","","","","1","","","","","","","","","4.34","","","","","","","","","","","4.34","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","1-010ca386e4b3820cc5f74f4e0f4ce1015fdb9ac6ba86368ea49af836d38836cb","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
"Harvester Particulate Airborne Collection System","","","","","","","","1","","","","","","","","","1.573","","","","","","","","","","","1.573","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","2-4d9f07311495659afacc39bd35178d738c9a384fb9ed4b67bdeae995b9b2dbf5","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
"Modular Whole Air Collection System","","","","","","","","1","","","","","","","","","0.96","","","","","","","","","","","0.96","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","3-1a5a59c0891161470eec99869b489af195d8a7e5ce24f0bc1bd7d52184b7b78c","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
"SOCOM Underwater Monitor","","","","","","","","1","","","","","","","","","1.437","","","","","","","","","","","1.437","","","","","","","","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","4-8e3a111195f971bfe5e7feeb3d1b8bef96e71a9792265d80a4e158fa4aae794f","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
"Radiological Detection System","","","","","","","","","","","","","","","15","","","0.247","","","","","","","","","","","","","","","","","0.017","2020-BASE_PROCUREMENT-2020-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2020.xml","db1180e3288516d6190bde799594dc035ac3c7cfd9916cf455037cd11a2d47dc","5-14d6ffd1fc8a35558970bcc070c04f30f1ca2039288efff99547b01354d10838","","","","","","","","","","","","","","","","","","","","3-f14be9555269b520acdd47dff8634cf4ee3cf2e075f65c839d0a8313648c6c09","root.record.ItemExhibitList.P5Item"
