Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-e1f3ef924aec56a51598f39047049dbe1777fa4a369d5a7bc28e9b3cb4e018c1","0-32e7aa9b59fdde5f58fc32b6e420833f5c4cb84b0d447f05347c5dffb9764185","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-c2b635ce3e400e146ea9215c008c306f0245ff6dfa01234c1c1c15e2b36b3ec4","0-32e7aa9b59fdde5f58fc32b6e420833f5c4cb84b0d447f05347c5dffb9764185","root.record.ItemExhibitList.P5Item"
"Air Force Active","","23.3","","6.991","34.713","","0.000","","34.713","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-99b9b15dce4024f09ed3f522437cdef5841b7d6ba9c63223b345947e31851189","1-723545b4aaf265a2269e394618421d94d81e9ff8f2221f1a29eefb5314d53539","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-2624e933c82e2bfb29fcf21f744926c487b4cd6d27349ead152d403549ccfbde","1-723545b4aaf265a2269e394618421d94d81e9ff8f2221f1a29eefb5314d53539","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-6d56cae19f3c44804226476dcb05dd52fa671793ec574a682593e239c63c1e43","1-723545b4aaf265a2269e394618421d94d81e9ff8f2221f1a29eefb5314d53539","root.record.ItemExhibitList.P5Item"
"Air Force Active","","28.543","","16.028","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-1179d08eab9350c994fda429f745b60fd60d2b9c9f645b18cd2b32f041679cdb","2-03289e5c1fb501c1ef2ce50ad4d007aa13fc972ff951450b7bafdf903b19c8dc","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-8c63908878864b97febbbb886b2c3f62fcf2340ce5a5ee9488f25fce6238e07c","2-03289e5c1fb501c1ef2ce50ad4d007aa13fc972ff951450b7bafdf903b19c8dc","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-ba19e14ff25eeb4fc5d56f47b85cc232b4e7c79ed6c36f1da95fbb84b7f4ac52","2-03289e5c1fb501c1ef2ce50ad4d007aa13fc972ff951450b7bafdf903b19c8dc","root.record.ItemExhibitList.P5Item"
"Air Force Active","","96.493","","5.817","5.322","","0.000","","5.322","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-1881c5f5312cd74e31fd0a4008a3e2a22c3072ec088ffba2516bf8162b392a3c","3-65f3b9ab965648f42a5ddac1c456a9a44191afafbca4cc33c13a52af095ae9bd","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","3.302","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-b585abd3d42894f648e35ad7aa5723cb876eea3429d2029096380b79c5ee813c","3-65f3b9ab965648f42a5ddac1c456a9a44191afafbca4cc33c13a52af095ae9bd","root.record.ItemExhibitList.P5Item"
"Air National Guard","","18.9","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-ebf6085e85ed2822e93abdb27b3edf82cb086eeb29ef0ee877e03a9558299344","3-65f3b9ab965648f42a5ddac1c456a9a44191afafbca4cc33c13a52af095ae9bd","root.record.ItemExhibitList.P5Item"
"Air Force Active","","0.249","","0.252","0.259","","0.000","","0.259","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-cf0759009ea2c5d2d34a0c16044380d97e0ac4af9e815e3154f9d76e4884a3c0","4-e90d7c0d67491c64b049012f44389a0fa858441e8de96e7ebeb6bcb18a1bc5e1","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-d51956992a7806094499dbd5df896958f2521b77c73f5cdb6129f88032b92a3d","4-e90d7c0d67491c64b049012f44389a0fa858441e8de96e7ebeb6bcb18a1bc5e1","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-7359dddc9917a11d698750f11b99f99f8e161153fad3a18a66aaa419f8cf289a","4-e90d7c0d67491c64b049012f44389a0fa858441e8de96e7ebeb6bcb18a1bc5e1","root.record.ItemExhibitList.P5Item"
"Air Force Active","","1.652","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-364cba8117fed750af65f552ebfef5f7dbaaf965610e81cea2643f4de96430a6","5-2f9a7a8e0de6b3fb0d3afd4532ec824b9be2037f22d8350e4d982873060b6f02","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-27c3e8b372203d3711f05761cbe3dd2a73005af3a47644eb17fb03583547f312","5-2f9a7a8e0de6b3fb0d3afd4532ec824b9be2037f22d8350e4d982873060b6f02","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-5a7ad97550dd93b19db9b7d73758eeebc685aa2f4fd309071c8756a87c610d29","5-2f9a7a8e0de6b3fb0d3afd4532ec824b9be2037f22d8350e4d982873060b6f02","root.record.ItemExhibitList.P5Item"
"Air Force Active","","0.775","","0.000","5","","0.000","","5","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-89c85e1831d540b3efbfb2d3e50a6960f4efcf39413fe8cec78baed49f061375","6-2bbe5f530f386a4e385e438e17bcaec0881b4bae4f9863d3ae6be32ee8594a98","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-c118f1a7020023ea6c0c138a562efc6c892daebb83c25d71200ebd88b391a36b","6-2bbe5f530f386a4e385e438e17bcaec0881b4bae4f9863d3ae6be32ee8594a98","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-301f34ffd42f3cb973f01ab767b624c9f95138eb90e3e65f6cf87c15df707c51","6-2bbe5f530f386a4e385e438e17bcaec0881b4bae4f9863d3ae6be32ee8594a98","root.record.ItemExhibitList.P5Item"
"Air Force Active","","14.95","","7.393","2.298","","0.000","","2.298","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","0-0b9e6f30b8d9c66ccd4525b2dd117bc2e0719eb3a99da4dd93480468e116daa1","7-e9409468f5ec52e1f747089f55038b29bbdf7ef1fec33d3094566d8a60ab7487","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","1-540d189b5917cbada1e857ff464ad6ee0b067ce56ad440011ff1e60001ba056c","7-e9409468f5ec52e1f747089f55038b29bbdf7ef1fec33d3094566d8a60ab7487","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","793417e58a58f280bd3c9cb2dd460dd5f5700e16f16aad9a19e3b50cc6065625","2-ac8e95f14705704afea34c3ec0979c68e1c7257161a19ca71a162b65729b8246","7-e9409468f5ec52e1f747089f55038b29bbdf7ef1fec33d3094566d8a60ab7487","root.record.ItemExhibitList.P5Item"
"Air Force Active","","182.028","","138.815","114.919","","7","","121.919","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e0ed4b4d83a5aee9e8dec8f03fdcc0c2398afdf82a1103a6231c3d19fcb1c97e","0-9696244748edc089b39495c393227f258bf69f36289f047b92118ad847817a43","0-a41fb2ffa19cac961ab194c49b446dd02398d7868a85e716fd2aa001d2a3c095","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","2.367","","1.222","0.341","","0.000","","0.341","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e0ed4b4d83a5aee9e8dec8f03fdcc0c2398afdf82a1103a6231c3d19fcb1c97e","1-c9b8a2e0227ba73aee65762fab04ee7ac0063c6f84a3ad6430acf1a9a2f93e01","0-a41fb2ffa19cac961ab194c49b446dd02398d7868a85e716fd2aa001d2a3c095","root.record.ItemExhibitList.P5Item"
"Air National Guard","","28.564","","22.849","10.871","","0.000","","10.871","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e0ed4b4d83a5aee9e8dec8f03fdcc0c2398afdf82a1103a6231c3d19fcb1c97e","2-733c702ab8aa4516abedec5a3da787f73fafc36735f30f6a34f2bbff220a78f5","0-a41fb2ffa19cac961ab194c49b446dd02398d7868a85e716fd2aa001d2a3c095","root.record.ItemExhibitList.P5Item"
"Air Force Active","","1.081","","4.752","2.841","","8","","10.841","","11.429","","11.744","","13.156","","16.016","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-e85f755997cfd9e25d91abc40d43cd439ba529e3e2f88365ea3b6724a0f11ea6","0-2182ebcc08c2dc2e3f36d374f893f013f1f382b942d884f821807baa49d167d9","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.477","","0.000","","0.477","","1.501","","1.541","","1.059","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-040b7b9a05ba570a4495572937de505faa3e1a09486e44d6412b0e09791d8cf7","0-2182ebcc08c2dc2e3f36d374f893f013f1f382b942d884f821807baa49d167d9","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.954","","0.000","","0.954","","1.501","","1.541","","1.589","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","2-cdc776af4c802157e153b6d47c20ce9e5d7e78bf39326faf4017c6ae6ce06c1f","0-2182ebcc08c2dc2e3f36d374f893f013f1f382b942d884f821807baa49d167d9","root.record.ItemExhibitList.P5Item"
"Air Force Active","","13.171","","8.019","6.902","","0.000","","6.902","","8.686","","12.326","","11.244","","4.422","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-191a7e499bd1d36c4ccd37886f8c9a0ce89a670d77034f83a38a67c64dc05c4a","1-3805b7c7dfaec40b439f6716d465d40a91b9454517ab90004b6ec27b13ae619f","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-9719dd4ffb98e115fb0f6af572bebc320a03acea5037476ca4ef338ca6f18705","1-3805b7c7dfaec40b439f6716d465d40a91b9454517ab90004b6ec27b13ae619f","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","2-38e8bad12bbf82ab5c21aaa1e13c593de355c86fa4f77b71474e956609d04e19","1-3805b7c7dfaec40b439f6716d465d40a91b9454517ab90004b6ec27b13ae619f","root.record.ItemExhibitList.P5Item"
"Air Force Active","","0.31","","0.313","0.322","","0.000","","0.322","","0.328","","0.335","","0.342","","0.347","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-f59c00638ec0e0a9332e51708dbff1824cb558a285f30abfe44eac936537e971","2-da8b073318be229508b55a16a73c867d1c689bb2c71a439c349760039dc1f3fa","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-5f2a365c11f0b17ce3e6e0a9f9be1d29ae107d897ebe728630bbf62997914ecf","2-da8b073318be229508b55a16a73c867d1c689bb2c71a439c349760039dc1f3fa","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","2-4f438ada824b470537b12fc50eb240ee18094a848c5d941fd142486f46fd0476","2-da8b073318be229508b55a16a73c867d1c689bb2c71a439c349760039dc1f3fa","root.record.ItemExhibitList.P5Item"
"Air Force Active","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","48.998","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-6715a1c732d1507cc575965afaff2024faa708373f3beb43c0639988bb3a5caf","3-022b2dd6b0abd71a2b33de97dd292029a3a925778740131f57b207893cdf99d5","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-28841ff9ceffede47f4e48676bd21b4c33c70ebe2d9b02192d16579ed42820ab","3-022b2dd6b0abd71a2b33de97dd292029a3a925778740131f57b207893cdf99d5","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","2-1d6f5f2fee4e1f25c031716d907fe8453aa9f3bad0bcb4d3f8ba651d033c28f2","3-022b2dd6b0abd71a2b33de97dd292029a3a925778740131f57b207893cdf99d5","root.record.ItemExhibitList.P5Item"
"Air Force Active","","34.686","","42.98","26.269","","0.000","","26.269","","11.01","","4.013","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","0-a325d8e373d6ca0c89e71d63ca633685c1e0e01089c321ad2a1bff7759f44e38","4-f71821fb93f6fdfac35960b3dafff5c3c818a2d68d8dbe4c80ce63aead3a2d69","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","1-28486dfaa2f38252c36b35e1508b30fe8f282b35ea06347b8df9d3013675ec80","4-f71821fb93f6fdfac35960b3dafff5c3c818a2d68d8dbe4c80ce63aead3a2d69","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","0.000","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d92e9313cbd8cc005423f86d21bd5824ffdc33ba0eedf34c43fb31c7cb4b7fb2","2-487dd0c4aef521c868e9d753c5ad97a5440fec66e08d44e6f4969463b081f30f","4-f71821fb93f6fdfac35960b3dafff5c3c818a2d68d8dbe4c80ce63aead3a2d69","root.record.ItemExhibitList.P5Item"
"Air Force Active","","6.481","","29.982","19.27","","0.000","","19.27","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","12c4cad358ac1571c5ecc03c62747bd87dc06844b8a8209faa5ec78ff790ee36","0-4989cc134f70dd950158fec732b68f22e8704fd11d9bb41f179fa23c2b75ef00","0-56629bc4ff9e5d74b6442840261cc5a0320e700b6312cd9e800e849a346b21d0","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","0.000","","0.733","0.603","","0.000","","0.603","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","12c4cad358ac1571c5ecc03c62747bd87dc06844b8a8209faa5ec78ff790ee36","1-848e12840b3bdf56b6412608820d554d9ec0547e0a519a3485c9e96f0fbb6fc2","0-56629bc4ff9e5d74b6442840261cc5a0320e700b6312cd9e800e849a346b21d0","root.record.ItemExhibitList.P5Item"
"Air National Guard","","0.000","","1.758","2.111","","0.000","","2.111","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","12c4cad358ac1571c5ecc03c62747bd87dc06844b8a8209faa5ec78ff790ee36","2-70179535c4a00d58ac86b8afbbf5da7b91ef18f733c112f02554b4d9b01d4fa6","0-56629bc4ff9e5d74b6442840261cc5a0320e700b6312cd9e800e849a346b21d0","root.record.ItemExhibitList.P5Item"
"Air Force Active","","70.878","","43.392","27.054","","0.000","","27.054","","11.685","","6.445","","2.26","","2.753","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","86a34c3a1cd6c0c0434fc7598fc7d3ff219184e48105b41195fe0b209c0e7b3f","0-2563d7eea6673cbf93e77c119c1d4b23dd57e79ace2041d6780071bba0402f97","0-b047f5b630ef013317fbfd306af7dc0f115a28e819af0efa66ad5d6800bb9cee","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","7.131","","4.21","1.228","","0.000","","1.228","","0.000","","0.000","","0.000","","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","86a34c3a1cd6c0c0434fc7598fc7d3ff219184e48105b41195fe0b209c0e7b3f","1-5c488f0137b267df0850c8a9e5ac1df33f1f176f02e3a7dde90ef51a5716c2d2","0-b047f5b630ef013317fbfd306af7dc0f115a28e819af0efa66ad5d6800bb9cee","root.record.ItemExhibitList.P5Item"
