Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"NonRecurring Engineering Support","B","","","","","","","","","","0.314","","","","0.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b45a446809597212d152ebf6a03874721f34cff525f6215105d72c06596f4c7a","0-7824f5b966d0f1a16a6dd1d4ec2fc98263c5dcebd0df486921ebd23fa5464ad6","","","2-2a5cdfdedd79c09c8ca202356ff7f9ec215578fbaed42e8e0461e5631bae0545","root.record.ItemExhibitList.P5Item"
"Support Equipment","B","","","","12.263","","","6.965","","","13.604","","","","13.604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b45a446809597212d152ebf6a03874721f34cff525f6215105d72c06596f4c7a","1-d21f2d248dc94a8d9744596f78b35b30b553fc9e3e18f6c5df6aca703d57431c","","","2-2a5cdfdedd79c09c8ca202356ff7f9ec215578fbaed42e8e0461e5631bae0545","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Labor","B","12.149","","","27.014","","","","","","","","","","","","","","","","","0.000","","","39.163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","0-b3c35712dddddb559bdd91324be0f5bb45c8b19d7d3eb99f99f7e052c83127c0","","","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Material","B","6.005","","","21.845","","","","","","","","","","","","","","","","","0.000","","","27.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","1-063dd3f13d44d2e384bf0850267752af7ffa62d74f83418ac704c8b2f854e142","","","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Deployment Support","B","88.891","","","0.097","","","","","","","","","","","","","","","","","0.000","","","88.988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","2-1a37cfaf6763c64a2e7823afa3f815295b3dfcf2a0c9a3d0ad23d7bd15ab67f2","","","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Organic Depot Activation","B","0.014","","","","","","","","","","","","","","","","","","","","0.000","","","0.014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","34c9d373835001939b87d62096d125596d1c7d23fdc0222462b482644a61cbb9","3-5025f64eafca20f15d46122871dcda34c389d0f3eb58292fb307a26363b522c0","","","0-7570d62bc026bd3f3da1c96e40cffc53755cfd46dced89665152837af77daa34","root.record.ItemExhibitList.P5Item"
"Production Support","A","0.000","0.000","0","1.213","","","0.653","","","0.664","","","","0.664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","19521bfead2ca42f4a6c5ebafecf978932fb90ec09d2a81a727ecf974aafda2a","0-f40afa5fa344c0a227254615162511601500964e6b45ac5af036b4e3ec32d48f","","","1-c29c23e7a45b763aa379d7f00b54ce5a6970e04a14fc903fcf2a69bd7649f817","root.record.ItemExhibitList.P5Item"
"Government Support","A","0.000","0.000","0","0.317","","","0.51","","","0.51","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","19521bfead2ca42f4a6c5ebafecf978932fb90ec09d2a81a727ecf974aafda2a","1-bfa5e06507965db2da3c1f54ef24fb118818d929b299db4bc8d92b056e5f4881","","","1-c29c23e7a45b763aa379d7f00b54ce5a6970e04a14fc903fcf2a69bd7649f817","root.record.ItemExhibitList.P5Item"
"NonRecurring Engineering Support","B","","","","","","","","","","0.314","","","","0.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","19521bfead2ca42f4a6c5ebafecf978932fb90ec09d2a81a727ecf974aafda2a","0-44a09f4fbade5f1af1f96d97c7f1e18b875dfaf4de52c09903ecf1c556bde71b","","","2-2a89255cb167cf1be871763ce170b8d90f0f3230bda13f9d536efceb35f979fd","root.record.ItemExhibitList.P5Item"
"Support Equipment","B","","","","12.263","","","6.965","","","13.604","","","","13.604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","19521bfead2ca42f4a6c5ebafecf978932fb90ec09d2a81a727ecf974aafda2a","1-a8995f8c41d56fae63d94a7549657ac970d1261aed2ea383f35b2f83730b6efa","","","2-2a89255cb167cf1be871763ce170b8d90f0f3230bda13f9d536efceb35f979fd","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Labor","B","12.149","","","27.014","","","","","","","","","","","","","","","","","0.000","","","39.163","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","be7fe09ae728a1600d0f7bf67edbd3753adecb9fdb0367a0f862cacbdfa2e0a1","0-a85d97b16b008881118c60dfd5596d059a71c4cee96df88591f19c92bd509256","","","0-cfbe9ea560c43774202ad6a804a24f31511f4ce7912540767cb97a9d17ba50bf","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Material","B","6.005","","","21.845","","","","","","","","","","","","","","","","","0.000","","","27.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","be7fe09ae728a1600d0f7bf67edbd3753adecb9fdb0367a0f862cacbdfa2e0a1","1-c9e7684b2ad1fc83503da2b3d1e86fd05463ea248bcef9f2b1567a2703a0bcb5","","","0-cfbe9ea560c43774202ad6a804a24f31511f4ce7912540767cb97a9d17ba50bf","root.record.ItemExhibitList.P5Item"
"Interim Contractor Support - Deployment Support","B","88.891","","","0.097","","","","","","","","","","","","","","","","","0.000","","","88.988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","be7fe09ae728a1600d0f7bf67edbd3753adecb9fdb0367a0f862cacbdfa2e0a1","2-9d2d71a5f3dd63a9bed0831109d44664a4b9d0cfdca4c882d30918dfbc036188","","","0-cfbe9ea560c43774202ad6a804a24f31511f4ce7912540767cb97a9d17ba50bf","root.record.ItemExhibitList.P5Item"
"Organic Depot Activation","B","0.014","","","","","","","","","","","","","","","","","","","","0.000","","","0.014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","be7fe09ae728a1600d0f7bf67edbd3753adecb9fdb0367a0f862cacbdfa2e0a1","3-98847a2eb75e18c35b877a4bdbe7c3920ee1ea96ab414839184753afc49bbcb0","","","0-cfbe9ea560c43774202ad6a804a24f31511f4ce7912540767cb97a9d17ba50bf","root.record.ItemExhibitList.P5Item"
"Production Support","A","0.000","0.000","0","1.213","","","0.653","","","0.664","","","","0.664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e0a52f69b02dadf8342258b061f5ba16687c638051eb4401a6d20a53150074ca","0-563532e7668bd792b3d30c780d7ef1b4922c4a1fc52e46364d9e026b95b1aae2","","","1-b68cf90da5b71caeb41aac89bb7d99f8cd54ba6b6f24e607a90581da5e4ef5ca","root.record.ItemExhibitList.P5Item"
"Government Support","A","0.000","0.000","0","0.317","","","0.51","","","0.51","","","","0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e0a52f69b02dadf8342258b061f5ba16687c638051eb4401a6d20a53150074ca","1-8a54248b4fdec0ae71b525ff0621f9635f781db743c5903ee380dd69e0f80347","","","1-b68cf90da5b71caeb41aac89bb7d99f8cd54ba6b6f24e607a90581da5e4ef5ca","root.record.ItemExhibitList.P5Item"
"NonRecurring Engineering Support","B","","","","","","","","","","0.314","","","","0.314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e0a52f69b02dadf8342258b061f5ba16687c638051eb4401a6d20a53150074ca","0-e0435f1cb4bfb3d47eb387d11d91f17c8513861a6c0521153bb45e9e997763ea","","","2-099a5f10b984bc511da9a36a2f090e30f931f6b07a4abc05bf46644ee407e74f","root.record.ItemExhibitList.P5Item"
"Support Equipment","B","","","","12.263","","","6.965","","","13.604","","","","13.604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","e0a52f69b02dadf8342258b061f5ba16687c638051eb4401a6d20a53150074ca","1-87faceb48bd25034f1e8aaac4f8a4530985a760969129c6db92cb967684c7df7","","","2-099a5f10b984bc511da9a36a2f090e30f931f6b07a4abc05bf46644ee407e74f","root.record.ItemExhibitList.P5Item"
"TECHNICAL DATA","A","0.06","","","0.000","","","0.000","","","0.000","","","","0.000","","","0.000","0.000","0.000","","0.000","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","05febd9fd223dc1f11a80359dde784d02467edaef9d2080887a2e6f8da7ed3c9","0-d26cf6b5e15d0d46acb2616bea0c16d4245067f7a7b73f9aefe9fe8cd040b8ee","","","0-f09c6a9368d547e083aa73e60dba2728c817d2055805fabbd4491270bb3fe302","root.record.ItemExhibitList.P5Item"
"TECHNICAL DATA","A","0.06","","","0.000","","","0.000","","","0.000","","","","0.000","","","0.000","0.000","0.000","","0.000","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AMMUNITION-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","d3d63be9c5c5e719591bcda3447f416bb3b81071cb651f930686a4336f54c10b","0-b802ab9279372f41035d3681f256a6b91b716bfc7565802d7f002c33d959d08f","","","0-c142655afd15dd296652db24886b5daebe565dc9dca819c51ddbde6c6d7448a2","root.record.ItemExhibitList.P5Item"
"Logistics","A","","","","4.317","0.863","5","0.476","0.119","4","0.516","0.172","3","","0.516","0.172","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","e3e63a3887d6989a5c2d7108b276daf9ff79d7d1a66fe1bb40809006bb4b76da","0-e081273b276ea539f7c09b60d6fff89b85c5934cfc86376d47f0c3b725999203","","0-58d97ca679669c2d6afa1ea560fa7d2d278b7abb4d2cf79d83558f400e5691b1","root.record.ItemExhibitList.P5Item"
"Logistics","A","","","","4.317","0.863","5","0.476","0.119","4","0.516","0.172","3","","0.516","0.172","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","aa85cbe4f41cfc1c4d9fce368e1b9af8b54a97cd1b25776caa379b7ef036623a","0-91d244ddadf3ba9a19fc3d24c37a7d9620d68eb35c13e01c14c44ba17724b040","","0-43c806b84882e6de9ef10db85422eb540037d4af11ab63eb9884295187cb7307","root.record.ItemExhibitList.P5Item"
"DASR Site Activation","A","20.856","20856000","1","12.892","12892000","1","10.755","10755000","1","3.382","3382000","1","","3.382","3382000","1","","","","","0.000","0.00","0","47.885","11971250","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","d44fbd0d376cb8ce748c67abb0ab8f2b2adfe984c5d56655bfbfe83d4ef82df1","0-b8efd2bbd2a17eb952222e3001ebd876856f921b57edfa043adf1a18e9982299","","","0-f73aeec23b2f3145fbcd51c3157772d20f3500394be123f6f82d0b5bdc3103c2","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SPT SERVICES/LABOR","A","0.000","0.000","0","1.366","","","1.657","","","1.697","","","","1.697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","57f5c7584ca764844ab6e5f84114c51538b6e4dc068fcc58af679d6763cfe0b0","0-73ae81523702fb8a892335170f24bbf1f2e8c8f3fecce039d517b5f2cc43bb27","","","0-9e39c886b9260c9e47f023948a3455e22fdbb400e28cbe16fb618ec19958381d","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SPT -- Materiel","A","0.000","0.000","0","5.63","","","4.95","","","15.758","","","","15.758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","57f5c7584ca764844ab6e5f84114c51538b6e4dc068fcc58af679d6763cfe0b0","1-423b9fe74e61db16a527c18eea3e75f2871a6d486eb870770c6fa2f1a7ece246","","","0-9e39c886b9260c9e47f023948a3455e22fdbb400e28cbe16fb618ec19958381d","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SUPPORT MATERIAL (PARTS/SUPPLIES)","A","","","","8.545","8.545","1","6.905","6.905","1","8.18","8.18","1","","8.18","8.18","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","92a7b04031084cf7ce534a8f0732ca36ee08d44923f93a4b18c792255ec3800b","0-80a44a8761022d42bd25fa30141a711586fcadae78ab881cf2094dee0650a54a","","1-15ccae7c040e375ccdaed6c075916ecd31d24dea3c10109d4da90c332aa7e84c","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SUPPORT SERVICES/LABOR","A","","","","1","","","1.011","","","1.478","","","","1.478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","92a7b04031084cf7ce534a8f0732ca36ee08d44923f93a4b18c792255ec3800b","1-1b24c6a5e443b7cdc5331f51c2cffc28e6e42ca7a115c6f96b7f3d03151f3f02","","","1-15ccae7c040e375ccdaed6c075916ecd31d24dea3c10109d4da90c332aa7e84c","root.record.ItemExhibitList.P5Item"
"DASR Site Activation","A","20.856","20856000","1","12.892","12892000","1","10.755","10755000","1","3.382","3382000","1","","3.382","3382000","1","","","","","0.000","0.00","0","47.885","11971250","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","af067593449649255f8b123d2917a81fcdda7eb4fcaacf125274e9b75f5f3da6","0-57af98f63c3d1e0a95b202f29f5f95c69e709e663d55ea0a2d403f8b4298e518","","","0-303d96f84e50f03788a3e4ea5048bac02cbc03d0c355ca4d210a1e8cd8ff0a9f","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SPT SERVICES/LABOR","A","0.000","0.000","0","1.366","","","1.657","","","1.697","","","","1.697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f7e8f569599a6889a5095dac926a8e9942e91119fdd240acf12aa8097c2bff52","0-b0787606284b68f1f7854680216902e8a55f587c81a9ced65e9c15cb6d432157","","","0-92abec762b60fe4029dbb3b07f16d9dea3de33a47e7757bb8e7d3bee735120c4","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SPT -- Materiel","A","0.000","0.000","0","5.63","","","4.95","","","15.758","","","","15.758","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","f7e8f569599a6889a5095dac926a8e9942e91119fdd240acf12aa8097c2bff52","1-1da85a7ec00e3c7499763df6ca2e3f493871eda2ca23796023a0aaa23ec78046","","","0-92abec762b60fe4029dbb3b07f16d9dea3de33a47e7757bb8e7d3bee735120c4","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SUPPORT MATERIAL (PARTS/SUPPLIES)","A","","","","8.545","8.545","1","6.905","6.905","1","8.18","8.18","1","","8.18","8.18","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","faaffdd242cf4bb416860c30bfcbc97ab9f1fabad843ac88488d23d5c82e588f","0-f1140c8235c11c16690d3998a6d7828e5351a03e9bc9dbfdb052d528d3a9f70e","","1-69cfabb348f1aa39a4af49c4771be889aeeacc7fedb614eaae3ee9ab1b8c486f","root.record.ItemExhibitList.P5Item"
"INTERIM SUPPLY SUPPORT SERVICES/LABOR","A","","","","1","","","1.011","","","1.478","","","","1.478","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","faaffdd242cf4bb416860c30bfcbc97ab9f1fabad843ac88488d23d5c82e588f","1-927d1f6b914e5c3b99b612969c0e4fd9d193c947eb4395bb14791e917bf0522b","","","1-69cfabb348f1aa39a4af49c4771be889aeeacc7fedb614eaae3ee9ab1b8c486f","root.record.ItemExhibitList.P5Item"
"TECHNICAL DATA","A","0.06","","","0.000","","","0.000","","","0.000","","","","0.000","","","0.000","0.000","0.000","","0.000","","","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-AMENDED_PROCUREMENT_AND_RDTE-2014-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2014.xml","b5d40cd233de64231545e67fe364fbbc249db0c95ca4e5837fddfdfe82c10532","0-83aaf1d31f26e42eb638e40d7355643129b9989b9aa2a8421f6a327c421a4b1b","","","0-ace522dbba4b0f4069fb601df774b2c040813107501c339180dbeeca1d0ab749","root.record.ItemExhibitList.P5Item"
