Name_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ModsOutYearDelta_Quantity_BudgetYearTwo_val,ModsOutYearDelta_Quantity_BudgetYearThree_val,ModsOutYearDelta_Quantity_BudgetYearFour_val,ModsOutYearDelta_Quantity_BudgetYearFive_val,ModsOutYearDelta_Cost_BudgetYearTwo_val,ModsOutYearDelta_Cost_BudgetYearThree_val,ModsOutYearDelta_Cost_BudgetYearFour_val,ModsOutYearDelta_Cost_BudgetYearFive_val,@PARENTROWID,@PARENT
"Air Force Active","","","","","","","","","","15.382","6.948","32.106","32.106","37.667","21.18","30.091","10.302","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","aa7c6b6e15569727dc3e1ec45dbded2ccfb76ccfbcbe5ea5b7866f1d075edded","0-e23d2dc7386d49fe702a72587ac4c1071d84b6c5f0da91242c3887dc013f0a95","","","","","","","","","1767-e6450eac97d08cad4ab9b52bdb262f4804b690fd9a4e7edf8e9d8f1a3713e1dc","root"
"Air National Guard","","","","","","","","","","3.425","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","aa7c6b6e15569727dc3e1ec45dbded2ccfb76ccfbcbe5ea5b7866f1d075edded","1-3672905c3fc1cbfb1376c8c87c088815c4dbfd429de2089c9035b249dd7dd302","","","","","","","","","1767-e6450eac97d08cad4ab9b52bdb262f4804b690fd9a4e7edf8e9d8f1a3713e1dc","root"
"Air Force Reserve","","","","","","","","","","0.000","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","aa7c6b6e15569727dc3e1ec45dbded2ccfb76ccfbcbe5ea5b7866f1d075edded","2-1f63877e70c4f834d37f5b29f6491b1d9a9d1f5704fcb83dfaab578067040998","","","","","","","","","1767-e6450eac97d08cad4ab9b52bdb262f4804b690fd9a4e7edf8e9d8f1a3713e1dc","root"
"Air Force Active","","","","","","","","","","141.65","334.299","299.442","299.442","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","0-93a40432b6370f6ef9b95be5f60751d67646f45f94edf37ea8480729d2052442","","","","","","","","","1773-4fb76f1b41a64b67abe4b4eccf44dd3c3bf11debe98d1db1900581d73703fb52","root"
"Air National Guard","","","","","","","","","","48.513","12.325","87.872","87.872","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","1-4db67ed6d79346bfa4ef8d237dcb35cbd67e1c5bf1ceeddcaef8f3daf45f4561","","","","","","","","","1773-4fb76f1b41a64b67abe4b4eccf44dd3c3bf11debe98d1db1900581d73703fb52","root"
"Air Force Reserve","","","","","","","","","","","","0.000","0.000","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","2-ad82df4eef96a9445d6eee1c513ca64d83aa5a8d1aa9f9124bdae5481b0e692c","","","","","","","","","1773-4fb76f1b41a64b67abe4b4eccf44dd3c3bf11debe98d1db1900581d73703fb52","root"
"Air Force Active","","","","","","","","","","6.445","8.811","12.306","12.306","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cde9ccaf98b8e4be60b007bcadb63e78d26ca9bed8d276aa86adf6a31627970a","0-7cdf7dfaef2439a11208024b49cfc5c66173a227ddf9d9dd45f8886a59e23f99","","","","","","","","","1774-fa8a235a9753004e5370db82820ab6aec06c528af1c98dff8d5299383e99b46e","root"
"Air National Guard","","","","","","","","","","0.403","0.499","0.03","0.03","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cde9ccaf98b8e4be60b007bcadb63e78d26ca9bed8d276aa86adf6a31627970a","1-64c8f9eb965c265f8a9bb5ac22d6d539f69c3e8ace131b653ba86a825cf45d7a","","","","","","","","","1774-fa8a235a9753004e5370db82820ab6aec06c528af1c98dff8d5299383e99b46e","root"
"Air Force Reserve","","","","","","","","","","0.039","0.024","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cde9ccaf98b8e4be60b007bcadb63e78d26ca9bed8d276aa86adf6a31627970a","2-d17254a552d5fff11349e22b1cae67263b7b7e527f57a5f72f560aa11a807d01","","","","","","","","","1774-fa8a235a9753004e5370db82820ab6aec06c528af1c98dff8d5299383e99b46e","root"
"Air Force Active","","","","","","","","","","233.611","205.396","164.67","164.67","141.683","179.892","139.894","169.658","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-7e356305972c590d9bbc8645c6bdcf082ebec9196c165643eae18eb306d5bcec","","","","","","","","","1775-956fe8462d6daa5aefbe5ddae653b6a0066e4933c3523f118aa8f2001e348992","root"
"Air National Guard","","","","","","","","","","37.264","26.76","15.537","15.537","22.721","22.047","38.977","17.8","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","1-d9ecca9b2f31c5ba2d2893bf21dd6cd84ba9f5b0682828c598d91f72ffe3803b","","","","","","","","","1775-956fe8462d6daa5aefbe5ddae653b6a0066e4933c3523f118aa8f2001e348992","root"
"Air Force Active","","","","","","","","","","","","0.000","0.000","70.184","79.93","111.136","13.322","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","0e0c5259a601c4aa4ff961a0ac121c4db369bfa13d87e153e3615741b3479e79","0-33d316013a995fa7ca58722e66e4d2dbf339456b5d519f420b3713abc6d21f1b","","","","","","","","","1777-7bb9c200b8c4daaed062ddb2c88f02b07e8aa6bd16f982e60187badcc96377ef","root"
"Air National Guard","","","","","","","","","","","","","","","","35.11","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","0e0c5259a601c4aa4ff961a0ac121c4db369bfa13d87e153e3615741b3479e79","1-39bb80743a8c9efb8cfd4d56d102209b1ce01f456988f0d3e80a200fa6b490ba","","","","","","","","","1777-7bb9c200b8c4daaed062ddb2c88f02b07e8aa6bd16f982e60187badcc96377ef","root"
"Air Force Active","120","218","12","12","","","","","","47.328","36.495","14.008","14.008","0.000","0.000","0.000","0.000","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","2a56ba7f7230f7e441cfbc2168a761a431a6224c90339f05c093064a079e555f","0-4c29c3a425a956529f4b1a7186b85ee0095b5db07e242e8d2ec5a74ce55aa682","","","","","","","","","1784-f36cab0dacfb88f3b7d363a716ec5e857d24904dbc452d6d216fdc20b983db41","root"
"Air National Guard","8","5","1","1","","","","","","2.398","0.248","0.528","0.528","0.000","0.000","0.000","0.000","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","2a56ba7f7230f7e441cfbc2168a761a431a6224c90339f05c093064a079e555f","1-93235788c18bbfd72d46eccc418920e55e1a5280f6e229cd582a9ce24d587259","","","","","","","","","1784-f36cab0dacfb88f3b7d363a716ec5e857d24904dbc452d6d216fdc20b983db41","root"
"Air Force Reserve","3","8","","","","","","","","0.899","0.397","0.000","0.000","0.000","0.000","0.000","0.000","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","2a56ba7f7230f7e441cfbc2168a761a431a6224c90339f05c093064a079e555f","2-bc2c3a7962805110421896717a92745e9ba19ab54afe48464c2d099d290943da","","","","","","","","","1784-f36cab0dacfb88f3b7d363a716ec5e857d24904dbc452d6d216fdc20b983db41","root"
"Air Force Active","","","","","","","","","","76.131","17.019","23.865","23.865","35.619","51.285","43.875","113.871","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","0-de98525a86d0f67ece7d45b8f2bd57d105a5c32bdcd5bcca5cba7c103877e646","","","","","","","","","1809-d2172194dca1753f81402a7c2af96cc22aba613deeccd96fad9e9d2e87a22d4e","root"
"Air National Guard","","","","","","","","","","","","0.000","0.000","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","1-e074e9524909564f10870d640cf242474e424a2a376235e1f6acae0863e2ce3f","","","","","","","","","1809-d2172194dca1753f81402a7c2af96cc22aba613deeccd96fad9e9d2e87a22d4e","root"
"Air Force Reserve","","","","","","","","","","0.000","0.000","0.000","0.000","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","2-0141460b44e992917af0c1bc4de028e61ad0439a1499400141ea14a424ab3a60","","","","","","","","","1809-d2172194dca1753f81402a7c2af96cc22aba613deeccd96fad9e9d2e87a22d4e","root"
"Air Force Active","","","","","","","","","","6.958","0.956","14.731","14.731","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","0-00fd2f15a0a3a6cf7e419775866f697ad65b9cf48a986d2e1ec26350abb3c28f","","","","","","","","","1811-be9f23dcc6a5ba38409ee4f12932162a0defb57c5ab07f65df072453cb238e02","root"
"Air National Guard","","","","","","","","","","0.000","","0.000","0.000","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","1-7cff4d280bb0922c5401a23a3fe5306328dbe2f9ed784c9aa1d5365df1498f18","","","","","","","","","1811-be9f23dcc6a5ba38409ee4f12932162a0defb57c5ab07f65df072453cb238e02","root"
"Air Force Reserve","","","","","","","","","","0.000","","0.000","0.000","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","2-dfe1596abc45633915e81a332e4bc67736c50499959c27473e6a0c8c02548f06","","","","","","","","","1811-be9f23dcc6a5ba38409ee4f12932162a0defb57c5ab07f65df072453cb238e02","root"
"Air Force Active","","","","","","","","","","675.472","251.552","77.236","77.236","0.000","0.000","0.000","0.000","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aa1014d1730217cf58bd0eb1cf9155036af0caca57bd2ece54304d573c8411a2","0-e6c3038628fc0c4c19b036fa37bededa5eec3555a078722dabce638072804b64","","","","","","","","","1812-ef9d2c02958448ce0050dd2ab0c2205193b096381930a85a6ce3994b1741c775","root"
"Air Force Reserve","","","","","","","","","","273.46","843.965","254.23","254.23","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aa1014d1730217cf58bd0eb1cf9155036af0caca57bd2ece54304d573c8411a2","1-6b87369d8e263972656ccb98ec3e301268ff7c936d0e6f3c13dbc6dfb85ee9e3","","","","","","","","","1812-ef9d2c02958448ce0050dd2ab0c2205193b096381930a85a6ce3994b1741c775","root"
"Air Force Active","","","","","","","","","","157.617","83.528","81.626","81.626","94.74","119.936","105.887","71.951","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-05cc0cb0c013de0517a626f355e55c821cad9e877735326781b66c1c48605077","","","","","","","","","1813-f95c6cfed555c87ae7853f787c85892080e772a44b3f22344f2d93c051760a98","root"
"Air National Guard","","","","","","","","","","14.764","10.435","23.716","23.716","","2.767","12.212","4.79","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","1-f376c4485fd2ee0a75e08bf8502a4387f352c0d759d73eb5de66e8e7c53441f1","","","","","","","","","1813-f95c6cfed555c87ae7853f787c85892080e772a44b3f22344f2d93c051760a98","root"
"Air Force Reserve","","","","","","","","","","23.227","4.234","22.152","22.152","0.207","0.638","0.47","8.414","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","2-fbc4a28c95b42689ae2941af78312267a85ba9970b9c7083d7db11be65a641a4","","","","","","","","","1813-f95c6cfed555c87ae7853f787c85892080e772a44b3f22344f2d93c051760a98","root"
"Air Force Active","","","","","","","","","","9.987","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c152665fe7d3b6502f61b4c63ee2499f4231863fca055bec484bc06083ec4b57","0-8868aebd720d6361bccda2ec5faa6b5b88ac4acbcecc3d90c93cfc44cb1fb6f3","","","","","","","","","1817-27035b0dedb9fc00748883130a6bd6021b12948b1388a8f95910b32a6d561423","root"
"Air Force Reserve","","","","","","","","","","0.000","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c152665fe7d3b6502f61b4c63ee2499f4231863fca055bec484bc06083ec4b57","1-774682fa6387df28ad74782624532bb1ec49f6244d028f397fa97a086be2069e","","","","","","","","","1817-27035b0dedb9fc00748883130a6bd6021b12948b1388a8f95910b32a6d561423","root"
"Air Force Active","","","","","","","","","","13.633","5.392","14.486","14.486","18.208","26.53","26.063","26.515","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f549861f1150c86708e005842956b5f1e8043664a418359f5aee5df59c661827","0-77a860ef0afc08bfbb20480e5e03cb514037ce6f16ae079f38035cd23bea30eb","","","","","","","","","1819-a14491a4be6de46233807bc7eee897eb9e07ac01adc42fb4c174d6e5b307bd49","root"
"Air Force Reserve","","","","","","","","","","0.000","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f549861f1150c86708e005842956b5f1e8043664a418359f5aee5df59c661827","1-806d13a482b4d45d2003f7e5060c8c72972a5e392ab8b7a2bfbe878395066dbc","","","","","","","","","1819-a14491a4be6de46233807bc7eee897eb9e07ac01adc42fb4c174d6e5b307bd49","root"
"Air Force Active","","","","","","","","","","1.906","82.577","161.292","161.292","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","0b3cc84504de3dcd8d9b0ee78b03c6179e180dce85fc9cbee3b0fc0b68f603c4","0-484ed0498034f52ef079870dfa6b6c7002959ee29bc218f9284a0a0de29f725d","","","","","","","","","1821-65bcc59a7e67d69d45f45357f110e8dcc0bb44e49cee88a38b89aab06c3f4a12","root"
"Air Force Reserve","","","","","","","","","","","8.226","18.856","18.856","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","0b3cc84504de3dcd8d9b0ee78b03c6179e180dce85fc9cbee3b0fc0b68f603c4","1-a4d4cc340c9f2397753d955726fbcdeed89be34985d86c5198a9d445d051de3a","","","","","","","","","1821-65bcc59a7e67d69d45f45357f110e8dcc0bb44e49cee88a38b89aab06c3f4a12","root"
"Air Force Active","","","","","","","","","","0.243","5.219","4.592","4.592","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b312e9692835bd8695c00bb3b892f92cc7a79624629ab2a49199b531ddb5a9d6","0-054aa425836be16f9c64afb2f3944b3991c22b429c347b62a069d4668a231c58","","","","","","","","","1830-196af2f65c58ebe036d616c77935e81dff9450132b10947fc9ef9a10f81f2ddd","root"
"Air National Guard","","","","","","","","","","","0.6","1.5","1.5","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b312e9692835bd8695c00bb3b892f92cc7a79624629ab2a49199b531ddb5a9d6","1-ffbc289890d36d9f0bd583fe774d772fb34f70c7357271838f826e25f47a569c","","","","","","","","","1830-196af2f65c58ebe036d616c77935e81dff9450132b10947fc9ef9a10f81f2ddd","root"
"Air Force Reserve","","","","","","","","","","","0.3","1.2","1.2","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b312e9692835bd8695c00bb3b892f92cc7a79624629ab2a49199b531ddb5a9d6","2-c2fc5bbd63520ed2eb390ca2e191dc6fac7d2c53937a0a97cd070b58dbf7de3a","","","","","","","","","1830-196af2f65c58ebe036d616c77935e81dff9450132b10947fc9ef9a10f81f2ddd","root"
"Air Force Active","","","","","","","","","","34.258","66.491","29.153","29.153","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","238e5085dc0888e77904efb55416822a25ede521b2dc0ac35009e46fc2ba274d","0-c13ed9ffc01c656ccb58e8d6d021aa049d7a56ec0dd9668d4a8ed2be38352374","","","","","","","","","1831-9634d14d971ba2e8d6e719cc29cf9489b0e942ccc524aea9b46ef23307acc8f1","root"
"Air National Guard","","","","","","","","","","22.163","31.909","4.166","4.166","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","238e5085dc0888e77904efb55416822a25ede521b2dc0ac35009e46fc2ba274d","1-46670083fa4e2048203c32d0ef7a1106fc110d1e8787896e84b13aa0e88fa7b2","","","","","","","","","1831-9634d14d971ba2e8d6e719cc29cf9489b0e942ccc524aea9b46ef23307acc8f1","root"
"Air Force Reserve","","","","","","","","","","22.742","3.495","2.55","2.55","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","238e5085dc0888e77904efb55416822a25ede521b2dc0ac35009e46fc2ba274d","2-70e541a321071d997711de3e68caa5db832b4333ff916281a2130d37a0d7d37b","","","","","","","","","1831-9634d14d971ba2e8d6e719cc29cf9489b0e942ccc524aea9b46ef23307acc8f1","root"
"Air Force Active","","","","","","","","","","140.962","121.247","13.159","13.159","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","915b03b5c79079cef74c1f5fed99ff94d2a961666ffa690a638fb838766b41c1","0-2e0d86eb16c990487e2739b19bbd758f29ca455b251e3246aabbc5bb7564a948","","","","","","","","","1832-c28a3f18b1ca1c89e0ef42b2e8093da87ac38282885a29f95151eea549fdcb3f","root"
"Air National Guard","","","","","","","","","","9.268","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","915b03b5c79079cef74c1f5fed99ff94d2a961666ffa690a638fb838766b41c1","1-aae217eecaaa1e98892d64ab36be51d204778a8d9510d861c9c4d1833eeeb9c7","","","","","","","","","1832-c28a3f18b1ca1c89e0ef42b2e8093da87ac38282885a29f95151eea549fdcb3f","root"
"Air Force Reserve","","","","","","","","","","4.634","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","915b03b5c79079cef74c1f5fed99ff94d2a961666ffa690a638fb838766b41c1","2-9ccfcb96fa5d93cf5460e132cb7a84fbb96d51fe07f08cd5176eaa138d1ad855","","","","","","","","","1832-c28a3f18b1ca1c89e0ef42b2e8093da87ac38282885a29f95151eea549fdcb3f","root"
"Air Force Active","","","","","","","","","","42.139","8.788","7.919","7.919","42.809","64.499","65.71","66.94","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f589edbc06d76a4949c8665cea83963e382985d5b4eea11b3a6abcd51d15beb8","0-53cde2364111013764eec2e95865b38f8285f63adf05d5239ef46eb815824e26","","","","","","","","","1833-a38739acfb6b83eef5e19391ec25f5cffc79d97fcabb5b81953deab4b1e10ce8","root"
"Air National Guard","","","","","","","","","","0.039","0.000","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f589edbc06d76a4949c8665cea83963e382985d5b4eea11b3a6abcd51d15beb8","1-cf859bcdfe66983ae9082dc932c502dbee163216df636bbd7a2a3f44b7efc9a8","","","","","","","","","1833-a38739acfb6b83eef5e19391ec25f5cffc79d97fcabb5b81953deab4b1e10ce8","root"
