FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,RFPIssueDate_val,FundingVehicle_val,OCO_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Month_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery_Amount_val,@PARENTROWID,@PARENT
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","1-6217a5c1258dc0e236c52339f6923736a14c100b89b57eb2280062e1500db228","","","","","","","2018-02","","","","","","0-ed31a50e1a293ab0034e69de10858426740167328dd54ebaadaa10c40bdaafd0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","2.780","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","2-abe4b76a5fd19b7158398dab5750f35b97e5a9a6576638afc38c9130cd3920b5","","","","","","","2019-02","","","","","","0-ed31a50e1a293ab0034e69de10858426740167328dd54ebaadaa10c40bdaafd0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","3.855","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-1c687b98390ad8d7af1fcdb1f955ae2e851b22749880a832ee2ef1f940a87841","","","","","","","2019-01","","","","","","0-6559145ce7cb90a12c894f7407b276788c67103680a76f5b609d1fcb2cef3a28","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-04","1.000","2.617","","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-b0c1daed1e0c62b980cd1466df504292fbcbd5f01494e8eed03b2368d849175b","","","","","","","2018-12","","","","","","1-30c98805c8f240c3aeabdfa4dc851943d380b30e10f0cdffc6a84e275c45c852","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-01","2019-03","1.000","1.056","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-b1b4f549cfb8c1c52a8f895bbef8758ddbb46d5ce17b186b50d1367070c882fe","","","","","","","2018-10","","","","","","2-79d0df7bd76f95bb9f59595cda0cbccf09337ae3da37b305a5b62a9085fa9969","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-05","1.000","5.500","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-e175e208042885704f07c1ac41697f74181872f87b6ae9ff5dabfb5ef81697be","","","","","","","2018-11","","","","","","3-f492ca9b1e076d7f3b56e4f12c7008400d5a4ad3816aad08aafbda621d4ba292","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","1.781","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_DISA-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2019.xml","6578cd95c5a6c9235d7058df91d1cba0c7a02cf3b2df85029c70d2e40cc77cc5","0-872886d831ebc499876e479f64fc00264e89beebc1b480d12fd66655c973f277","","","","","","","2019-01","","","","","","0-3e78d89bb07ac5b0670f012b21bb2b863680470556947ef8411c664e6aa67c7e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","DISA","2017-07","2017-08","1.000","0.018","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-091434328f5efcb6d37724e98e41acdd96fe163770c3ccac3ba3b31642a93c44","","","","","","","","","","","","","0-39a7d8fe946bd57929cd6b4d00a9540d69104a79a723b4e1706910f0695c705b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","DISA","2018-07","2018-08","1.000","1.734","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","1-45ea2dde34c1baeedd83736ba1e558662b261122b04e78a79e6396fc41541b17","","","","","","","2018-02","","","","","","0-39a7d8fe946bd57929cd6b4d00a9540d69104a79a723b4e1706910f0695c705b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","2.780","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","2-c84c98334710cec9392ace7df3ab7c335f8cc96eb31e116373d8f6d955addcea","","","","","","","2019-02","","","","","","0-39a7d8fe946bd57929cd6b4d00a9540d69104a79a723b4e1706910f0695c705b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","3.855","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-ecdbec98567f6edac8d32b06510c53f2196ed71a980ce98bc819aec01c439ca6","","","","","","","2019-01","","","","","","0-5e91d4101bc3efaa6be38e6de3cd744d4c89f9f9d8053a6e2b692fe4479dc04c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-04","1.000","2.617","","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-e20d265534561d281b24584470f0a080219e20369ccd5d1e43e9e8107a7b857c","","","","","","","2018-12","","","","","","1-3c484f0fce2105ce4745b95681be8f390d50d31b7822e705790432fbfde118fd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-01","2019-03","1.000","1.056","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-4c8543b945d41b6feba8cca7a7e583e5e8f255480012f83199acf0e57c6cf900","","","","","","","2018-10","","","","","","2-4a417d07e30a663b2bf5931ef88f31ebcd6420703dfc3be19468969981a5c344","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-02","2019-05","1.000","5.500","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-94769856b583bbcbd9008cfb8019fdc148e6291de0b77281388538286efe9833","","","","","","","2018-11","","","","","","3-c2242de80ed88de077b31a8615f1fa2b9c125fac9006bef10ef6b925c43d29b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","DISA","2019-07","2019-08","1.000","1.781","false","C","FP","2019-BASE_PROCUREMENT-2019-DEFENSE_VOL1_ALL-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2019.xml","436736dc46b53a54d8445dab329a31c86841ea66157bd631cb3659489f532a77","0-ec15bd9713c8008fcb18c02792e78cc1821bd9d0f16aa85edb89a9d1003e59f1","","","","","","","2019-01","","","","","","0-544a9817a0b422736a84f939f26d09be10ffe3ececd9fa1b6306fcff24236986","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Dahlgren, VA","2019-04","2019-09","4.000","0.150","true","SS","CPIF","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2019.xml","568f548e819829b5205b06245c99d48b9002f708e64d476785be99123517dea9","0-f234116e4b9f93ae4e5070c640402afe82cdf513576c4d1b689140226f1f8952","","Missile Defense Agency","4.000","","","2018-04","","","","","","0-8485ae346eead9f885e379dec2b5b6f39e155d29d2b28d7a3a01930229066dca","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Dahlgren, VA","2019-04","2019-09","4.000","0.150","true","SS","CPIF","2019-BASE_PROCUREMENT-2019-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2019.xml","3a41a1803fb3037bb8ed95019778694c84e8bb76559ae5c01da1664b202c5952","0-83ea520015c02510fbc2c82acfd44af64a8de05cc09748a3c72b61815f91a12e","","Missile Defense Agency","4.000","","","2018-04","","","","","","0-4d2273f4a71b70a4ca1ef4a2d379c5617a07b7dfbecb6e6cb50f6ca62415278a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","ACC-Rock Island, IL","2020-02","2020-03","1","5044","false","C","TBD","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","2492f83e14ae82bb7a4dbb530531755ba3e2daba5a842a81f1ef1b583a0fca12","0-3dd3d3d9344a337127fceaeac372d2407b3f6469ded66baf5c6d9888520a7e44","","","","","","","","","","","","","0-4f16fad3da76ee8df42523c2ffe7723a2df79c02dd67df32dc0acbb862221cef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","TBS","2019-04","2019-07","1","1956","false","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-0e651ecf028f5cd766849387b083c75092d57e2ff86f3263dad4e3b3c51bc90f","","","","","","","","","","","","","0-9a4df65b6bd14e5ef0f8f48e51cd2e382ed33757da46b95c282e2f0ffe8cb9a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","TBS","2020-04","2020-07","1","1205","false","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","1-80e0bf5fdb131da8a9871293f0a763e035f8640a3095421dae714f3020f561a5","","","","","","","","","","","","","0-9a4df65b6bd14e5ef0f8f48e51cd2e382ed33757da46b95c282e2f0ffe8cb9a3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","ACC-NJ, Picatinny Aresenal, NJ","2020-03","2020-06","1","10000","false","C","FFP","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","b88d7323f0c39487e5559446b30366f2a4b0cc7b20a8d7e248026f47c8d027bd","0-026dde45688e299ca2685bb1e257d8002230ba6c70690c51e8183b57b700d5f9","","","","","","","","","","","","","0-232245984d2cc5f920c09fbc99143bf5a6d98fec4a5f9c42d9d97eac9fd4d7cf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Rock Island, IL","2018-10","2019-09","1","2452","false","C","Various","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","51236519ecb09c8b6ba737c7b761a5796e49ba02390051435c0a6b218da0ee54","0-7f42f9b67bbf0486ce4ab8aa5053c04e6ea2246a683d933626e88a5256d70fe9","","","","","","","","","","","","","0-213bdedff1b2a60ed737f2645151cb56a63ff81350f983ebf56db4be8b12f7eb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","Rock Island, IL","2019-10","2020-09","1","3415","false","C","Various","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_2-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","51236519ecb09c8b6ba737c7b761a5796e49ba02390051435c0a6b218da0ee54","1-08eb4cc98ba3e9334b3222527ff0aadc070aee65edb8260ea6cf1fc5468457bf","","","","","","","","","","","","","0-213bdedff1b2a60ed737f2645151cb56a63ff81350f983ebf56db4be8b12f7eb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","ACC Orlando, FL","2018-06","2018-08","2","1382","true","C","CPFF","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","0-8d7b43ebd5ab0c7bf71b33ba361e5be574a5307c336e4a23cd00d5ecca613e58","","","","","","","2015-07","","","","","","0-76283c89f453afc96e14a57629e393b98d73ba310663847d8edc1daac1e8752b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","ACC Orlando, FL","2018-12","2019-03","2","944","true","C","CPFF","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","1-15213e4154134b4b232f0fc98f47b173fdb5882b985fecfaf160a42c98c429a0","","","","","","","","","","","","","0-76283c89f453afc96e14a57629e393b98d73ba310663847d8edc1daac1e8752b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","ACC Orlando, FL","2020-06","2020-08","2","1038","true","C","CPFF","2020-BASE_PROCUREMENT-2020-ARMY_OTHER_3-4-U_PROCUREMENT_JustificationBook_Army_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2020.xml","75d6b5f9a3714a351adfe57397475b1716c9ab36d18146dce8d31a64a25ee33b","2-4ef274f1ad70b536ef2d8bbb1af3e7f56cd3005cc1df156ade2a2c36d1153dc0","","","","","","","","","","","","","0-76283c89f453afc96e14a57629e393b98d73ba310663847d8edc1daac1e8752b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Dahlgren, VA","2019-04","2019-09","4.000","0.150","true","SS","CPIF","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","1edd7d06c1a5b5d118e1ea68939509603cebaea49d05f047d35d1435d180edf5","0-fd09908c06b8cf8ad1ffca65d58c9ed24747e4aed27942de10627fc933f0d842","","Missile Defense Agency","4.000","","","2018-04","","","","","","0-83d1ca7de4eda81f076cc5c660ea065bb23f5b86fe236b4a8a35724b62c39457","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","Dahlgren, VA","2020-04","2020-09","8.000","0.160","true","SS","CPIF","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2020.xml","1edd7d06c1a5b5d118e1ea68939509603cebaea49d05f047d35d1435d180edf5","0-4e6077cee90f711ed49048b09e30a4a48d272525658d14036243ad7fbf02084b","","Missile Defense Agency","8.000","","","2019-04","","","","","","1-45d547fce49eddbcf026b35b4b3502f0a3f622e47c62f1c9bb71b6b11fdaffb5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","Dahlgren, VA","2019-04","2019-09","4.000","0.150","true","SS","CPIF","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","b2983f9844c9cb3db4e8232e934f8102a93cca0f16cff5af771498996690520b","0-d5af888a65ee9ae12a2405ec5bbcb0f005d8542822fce1e839706275c3a8636e","","Missile Defense Agency","4.000","","","2018-04","","","","","","0-246130d02bdd2a36af114002580fd734db7562b8405353e86e0543b187e788d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2020","Dahlgren, VA","2020-04","2020-09","8.000","0.160","true","SS","CPIF","2020-BASE_PROCUREMENT-2020-DEFENSE_MDA_VOL2-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2020.xml","b2983f9844c9cb3db4e8232e934f8102a93cca0f16cff5af771498996690520b","0-323ca5621171a81241822584336186eb5e1866cefe672c7fa311f4105a5155c5","","Missile Defense Agency","8.000","","","2019-04","","","","","","1-6f882501a6105dd4d8728192c3e54945523c7b7f0a614ce9dd8872cba91352dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Software.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
