Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","41.407","11.563","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","02f3d90c6e250b98624059fe2f45a70ad088a01addc944c11c3371ede495e971","0-a12f18fa7b1865bd45a5a045ec3d79581451938199247d117708e09968f90a7c","2-78c307df3fe946e5d8bc86bcbe12aae5ccf015f7593e01ce86a486676b2558a1","root.record.ItemExhibitList.P5Item"
"Air National Guard","12.257","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","02f3d90c6e250b98624059fe2f45a70ad088a01addc944c11c3371ede495e971","1-089ffab9c6a345880fad79ba8b358e15a26947cf507c73943b29ef4cddbd3b62","2-78c307df3fe946e5d8bc86bcbe12aae5ccf015f7593e01ce86a486676b2558a1","root.record.ItemExhibitList.P5Item"
"Air Force Active","33.121","21.183","19.659","19.659","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","02f3d90c6e250b98624059fe2f45a70ad088a01addc944c11c3371ede495e971","0-2a89dafb4d4b486b1a45df6a825f00c59f3bc7cf5644c50c8cffeb096ea65167","3-387d33cd87895ed90fda5b14dd611c4dadbb05384401996f4fd5369f07191836","root.record.ItemExhibitList.P5Item"
"Air National Guard","0.566","1.671","0.939","0.939","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","02f3d90c6e250b98624059fe2f45a70ad088a01addc944c11c3371ede495e971","1-5ecf1e487bd3cd25c298769f010fc1942ce658884a4040a07edaef97d6db5b7b","3-387d33cd87895ed90fda5b14dd611c4dadbb05384401996f4fd5369f07191836","root.record.ItemExhibitList.P5Item"
"Air Force Active","1.037","1.061","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","0-1c3e7dac8c29da0eb51bb06f019622dbe79cc044c63b1f59446e239a1d307ba0","0-bf987361dc0e09fcf203adf97de613b4334fb46ef5cf66c719b76e93eab360d9","root.record.ItemExhibitList.P5Item"
"Air Force Active","0.828","0.837","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","0-eac32b2e8f38179c4bfe5e33abc17295cf13b70171db15e875d7c0c03d26d13b","1-dee23cbddb91f5732293142c2ed29349c21c352f1bbe837df999e4084329586b","root.record.ItemExhibitList.P5Item"
"Air Force Active","15.202","4.453","19.76","19.76","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","0-56944d3a90a188f0eb9c937eda356d1844b286d8be4dd17ccf7f65a7dc73c839","2-1359ac8c5f6ae9ea578a2dfc07079d68e1ed87ea282d7a48ca3a5e1f2a44d688","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","0.603","0.654","2.025","2.025","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","1-1da4a04ce47ef9686373c020f6ad1445e6064910c16d540fed3485bfd7ced017","2-1359ac8c5f6ae9ea578a2dfc07079d68e1ed87ea282d7a48ca3a5e1f2a44d688","root.record.ItemExhibitList.P5Item"
"Air National Guard","1.496","2.944","2.025","2.025","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","2-be399e86b89e763bcc1ad94a560766a2b083dff4fbc6da5397325dd42b617e94","2-1359ac8c5f6ae9ea578a2dfc07079d68e1ed87ea282d7a48ca3a5e1f2a44d688","root.record.ItemExhibitList.P5Item"
"Air Force Active","0.000","9.225","10.199","10.199","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","0-d4b6dfdca41e66e927dfbfbf2691b34fed63a8f3cab846edd8ff15c461dd8458","3-2486483bf28084a551c3b194349f3a894394f6b253d82b10e21e458048ae519d","root.record.ItemExhibitList.P5Item"
"Air National Guard","","12.945","8.191","8.191","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","980334757f582bd4e3b6bb8961412112f84d963684535980961a158e922e415e","1-d70c60d90f69964fea0e6bbb1580621784d9caf56c6d413db1b7629c49f650ad","3-2486483bf28084a551c3b194349f3a894394f6b253d82b10e21e458048ae519d","root.record.ItemExhibitList.P5Item"
"Air Force Active","20.845","7.271","2.177","2.177","2.219","2.717","2.765","2.814","","","","","7","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aec16a78330879a0f9ec96681b495cf00c98838ab032ebb366c14310cd0a48b5","0-7ec3484adfea5285e6668dde16a54e5ee6ca0b5100842db4fa3a1b5e68dcb7b3","0-3b5efc669070749d1c97625ddf390612be4e83db43811479fc04df0025fa8a39","root.record.ItemExhibitList.P5Item"
"Air National Guard","1.873","","","","","","","","","","","","2","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aec16a78330879a0f9ec96681b495cf00c98838ab032ebb366c14310cd0a48b5","1-c65a6c89fb155acacc2a90403954e5ac26967508318b46b882a2d793a90494ea","0-3b5efc669070749d1c97625ddf390612be4e83db43811479fc04df0025fa8a39","root.record.ItemExhibitList.P5Item"
"Air Force Active","13.5","13.418","1.715","1.715","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","079781fe0e7aac95fdc4811b8bbd6fc197173ed80619d13610c98731a5272f35","0-b616efd2ee102ad79ed4ce3509ebac2527a60207de59458e79dd318418ba2cb6","0-e620261bb6a94e805259b4a0721732466578dd5e8c44ea39f1db691e6e4738dd","root.record.ItemExhibitList.P5Item"
"Air National Guard","0.994","0.994","0.993","0.993","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","079781fe0e7aac95fdc4811b8bbd6fc197173ed80619d13610c98731a5272f35","1-ec9830c47cb346358f33bd74a35439cd34284f543f8ce9acbf24c1182ba47d9a","0-e620261bb6a94e805259b4a0721732466578dd5e8c44ea39f1db691e6e4738dd","root.record.ItemExhibitList.P5Item"
"Air National Guard","9.63","1.407","27.512","27.512","","","","","","2","13","13","6","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f64c27121d62cc91d43d0af7840cc25dba5a896041232df851402c618242f17c","0-b44bd724882810c61c9b277e0fa2f33f94960d1f57326f0a319f6984af56f5c2","0-46f7c071d900377bd70ccd5cb46dad97b2a7dc064cdc2e18e178e9262d4c2890","root.record.ItemExhibitList.P5Item"
"Air Force Active","13.822","9.354","22.522","22.522","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","f64c27121d62cc91d43d0af7840cc25dba5a896041232df851402c618242f17c","1-a0574bb1f351d6547595d75900913e4de595a5003804df8b65d3c4e44bcd6681","0-46f7c071d900377bd70ccd5cb46dad97b2a7dc064cdc2e18e178e9262d4c2890","root.record.ItemExhibitList.P5Item"
"Air Force Active","3.98","2.805","4.195","4.195","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-82052a735847d8ac66484478d12af3321c1fd5923ad76e9cb5a095f3e41e7160","0-51a224614cf663045cd0c1c5c8e01039f36358e8a9edcaf92abb629ab3a3efb4","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","0.145","0.145","0.145","0.145","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","1-8a01480c8bae54cf28b6a7a944d8d52046ab12e723cde6d40c9f5e325a4aaab8","0-51a224614cf663045cd0c1c5c8e01039f36358e8a9edcaf92abb629ab3a3efb4","root.record.ItemExhibitList.P5Item"
"Air National Guard","0.15","0.15","0.15","0.15","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","2-a1990e0e9143a83e66b1e37e8043df47576cc5601a5344f609adb70a6b14f500","0-51a224614cf663045cd0c1c5c8e01039f36358e8a9edcaf92abb629ab3a3efb4","root.record.ItemExhibitList.P5Item"
"Air Force Active","3.873","3.247","3.825","3.825","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-3e36f76e041868bfc3fd9a5b3b29eefd332d4376aeaaadfc56abbb9cdae11518","1-a0edfd9ddeb8de424dbaa9e73ee55fa2d1550ca9447dd694ec85d2867ca95f1c","root.record.ItemExhibitList.P5Item"
"Air Force Active","1.205","1.04","1.25","1.25","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-f4a919a3d6ed5ee33cb124950769c886cf7856f0c6b754e96d9633ab530a1b6b","2-2c6facfa00db391a8b4accc3b89a16057a77c3bf19fe1da0f34b575479abbf36","root.record.ItemExhibitList.P5Item"
"Air Force Active","31.087","22.88","15.372","15.372","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","1f26e98901d70e82ffe165bc81dc0fed8e3e1018c62008573b3ae143bff0e64e","0-cce615d66ab82045137707e13bcbd9254dd751c25832daf061a518bc4edfab8c","0-f18bb90bac3d5b422598d72747460bfeca6e670c2af7e3d4e0e3698e46013e53","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","2","4","3.9","3.9","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","1f26e98901d70e82ffe165bc81dc0fed8e3e1018c62008573b3ae143bff0e64e","1-aaf0ce623cbc24827c2e65a8ce06bd0a952970d4ab416c4e98152e1c0cff2dd6","0-f18bb90bac3d5b422598d72747460bfeca6e670c2af7e3d4e0e3698e46013e53","root.record.ItemExhibitList.P5Item"
"Air National Guard","0.000","0.000","6.5","6.5","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","1f26e98901d70e82ffe165bc81dc0fed8e3e1018c62008573b3ae143bff0e64e","2-80c1f518c7cc0be165b80d8e4897c35cb578d63f5aba8172794e9ccdf4f2f31a","0-f18bb90bac3d5b422598d72747460bfeca6e670c2af7e3d4e0e3698e46013e53","root.record.ItemExhibitList.P5Item"
"Air Force Active","12.814","10.878","42.558","42.558","","","","","","12","9","9","5","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","0-162070d37dbba0af2f72c129602d0963814c599c58e1d60db1d329c47369ec45","0-63625037f62353fde7edb5563d85d97d87c98b657b0cc3095a0a2d20a6c8c19e","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","1.63","4.307","4.307","","","","","","5","5","5","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","1-d34525479d9bc8451c8362f77fe00e4bafbdb974be759dda3cb0253f9ff3f116","0-63625037f62353fde7edb5563d85d97d87c98b657b0cc3095a0a2d20a6c8c19e","root.record.ItemExhibitList.P5Item"
"Air Force Active","14.566","46.462","14.6","14.6","78.446","62.509","38.945","43.246","","6","8","8","5","32","26","16","10","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","0-6c105dc40de0d69d3b6c209553b324f536115914cab7553f7e724b971d1b95fb","1-0f3f40dfb3d302d2520c9db60f35aa6a73622a337944fd93388980d30f896ce3","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","","","4.762","4.762","","4.946","6.649","3.282","","","2","2","","","2","4","4","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","1-3e08848567c436d589856d1dbbbeb74c58bca69643d4e67429a6b64cf1afdb10","1-0f3f40dfb3d302d2520c9db60f35aa6a73622a337944fd93388980d30f896ce3","root.record.ItemExhibitList.P5Item"
"Air Force Active","8.602","4.19","4.587","4.587","4.675","4.762","4.855","4.947","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","0-10f6452a158ba185e57be9e78802c748a92d4b747a45d61fea24b5f93faea307","2-0e6f111242e4a1c08312fb4114a704ba2d7eb3bc96dc52d62b9d79c91e640851","root.record.ItemExhibitList.P5Item"
"Air Force Active","1.983","4.422","10.472","10.472","9.634","9.159","8.101","8.238","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","c4996ad47c510ee8f12875b3c3660220831b75cb814e278d07d5cb0a1bd2d61b","0-88842629c240e719bde8c38b0f639a42e89eaba70a449ef784c504681b54331c","3-c7d3d840dee314af3a33ff669959e013f0c17edd38b0d28ce5341e6e3e3aeb1f","root.record.ItemExhibitList.P5Item"
"Air Force Active","6.344","0.000","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","abec9aa5997d6150529439451ede31bb6d34df250163705218c603a2e3c8714b","0-472681375bdbdfaf2815a7ac71f1c9c032bcea1afd8d2c5cc85d880fadc91a13","0-b908a3373f74a67ea4b718bc57f9ab4cfb095ed0ff2a2edbe8dbee29d8ef241c","root.record.ItemExhibitList.P5Item"
"Air Force Active","11.486","7.141","16.803","16.803","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","abec9aa5997d6150529439451ede31bb6d34df250163705218c603a2e3c8714b","0-27bb072b05edcc118fddf375485c6fa39b4a675768fa92786d3ebccb7656389c","1-33e7c080cca41670fde62e770eda2b4bdb80574fac08abcf86ec3f4507b7ce93","root.record.ItemExhibitList.P5Item"
"Air National Guard","","","44.8","44.8","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","abec9aa5997d6150529439451ede31bb6d34df250163705218c603a2e3c8714b","1-015c6dbbb59e87aa2a607f170e12f3c7480bfc42d1e51b16c4d44b2f0bd881bf","1-33e7c080cca41670fde62e770eda2b4bdb80574fac08abcf86ec3f4507b7ce93","root.record.ItemExhibitList.P5Item"
"Air Force Active","1.362","0.000","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","abec9aa5997d6150529439451ede31bb6d34df250163705218c603a2e3c8714b","0-6cc61fc3c74f8395d7995ce9e48f2b00c3f773c5f641a2fa67cc07636672a52e","2-5c868e823cf65ad29f9ce0c8bac7e4dd784b6cc1999d5dbcaa9eb1c88c32c1cc","root.record.ItemExhibitList.P5Item"
"Air Force Active","11.779","13.957","3.915","3.915","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","0-0f63445234216f8d782944cbcbaec6268383c9533431e29657833dc98363f22d","1-d26359c6f57d99a0123747945652c565879c3ca94af9e1f533c59a33d0134ebd","root.record.ItemExhibitList.P5Item"
"Air Force Reserve","0.16","0.007","0.007","0.007","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","1-7b3945a9c861f0b1da36767e4ba28800bad16b1e30fee6227437f0d3f246093e","1-d26359c6f57d99a0123747945652c565879c3ca94af9e1f533c59a33d0134ebd","root.record.ItemExhibitList.P5Item"
"Air National Guard","1.998","0.068","0.068","0.068","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","2-79bba113a5807423f25261e5d8f6c558bfdab9da2602f67a3ce53fc9d6576625","1-d26359c6f57d99a0123747945652c565879c3ca94af9e1f533c59a33d0134ebd","root.record.ItemExhibitList.P5Item"
"Air Force Active","41.407","11.563","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","0-9032884adfda5a029e964e3a35a3c6269f62d8f072d9f088c44e0a9927897e78","2-3fadd37643185f5e12003554c1a9c5321526425fbbae80d2124427fc55e66539","root.record.ItemExhibitList.P5Item"
"Air National Guard","12.257","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","1-6ee15124e2c454ccc2356f54574a0d0e601c1f96d529c7f442995c5b5cb298b9","2-3fadd37643185f5e12003554c1a9c5321526425fbbae80d2124427fc55e66539","root.record.ItemExhibitList.P5Item"
"Air Force Active","33.121","21.183","19.659","19.659","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","0-0e7f216a58871a345c436278dcd150a6134e0121f6332e0e5f9950dddb492f81","3-622c0ecc1fa2084e6f6bd4319fe28c99ec21604e69220a8602562eadbca44f51","root.record.ItemExhibitList.P5Item"
"Air National Guard","0.566","1.671","0.939","0.939","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","bf2fee9522ee04f7e6e1177a59f8e6e9adf732f228746fb2eeeff0648fcfb2a9","1-ea587087165a35b70e287ac22419629c12469e1f478511a185b777ca101c4778","3-622c0ecc1fa2084e6f6bd4319fe28c99ec21604e69220a8602562eadbca44f51","root.record.ItemExhibitList.P5Item"
"Army Active","","24","","","","","","","","2","","","","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","ff728128df39bbeb78595bb4244cda12d2eb4ed49f8a262be800d1f3bb33b823","0-0a80140df12261641cc10041e54955538da353deef376e8a230d1967cc807827","0-5d796673b326bd2077c656f55fefeedc448e3e83a599686823ed56b5ffbae87a","root.record.ItemExhibitList.P5Item"
"Army Active","16.417","18.052","13.617","13.617","","","","","","2","1","1","2","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","5b9409ba26e370db2763eede09c9dde642351dd7d66a0dfa3ac312862b6fade3","0-7d2dc821a9d1e593f6d5f3e566490372c73afb295319a0c96b70ae902dbbcacb","0-6105cd5eed111ca2cf681e0c764baee1ebbed16a71d14a9bac079eaad8e3a26f","root.record.ItemExhibitList.P5Item"
"Army Active","756.441","606.973","236.243","236.243","","","","","","16","6","6","25","","","","","","2015-BASE_PROCUREMENT-2015-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","54197165f46c5581d93852163ae08fb7f6b28fcfbf1909cee0b65f372bd3ccda","0-19be97242ef48a77c2f5105fcf4534ff7397984c32fe50afa3486843ee036ba4","0-36c9177c6a61e78db29eec1fd03c74c629ea55b952f67b58c16f1d4c400f0dd4","root.record.ItemExhibitList.P5Item"
