Name_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","1","5.076","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-b909e16057a6a4610aa4a891e08226fdeb0a3013bbe8df16a75720a153b6fd55","0-00a507adb1471d0b79531460e14b510fd802cb280b2524de6834a3e2a7f20a96","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","53.765","1","8","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b01865c9a4319b1f4459a7b6687c852884ba93995a0a60013558c68b2a00e34e","0-e47138d38ae1712d67b0c95fb091207f67fd4a94d0df23ba14093b0bbe365d5f","0-a25359ba5d41ecf41304ff7c9115e62ec31bc972592261d87f3fd66e9bf672bb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","4","1","4","1","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-eadd4758b76fe1b90ae0f1d98d3d93695a9a94429808a3d855b5a5f61eec826d","0-14fdf2b321c05b4bc80a50c0d541d3b3b919c8449011270d5b0eb5f79938b7cb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","2.848","2","2.848","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-7b6be8f448ac973522ed6371aeb1f6c416dbf7706ccb010b88e2e24ad332ffb2","0-fcbdfe43d7cbb83e4a58ae79f7d2a07898a4c534a9db464236a8259c10c8f6a7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","3.1","1","3.1","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-6b421bb97fe80c8966466bc9704a524dfddf5f1d360cef0688a3de9bdf242661","0-9713c8caf1332cea42152de204c9ea09967e1d27bdca0e5ea0e349bf1f2fc52d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","1","2.97","1","2.97","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-4e2796d7ac9873fb3dd50e0c604490580876346e21cf8a47ee4df77125d45e48","0-64291d58ad757b7d1451500e4c7a343ace1bb4f5fb3c78793cd974ced5ce363b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","6","10.305","","","","","0","10.305","0","10.305","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-92e36f2bac05442892cb61e73dffafb1c8a1636a9ccf9547979bd139da523b39","0-ac67acc78d83b39019bb52f79c387ab0d182cd0c9f551a40b67d6126ad97dc03","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","9","3.013","","","","","0","6.444","0","6.444","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-fdaeaec68e376a0e228f1e10ea4329e72a23e6cd7a92d2a0590a5af2e4c57978","0-a8ae6be5cbd65ec8a46a4d29351f1cf71dba7f7242324de6d89437a99bde0d34","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","9","0.204","9","0.204","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","0-bc3316504ca2c268687f35ec4578c22f001aadc97360e92ddba83f4bc4bb65a0","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","9","0.204","9","0.204","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","1-c97a9536d3340dbe7075c71c3b8fd0bbab1913976549a77c2ba689d1194ea482","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","7","0.158","7","0.158","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","2-0f31a27a497999ca108c9ef65fc5e70b9488e266ef77938bde49d2f860d3d17e","0-0318ab6776a28f60a6a03e5d93c21ccf2105c53d967e328b62b14aceb0f96690","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","6","0.3","6","0.3","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","0-5f99f114a5cd5b2c31b3cfea12a0f6ae770f93bce070ea3c0c66da0d35fa34e7","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","5","0.25","5","0.25","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","1-47e1ef65770ba9c3869a2f122063bf1cc161aba23a57b5b8d49a5f0556267470","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","5","0.25","5","0.25","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1b69f888ea8ce167d58a275c92aa54a5c14d3e3ce7280432298742ab6fb44e8e","2-ce85755419e22e807d81292709a97b3d3fd10594120f910a0b52ee9d09adf018","0-ea4d7a4963e103d3ea9c3a547b76c9e9c3084d4f51064dea486d034ccfd7f103","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","5","1.125","5","1.125","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","55ff224b0c16f6229c62c5aefbbcc36d0cbf265d66b4c8a46704c153db79c343","0-081e93380eae49da9698e963872aaba9ad0ad51b08dba3ab87a288d82ce5c87f","0-035ddf9292657b9f61d3966294bd2fd3835939115df06f48c88e5d41a6620da9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","0.318","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f0cecf92e78750ad3bf3ef2b8495d594d59d44edb77834f052cce057844b5ab0","0-cda788e7bba3cc6054fb2921391176f85da55b96b95f869940dab2c4fbb1f3f9","0-6ec8f6c346659bcccb63930f4ab8c141c8f07022f5635ad23f8bcd93be87d9e9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","","","","","","","12","0.9","12","0.9","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f0cecf92e78750ad3bf3ef2b8495d594d59d44edb77834f052cce057844b5ab0","0-825d9dd8c141ce165c710fe00a398ab972bd343dcc7505c8b1a04e029b5b0209","0-89c31415a6385f5d4f0d2db51f754e12c0d9e3b420ab6a064fdabbbfb17d30d4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","123","0.000","123","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1118fffb53dcd06ed438537bcbae39a10a76f04ee739c02d6ee2e627a0e4e5ac","0-d00d1de2fa9ccc491e73b1dbeb0a1235cba4e074f5ab9e3cff5243da61df9a77","0-25bd05d9eedd75ce2b05482a11b903954f86966c241475c434c351adbbdc2e12","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","32","5.969","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-8151cdfd7c60d75b206e3471e4a6d6eae3dbb7e7c6157729c334a31183d059f5","0-8b29ac8973e03c37426eac36bd953701895e111725eafa1253fa6b4cdb5f547c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","12","6.265","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-6549263247c5fb3223c9ec84e3fec2e41efc7ca0847688911c0931a6c251097c","0-9d5899976722240634fe30ffe134e82dfe0edbb58e81e03d58fe641cf2c33a43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","32","4.548","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-5f7150105321d9f3a257f29b50319afbd11cdc2d6f003682d8e38c01f055f7ec","0-5240724791a507cdd32beaaa6519c75c6f910859aec076f570ab7bc3c5aa6cc8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","49","2.209","49","2.209","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-7ae837952b137ba9b81799c699a13bb765f9520e9b1a16bcd4560cabe902dfbd","0-4b70e2e8edb82095c0bf165dd883ad7c90489380b40e13c9153fff350eab7f4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","57","2.679","57","2.679","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4f0ab9d14578cc6bfee3e9148e7219945f7080d5198ad3b238d32931844eb009","0-7bfc48ef81fc2cbbefadfa2e379cf7b1e2c561598aa8198db1e41b99905c049c","0-ab8f89a9cd1ad394d0731fdaa343c464d953031369400a875422efe41fbdf0b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","2","0.000","2","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","319d3ecf351c353179062e82318101c6aa2193c9d09ff6e86b2e4c8cbecb7458","0-fd7e740feb42feadedd8921371b47bf375b5dc23361b5be25a24627ccee4bda6","0-5b8c3ad4d85b81596c7f7048a93ab7351a9e77152f1e54afe774cedc4c9e6526","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","69","2.538","","","","","23","0.651","23","0.651","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7b0bb28de001b4df3842a576b00ee5aa44b748876b0719810c52690c331085c4","0-085be67521e840420b5f82c5dbf632efca15dcb78da49c7ef4037a29975ba49b","0-8323568a5b127e8cc72dad515b4562cb99fdd484618f19354169ecc4d611b970","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","12","6.796","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-94f73ff12e362d563c7ffa9efb33e989e6dc728895c3530a9156345d60584d66","0-a95075e8fa615a7812dd264d68c1a2391ee88b62fb50da22deb865cb3acb625a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","2","0.818","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-33563eb1565f9a3730d0a80f1502df38224ec0ca5abf70b862dd75740882a10d","0-c61792da7e4e11165b47ecd882734e59470579277f425ec4fb6808a46f294105","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","42","2.202","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-c293187275961b93626ef55527e603aadfa7ceaf6b63958a22fb13a361d6e927","0-df82524707e42f3f18fb406e6508c4d141208b94969bb64887384294170d7a0b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","24","0.211","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-d093c06a5c9e0b56bccf8749e1e40d2cca7a5420486b13094b0f3c228e38f2ce","0-3a8dc9ecdd2a6dca70d8c0ad97ea1da3195d2196010413535190a86025bd3a25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","20","0.176","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","1-fb54d295ef6d675c2c9400c70986d9b76af50a393771c1c920f01d31e2083ae2","0-3a8dc9ecdd2a6dca70d8c0ad97ea1da3195d2196010413535190a86025bd3a25","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","8","3.23","","","","","","","3","1.2","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-f1a7d8e3eaeda294eff34cf984dead2808a0b56707f3fd3729346a9f7c7c563a","0-f25afc42490a0b7e8686062071cfa57606d282954c2dbbf4821110eaec14afa2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","","","216","47.557","216","47.557","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-68d38f13a783e10717a43abdc49b2a7ecfabb0f5a093b163ac9990ffdd27b9bf","0-21c9316c486d868515b74852133e5f86f360053a1fbdb43e713d344e73e68cf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","","","27","5.944","27","5.944","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-9fd4ebbd252304aa321116f268d4994bd8799d6a6c4603b8d70a6690addd8239","0-21c9316c486d868515b74852133e5f86f360053a1fbdb43e713d344e73e68cf7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","1313","0.686","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-80718243b74c0518ba4216543e597ada78b85803598ab208e565af4bf138f8d2","0-4e7a787909c0abf86fce080dc260f96a3840585e8912f52ecfff9346125f358b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","114","0.06","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-4ff10bb1d1dd969bb117994bf75eb0a099def2169c08c54e21ab562b8e3b1127","0-4e7a787909c0abf86fce080dc260f96a3840585e8912f52ecfff9346125f358b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","30","39.135","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-21b80d574180132e9a76c5afc04e8715a18eeb80af8121d649d2e46d48d99a2a","0-b50768f00993fb37d1085a7ffc4ef9e1eb0b6740e19bfbd09407124092ca2f1b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","20","1.895","","","","","10","1.114","10","1.114","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-968e8398ad6fe24abf7d22d2c6f0b5080e9b6a7131a1ecc026cc08fda06ddc5b","0-1e87e4cc9aa148ecea7972ce441aae44e9d2554162c906a01eeec53f238f97a3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","1.767","9","7.462","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-2fcc3d7cdcf8f501580ff7218d70e9e69d6888cabe4d2355d18f6116cd210fc1","0-e237984fd28d8048380b4d75462bf7f45987d69d76fb91cc7c6c5ad6c0213296","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
