Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Vaccinia Immune Globulin-Support Costs","","","0.36","","","","","","","","","0.185","","","0.18","","","0.185","","","0.185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","0f1332478e633745347fdcda70529cddb8c7021e9cef53c56fb5925aa35c515a","0-50b0989e5c5c8f7eb149346b5bd966ee6a137f19885a46858ca57ed1e943f7f2","","","2-fc24a8172292f508bca53fd016557f27f502dc7ab231a7f0a745c1fbbd8acfe7","root.record.ItemExhibitList.P5Item"
"Vaccinia Immune Globulin-Support Costs","","","0.36","","","","","","","","","0.185","","","0.18","","","0.185","","","0.185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","fdd8aa337a7a895d31f0276c47681d34c511ea1e01997be61ef7a2f2e2ff997a","0-2eca664a591a038a6c7d9043f6d6d350dff1a68491b112eff897074bb181ae3e","","","2-fea071f4f806efd03cb7f4c89f733b0800e4ac13f4be562ddd9dd5d98fde36da","root.record.ItemExhibitList.P5Item"
"Site Survey/Site Setup/Training","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.203","0.203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cc1f40e991403df3a856082e18864e1fe1ec5f2e8b6416d112b6950ff1f9c5f4","0-42822543e7a02115b7bd482602bffc734db9547300b8be08e8a60c52b14c3721","","","3-b36899fa5ecae31cf7141726c8852009751c9c31b64173e4107bc1fd878fa58b","root.record.ItemExhibitList.P5Item"
"Mission Support","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.166","0.075","0.075","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cc1f40e991403df3a856082e18864e1fe1ec5f2e8b6416d112b6950ff1f9c5f4","1-6771de2fada6f212d10a991070d2e34f9a25ee669a34c7b75d0b5c28620194a1","","","3-b36899fa5ecae31cf7141726c8852009751c9c31b64173e4107bc1fd878fa58b","root.record.ItemExhibitList.P5Item"
"1.b. TBMCS-FL Training & Fielding","TBMCS-FL Training and Fielding is being accomplished under a series of Work Orders with Ogden Air Logistics Center who provides system support, fielding and training.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.466","2.483","2.483","0.649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","417d8086041287dde9f57368dae63285c928d696a821a3c58ec07e20fd1e8fbb","0-9a4a9fc865465570247c6e6e12f2ca6b0fc664f6af50c89855a6ddba1c22b6ae","","","0-60b350914914fd71c4f24987099379b5d514a53b5e677ff4bd4612e08d14dbae","root.record.ItemExhibitList.P5Item"
"2.a. UL/UC2 Hardware & COTS Software","Varying quantities and unit costs due to number/types of equipment being procured for specific sites.; UL/UC2 systems are procured using multiple contracts for COTS equipment and software.  Companies include FedStore Corporation, Intelligent Decision Inc., World Wide Technology Inc., Micro Tech, Red River Computer Company, CDW Government LLC, Integration Technologies Group, Ace Technology Partners LLC, Counter Trade Products Inc., General Dynamics IT, Federal Network Systems LLC, Dell Federal Systems L.P., Harries IT Services,  Iron Bow Technologies LLC, Immix Technology Inc., M2Technology Inc., Sterling Computers, Force 3 Inc., PCMail Gov, Blue Tech Inc., Unicom Government Inc. Formerly GTSI Corp, Global Technology Resources Inc., Insight Public Sector Inc., Presidio Networked Solutions, FCN Inc., ActioNet Inc., DSD Laboratories Inc., Array Information Technology Inc., Excellus Solutions LLC., Datum Software Inc., Digital Management Inc., Exeter Government Services LLC,  IndraSoft,  Diligent Consulting Inc., Diversified Technical Services Inc., Segue Technologies, SI Systems Technologies.  Award/delivery dates reflect date of first award and delivery. Ongoing requirement driven by installation schedule and fielding of spiral software releases. ; Specs Avail Date: Program purchases latest versions of COTS hardware available for delivery.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.; Quantities calculated by combining the number of Ops servers (NIPR, SIPR, or Training Kits), COTS licenses (new hardware only), and Intel base kits (~5 computers).","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.043","2.84","2.84","2.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","417d8086041287dde9f57368dae63285c928d696a821a3c58ec07e20fd1e8fbb","0-f246f5af563603833f11cb4b2acced9e78d9cbfb444f1cdb176969ae0da900bf","","","1-9b5d51d4a87d2be91317b83142ab4a27b2939824c1d6ea98e7ccb6f4f0126c4d","root.record.ItemExhibitList.P5Item"
"3.a. PRC2 Hardware & COTS Software","Varying quantities and unit costs due to number/types of equipment being procured for specific sites.; Specs Avail Date: Program purchases latest versions of COTS hardware available for delivery.; PRC2 systems are procured for Active Duty, Air National Guard, and Air Force Reserve locations using multiple contracts for COTS equipment and software.  Companies include FedStore Corporation, Intelligent Decision Inc., World Wide Technology Inc., Micro Tech, Red River Computer Company, CDW Government LLC, Integration Technologies Group, Ace Technology Partners LLC, Counter Trade Products Inc., General Dynamics IT, Federal Network Systems LLC, Dell Federal Systems L.P., Harries IT Services,  Iron Bow Technologies LLC, Immix Technology Inc., M2Technology Inc., Sterling Computers, Force 3 Inc., PCMail Gov, Blue Tech Inc., Unicom Government Inc. Formerly GTSI Corp, Global Technology Resources Inc., Insight Public Sector Inc., Presidio Networked Solutions, FCN Inc., ActioNet Inc., DSD Laboratories Inc., Array Information Technology Inc., Excellus Solutions LLC., Datum Software Inc., Digital Management Inc., Exeter Government Services LLC,  IndraSoft,  Diligent Consulting Inc., Diversified Technical Services Inc., Segue Technologies, SI Systems Technologies.  Award/delivery dates reflect date of first award and delivery.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.205","0.562","0.562","0.352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","417d8086041287dde9f57368dae63285c928d696a821a3c58ec07e20fd1e8fbb","0-5ad6577a6ff36266374d3a5126ecc0b1439c344e5c3de3d86fa17f516d4b7dd9","","","2-3861e9c6654f50790641e43aee449cc22ffa739c178f8b50aa4668db94d53303","root.record.ItemExhibitList.P5Item"
"AFNet SIPR Modernization - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","0-d8c0ebfb950bd167d3d43e91de188769bd2b53a351fb6a3d3834b54f5fe46e1a","","","0-fed9bc2c72550a4168c3a64ebc6ab016026ca80494d4d8b048a5a85e753974d6","root.record.ItemExhibitList.P5Item"
"AFNet Enclave Control Nodes - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.619","","","0.000","0.000","65.87","0.000","14.42","24.831","","","","","1","1","1","1","4","","","","","","0.000","26.619","14.42","24.831","16.468","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","0-4d21274da0554300a7efdd2609adfea43b16bd4cc4302f2e56767323d6601bf9","","","1-c900638b29b51d1c206733cc78791e8368839728fc801dd5969fb960325952a7","root.record.ItemExhibitList.P5Item"
"AFNet Host Based Security System - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.453","8.859","8.859","8.579","0.000","63.893","0.000","9.573","9.8","9.183","9.446","","","","1","1","1","7","1","1","1","1","1","","8.453","9.573","9.8","9.128","8.579","8.859","8.859","9.183","9.446","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","0-494afb89270ce3cfa4e9f6318cbba45f9f6e0507b7970d7a6f070298a1a8dccb","","","2-e9896edc184a95142d810f9d26e88a779e3eb49355edcb53025884d31ab80d69","root.record.ItemExhibitList.P5Item"
"AFNet Vulnerability Management - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.106","","","1.186","0.000","5.292","","","","","","","","","1","","","2","1","","","","","","4.106","","","2.646","1.186","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","0-b2a127903044a075843c335275333ef4b3790eca8cb21c4f4666f90e1316ea2e","","","3-280b6b99a53c97b8c260cbc9c22234ca83f78b90b0121ab46d05162053419a56","root.record.ItemExhibitList.P5Item"
"AFNet NIPRNet Gateway - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.199","26.994","26.994","18.382","0.000","184.587","","28.68","28.68","27.545","28.107","","","","","1","1","6","1","1","1","1","1","","","28.68","28.68","30.765","18.382","26.994","26.994","27.545","28.107","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","0-5d7e0110fc2b01d4da4984a59b55b872ec29da44e1f48e5765905d1e1939cd46","","","4-03818057ada54c6ce3c0a18dc2cd64bd1d59c0424224c1be4991b1059e3ddb6d","root.record.ItemExhibitList.P5Item"
"AFNet Infrastructure - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.398","28.855","28.855","30.009","0.000","431.499","","93.942","69.072","75.386","112.837","","","","1","1","1","7","1","1","1","1","1","","21.398","93.942","69.072","61.643","30.009","28.855","28.855","75.386","112.837","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","10ba20b20550a1b4420d7163f4e90525c155b5cd9b534fce2147082a356c6d88","1-8b160ecbf1faf8c632ec6238a8a8e34e8ac72814df1b11f0351097f031a3fb07","","","4-03818057ada54c6ce3c0a18dc2cd64bd1d59c0424224c1be4991b1059e3ddb6d","root.record.ItemExhibitList.P5Item"
"Site Survey/Site Setup/Training","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.203","0.203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","5167d6d3ee9a556bef3ee75eabaae2ce6ebb6a98f4e1b3e977c1854f0cb30694","0-82d55bda651893244e9b16f1c263e2ff963707218b948f0b81c916847197a82b","","","3-bfb0d8786c32f890ea211a3da0cc8f8d196cc185d6ad62fc5a8d337e00ecf7cc","root.record.ItemExhibitList.P5Item"
"Mission Support","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.166","0.075","0.075","0.054","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","5167d6d3ee9a556bef3ee75eabaae2ce6ebb6a98f4e1b3e977c1854f0cb30694","1-42f2a1a6b94fa3ffd1d1c27b5ad57e59d8d0993a790180205d1b045eee3012f5","","","3-bfb0d8786c32f890ea211a3da0cc8f8d196cc185d6ad62fc5a8d337e00ecf7cc","root.record.ItemExhibitList.P5Item"
"1.b. TBMCS-FL Training & Fielding","TBMCS-FL Training and Fielding is being accomplished under a series of Work Orders with Ogden Air Logistics Center who provides system support, fielding and training.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.466","2.483","2.483","0.649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-3267a9ece33914c1f532de180d648981fb0c93f2a499fd3198187e9c28a1857e","","","0-51a224614cf663045cd0c1c5c8e01039f36358e8a9edcaf92abb629ab3a3efb4","root.record.ItemExhibitList.P5Item"
"2.a. UL/UC2 Hardware & COTS Software","Varying quantities and unit costs due to number/types of equipment being procured for specific sites.; UL/UC2 systems are procured using multiple contracts for COTS equipment and software.  Companies include FedStore Corporation, Intelligent Decision Inc., World Wide Technology Inc., Micro Tech, Red River Computer Company, CDW Government LLC, Integration Technologies Group, Ace Technology Partners LLC, Counter Trade Products Inc., General Dynamics IT, Federal Network Systems LLC, Dell Federal Systems L.P., Harries IT Services,  Iron Bow Technologies LLC, Immix Technology Inc., M2Technology Inc., Sterling Computers, Force 3 Inc., PCMail Gov, Blue Tech Inc., Unicom Government Inc. Formerly GTSI Corp, Global Technology Resources Inc., Insight Public Sector Inc., Presidio Networked Solutions, FCN Inc., ActioNet Inc., DSD Laboratories Inc., Array Information Technology Inc., Excellus Solutions LLC., Datum Software Inc., Digital Management Inc., Exeter Government Services LLC,  IndraSoft,  Diligent Consulting Inc., Diversified Technical Services Inc., Segue Technologies, SI Systems Technologies.  Award/delivery dates reflect date of first award and delivery. Ongoing requirement driven by installation schedule and fielding of spiral software releases. ; Specs Avail Date: Program purchases latest versions of COTS hardware available for delivery.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.; Quantities calculated by combining the number of Ops servers (NIPR, SIPR, or Training Kits), COTS licenses (new hardware only), and Intel base kits (~5 computers).","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.043","2.84","2.84","2.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-e18e0a5507c6d0eef2702da3f889ce10c0b446f3ec162d5014674053cd7066b7","","","1-a0edfd9ddeb8de424dbaa9e73ee55fa2d1550ca9447dd694ec85d2867ca95f1c","root.record.ItemExhibitList.P5Item"
"3.a. PRC2 Hardware & COTS Software","Varying quantities and unit costs due to number/types of equipment being procured for specific sites.; Specs Avail Date: Program purchases latest versions of COTS hardware available for delivery.; PRC2 systems are procured for Active Duty, Air National Guard, and Air Force Reserve locations using multiple contracts for COTS equipment and software.  Companies include FedStore Corporation, Intelligent Decision Inc., World Wide Technology Inc., Micro Tech, Red River Computer Company, CDW Government LLC, Integration Technologies Group, Ace Technology Partners LLC, Counter Trade Products Inc., General Dynamics IT, Federal Network Systems LLC, Dell Federal Systems L.P., Harries IT Services,  Iron Bow Technologies LLC, Immix Technology Inc., M2Technology Inc., Sterling Computers, Force 3 Inc., PCMail Gov, Blue Tech Inc., Unicom Government Inc. Formerly GTSI Corp, Global Technology Resources Inc., Insight Public Sector Inc., Presidio Networked Solutions, FCN Inc., ActioNet Inc., DSD Laboratories Inc., Array Information Technology Inc., Excellus Solutions LLC., Datum Software Inc., Digital Management Inc., Exeter Government Services LLC,  IndraSoft,  Diligent Consulting Inc., Diversified Technical Services Inc., Segue Technologies, SI Systems Technologies.  Award/delivery dates reflect date of first award and delivery.; Ongoing requirement driven by installation schedule and fielding of spiral software releases.","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.205","0.562","0.562","0.352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e4dd86087300e87e02cc3a8009bef891fd10c6fb1bf94e52dc6088f0a8544b36","0-06c9636ede4b1b661b478c605654831fc01bbef04c501767e223dcf273c492c4","","","2-2c6facfa00db391a8b4accc3b89a16057a77c3bf19fe1da0f34b575479abbf36","root.record.ItemExhibitList.P5Item"
"AFNet SIPR Modernization - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","92d58cabe5a5776f75cf5bfed6ee19aad84a1229f6610fdd7f3b92594f992ffa","0-b65de0c0f65aafd2d24c29bcb3e6bf084f40303790ce03183b8a164a63c782ef","","","0-9a0e25111564b4bbc78197d6ff6910f4d73e32bdaf17d40027599a423b1263da","root.record.ItemExhibitList.P5Item"
"AFNet Enclave Control Nodes - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.619","","","0.000","0.000","65.87","0.000","14.42","24.831","","","","","1","1","1","1","4","","","","","","0.000","26.619","14.42","24.831","16.468","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","92d58cabe5a5776f75cf5bfed6ee19aad84a1229f6610fdd7f3b92594f992ffa","0-f6d56eaf52966f2f8c456ed6382eb5b76ba3f742d2fa10917499d179140f34cd","","","1-21411dd0b887c643a6a6a3adcaa62e47813a7ff072653b5886d7cdc8379079de","root.record.ItemExhibitList.P5Item"
"AFNet Host Based Security System - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.453","8.859","8.859","8.579","0.000","63.893","0.000","9.573","9.8","9.183","9.446","","","","1","1","1","7","1","1","1","1","1","","8.453","9.573","9.8","9.128","8.579","8.859","8.859","9.183","9.446","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","92d58cabe5a5776f75cf5bfed6ee19aad84a1229f6610fdd7f3b92594f992ffa","0-e42914bb7d59a44b1c97534f7bf5909af7e7075fe97fe4cf8ba7d844ac7e9406","","","2-8081b97da5731fa55fe62c9eb7f3fd7218730f1e2794b4ba5e8c6aeb49c5d5f4","root.record.ItemExhibitList.P5Item"
"AFNet Vulnerability Management - Prime Contract","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.106","","","1.186","0.000","5.292","","","","","","","","","1","","","2","1","","","","","","4.106","","","2.646","1.186","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","92d58cabe5a5776f75cf5bfed6ee19aad84a1229f6610fdd7f3b92594f992ffa","0-f13c12a81bc98d30f142f3526d804405633f6f61a4dd3b01c1d80d834c0d3a93","","","3-58d33785b9926667c5e3d62cae8bfb3fdb787f8c49e42f3eed9ac223bc33fc1f","root.record.ItemExhibitList.P5Item"
