Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,SCNProductionLeadtime_val,ForFY_val,@PARENTROWID,@PARENT
"Eng: For FY19 Economic Order Quantity","","0","","","","21.957","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","d3d1bb771c286c33180a26c926dfacd5d6ee5e3e5d657f45a2cf8f1574d86d31","1-e107f86d14be78891e750515d7f301ad3aaf7550524bee754c8c5f93659ff447","0","","","0-c1f0c69a550d7265ecaf78dca9ae8584e29e62a19a1de3fcaed9671dec611ebd","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","","21.957","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","d3d1bb771c286c33180a26c926dfacd5d6ee5e3e5d657f45a2cf8f1574d86d31","2-94b08f53a757539c98f049ad9286fac44d70e08a5399f1db6fe5c9ba548528f1","0","","","0-c1f0c69a550d7265ecaf78dca9ae8584e29e62a19a1de3fcaed9671dec611ebd","root.record.ItemExhibitList.P5Item"
"GFE - Miscellaneous","GFE - Miscellaneous includes CH-53K Communication, Navigation and Survivability components.","0","","10.047","8.354","14.91","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","53e2db2ae60ce554af12302aa774d41b79186dbb3d75b4ae6fea3c863598d496","0-659653275d0623224e68ed576829050f0ff4af8f68ee1693bf76c694d7b9485b","0","","","0-43e2c383775edde1aac66adf651f72a4357c4c71ba6def7ab66093559a7816a6","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","86.028","","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","8ee4e9be1ade35a3f886ca37f58d993ff9d90173a1f803cf8f5142564f2478f4","0-efb053de0ea1caec4968edefbf2ddc3fbde160c7d0825d6ecdb6da55f803f41f","0","","","0-a20937d49ca4edefc2bc5e817a69ceda2be478c9efc93b672f388afcb4f8fc3f","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","23.188","2.579","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","8ee4e9be1ade35a3f886ca37f58d993ff9d90173a1f803cf8f5142564f2478f4","1-a5dca2df64eb1db2ba305965db28af3b2b24cc3865245bdd5a2a30ca5fa6c77f","0","","","0-a20937d49ca4edefc2bc5e817a69ceda2be478c9efc93b672f388afcb4f8fc3f","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","29.598","2.684","","","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","8ee4e9be1ade35a3f886ca37f58d993ff9d90173a1f803cf8f5142564f2478f4","2-cecf7481e16c886eb5177714ac363ea275e8ac7021c61b89556957563bbcf5ce","0","","","0-a20937d49ca4edefc2bc5e817a69ceda2be478c9efc93b672f388afcb4f8fc3f","root.record.ItemExhibitList.P5Item"
"GFE Com/Nav","","0","","","0.75","2.509","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","8ee4e9be1ade35a3f886ca37f58d993ff9d90173a1f803cf8f5142564f2478f4","0-094164794e3458f3f75e7a419c06eb4c372a1b3ad0810679e2f418a3941e80fe","0","","","1-b07e8476820c27f038bb4402182bfda26edc260a4dbfc7175ad280ab9241f163","root.record.ItemExhibitList.P5Item"
"GFE EW","","0","","","0.75","2.402","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","8ee4e9be1ade35a3f886ca37f58d993ff9d90173a1f803cf8f5142564f2478f4","1-cb05cf1ace1ed8b9954ee644ac26ee73481f05f484113e22145c1fa71a89a9d1","0","","","1-b07e8476820c27f038bb4402182bfda26edc260a4dbfc7175ad280ab9241f163","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: Long Lead Material","","9","599.268","88.99","61.04","69.02","","","","","","","Pratt & Whitney","East Hartford, CT","9","9","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","0-33f44bbf331a3bc499e80ea869802af9e1a1c41e519d8fd6e46a7f7a60571a64","","","","0-e6ad1b0d5ef93bf1abd5b9ff23497e0ada8a123feec38e4879d1b44bc05120d4","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY19 EOQ","","9","","","24.094","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","1-d09b8e708cb5b09792b89dd4a1457f5a4bd92471c1a528d8004504324c17f88f","","","","0-e6ad1b0d5ef93bf1abd5b9ff23497e0ada8a123feec38e4879d1b44bc05120d4","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY20 EOQ","","21","","","24.108","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","2-0b172fd9ce9cbb9a4b35eb11fda4ff8eb9f037a228c61b2d2b9f1e45736d3b7f","","","","0-e6ad1b0d5ef93bf1abd5b9ff23497e0ada8a123feec38e4879d1b44bc05120d4","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: EOQ","","21","","","0","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","1fdbf569c608ae7a271625dc5ff3eaab7c35ea12b5100be5b6db75ab533692b6","3-ad9924e280ecc51831ae9f4654ff1ecfd656bf1122210113a0f1a8f8a21db721","","","","0-e6ad1b0d5ef93bf1abd5b9ff23497e0ada8a123feec38e4879d1b44bc05120d4","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: Long Lead Material","","9","599.268","88.99","61.04","69.02","","","","","","","Pratt & Whitney","East Hartford, CT","9","9","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","0-173376e0704a9a168521fa2a66de006ca2ded9916432f8897695c72550fbc50d","","","","0-af0c6b7c6d2c6728f555db0c3cd3f00a5748397bcd7dd69490ebca8fc5d48675","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY19 EOQ","","9","","","24.094","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","1-9474d5b9f2a10a17ec3221159ea4a0c673fdfe715971a8eca469dbd6eb1373c6","","","","0-af0c6b7c6d2c6728f555db0c3cd3f00a5748397bcd7dd69490ebca8fc5d48675","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: For FY20 EOQ","","21","","","24.108","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","2-5759971b437f38f4db0443592643c5824a1c535f361aa5155652e90609d4a320","","","","0-af0c6b7c6d2c6728f555db0c3cd3f00a5748397bcd7dd69490ebca8fc5d48675","root.record.ItemExhibitList.P5Item"
"Engines/Eng ACC: EOQ","","21","","","0","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","a6302168237242179e7ebb7f4e7e0c6ef197c9aa214ebf4208a31df54f491c95","3-37be1ca45ab003a0fab12992fe52315fb9a6106f022c6a6fa50d508f347de3f6","","","","0-af0c6b7c6d2c6728f555db0c3cd3f00a5748397bcd7dd69490ebca8fc5d48675","root.record.ItemExhibitList.P5Item"
"Network Hardware","","0","","","","0.818","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","0-cd99f92a12fac106ace185441ae0029ad6cbcb48d9085fe7f6c42d0c30070719","1","12","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Generator","","0","","","","0.104","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","1-b94ed61c1a0aaf822241f614d4bfa4a2df3890dc678973b2f247e59bd4a877e8","1","12","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"M1273 FMTV","","0","","","","5.4","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","2-7ee8c82914d7fbff5184bb27aab4889d6cc2adbcf3bfbcde562d05de7e5e2332","1","11","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"M1273 FMTV (End of Life Buy)","","0","","","","11.34","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","3-114658cbd8d23aea262e58b145a5ce804cd8e1a4fc81d5841e9c1f21ccf00e7d","1","11","2021","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"M1095 Trailer","","0","","","","0.745","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","4-c8ddf2d6c2fc48a70eb27cb27a2c72a846c9a80fa7d4cff02814db945aca468b","1","11","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Azimuth System","","0","","","","2.535","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","5-1b907b6f40d3651ec3f3628ba939d98c3dbd7afb81a4a49015975e7742be9fde","1","11","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Common Power Supply","","0","","","","0.331","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","6-c0051d3369d1c649f1974ba7573ced7fe5412069ab62552c5bb5bc86a1ee5162","1","10","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Elevation System","","0","","","","1.27","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","7-40446f76fa9d62314c1f932302ea53993b83a3ea4ba58c54daf74f814530476a","1","10","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"TFOCA Cabling","","0","","","","0.05","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","8-109a122a4fd61a5d8303dd118c05ea56e43506dd0b68558457cab163e41eaaa8","1","10","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Launch Control Unit (LCU)","","0","","","","0.309","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","9-046e9756a300e9720f8d0627cfa59ddeeabe29038ca66e919dc515571a6163e1","1","9","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Clip Control Unit","","0","","","","0.892","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","10-6ee7e75b197fc4dca3f80ff7c8dd6ab44eeb017c965e0831f8a6c159aea7f89f","3","9","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Door Control Unit","","0","","","","1.081","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","11-b496c8cdfc1e0a8e985a095365fc512efc193745750e3a3a6fb952e6c17810c7","3","9","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Rail Extrusion (Rail and Weapon Control Unit)","","0","","","","0.623","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","12-0e685a0e12b2e796b6f1cc0aae6bfce2a2c36977c08d3a4b8eda0f61af86aaad","15","9","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Elevation Base","","0","","","","0.571","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","13-8069d00d07547456b1e9cd7832aae52819c87a657798beebd87f603b892ef39a","1","8","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Elevation Rack","","0","","","","0.519","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","14-90c3aeeafeffc93d3131389f7308cebe85f88b470a4ba7aa3116c8140a47c826","1","8","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Diode OR Assembly","","0","","","","0.024","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","15-97f676cc65da96c02b9eed62b9c777b39db63d27426aed488ae565b64c601cd0","1","8","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Missile Data Link","","0","","","","0.366","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","16-a98afabf4908d15bcb519f233fedd364ae65e0205e745a0eec851fed854ceb76","1","7","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"MML Cabling","","0","","","","0.447","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","17-7d548a44d89f3d5c10148c6fb06e29d7d0534a9b9195902527d49744bd929d7d","1","7","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Smart Display Unit","","0","","","","0","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","18-b544e38cbf5a529d17ce731d006135ce40227fd9ede00388fb42da345f8db81f","1","11","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Geared Bearing","","0","","","","0","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","19-0bc1159a31442a09db95a32c002a6ea01312d6cd715ab972f15b28aef931c7fe","1","7","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Junction Box","","0","","","","0","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","20-4e9965b639edbe5d0c53f703b56e717411eb6688f70d1a1f050aba88ebdee9fe","1","7","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Magazine Assembly Cables","","0","","","","0","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-ARMY_MISSLE-U_PROCUREMENT_JustificationBook_Army_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Army_PB_2019.xml","6d3c4ef124673a75c5f508699d459545dcd5fa1c2d2edd37b8ca572d6abb187f","21-fc65b848e999e372f630879a02016f66f933f5c948fd7da5b3e509400110c34e","3","7","2020","1-6dd082b4cd33f9d5e216cfbdccda4f55ec22c6a996a596764a9d7d876b51c35f","root.record.ItemExhibitList.P5Item"
"Other GFE","Other GFE funds long-lead requirements for the F/A-18E/F production program. FY2019 Other GFE Advance Procurement Budget of $1.176 Million is requested to procure long-lead items for 24 F/A-18E/F planned for procurement in FY2020.","0","","","1.06","1.176","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","6eba64f9133cf621d2b9996bc887361a38f0d7b782f7bc31e799d2ae8bdbd83e","0-6629b683ae6e1ba432847941f1519ff4a441b244a03ca619a3dfde08f1163977","1","","","0-62083c1a826a09ae77251a4be4208285c2d5e184af5eb274a2af3f518affbfca","root.record.ItemExhibitList.P5Item"
"GFE - Engines Long Lead","","0","146.63","8.9","19.168","23.802","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","e57f9bd1963ad8c7fcc06ab0d3730f9e699f59a6a434f4df6c07d66ca671830d","0-0a7798524180ec51b892fa82e4800adec5ae9acfc890935550545b38129119bb","1","","","0-92e79e84f76a74ff37b42db481585ebd49dc1f92ba0cc5aa5db70855ccfc458f","root.record.ItemExhibitList.P5Item"
"Eng: For FY19 Economic Order Quantity","","0","","","14.214","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","e57f9bd1963ad8c7fcc06ab0d3730f9e699f59a6a434f4df6c07d66ca671830d","1-a68cb5d4225055da3212f94ffad22e21af14afd17b63f699fe9a58857bf3f446","0","","","0-92e79e84f76a74ff37b42db481585ebd49dc1f92ba0cc5aa5db70855ccfc458f","root.record.ItemExhibitList.P5Item"
"Eng: For FY20 Economic Order Quantity","","0","","","14.214","","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","e57f9bd1963ad8c7fcc06ab0d3730f9e699f59a6a434f4df6c07d66ca671830d","2-bcab1f6103b9a3e1309ff47d37ec9b6dabd6a7435b2de83acd623da8af9988a4","0","","","0-92e79e84f76a74ff37b42db481585ebd49dc1f92ba0cc5aa5db70855ccfc458f","root.record.ItemExhibitList.P5Item"
"GFE Electronics","","0","26.969","4.243","4.317","4.406","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2f7f3a216f409d14b59eb4a8835b24487cd60e8636264a95ee4a3c11dd63fd23","0-4818456818498eecd32f958b2efcc38082a4819ff3b20b574b1381979e4eef04","0","","","0-16dde9a134d842ace112f6e82ac5c70fe0107f7b49370848b19a525f4f54318e","root.record.ItemExhibitList.P5Item"
"GFE Other","","0","2.579","0.293","0.238","0.304","","","","","","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2019.xml","2f7f3a216f409d14b59eb4a8835b24487cd60e8636264a95ee4a3c11dd63fd23","1-075ab0d8b3b5317e8154af31f3ba69f67b42f88f0a95a329f10d9a14a136bac2","0","","","0-16dde9a134d842ace112f6e82ac5c70fe0107f7b49370848b19a525f4f54318e","root.record.ItemExhibitList.P5Item"
