Name_val,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_Continuing_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_Total_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ManufacturerList_Manufacturer_Name_val,ManufacturerList_Manufacturer_Location_val,ManufacturerList_Manufacturer_MinimumSustainingRate_val,ManufacturerList_Manufacturer_MaximumProductionRate_val,ManufacturerList_Manufacturer_Rate185_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,ManufacturerList_Manufacturer_HistoryPlanningList_HistoryPlanning,AllPriorYearsDeliveries_val,@PARENTROWID,@PARENT
"Suburban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","6-236327a8b1c39212c896de9e37015d8760756f8edf4cf336ed3247cb6c3b5b51","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","7-12690f8d6b181685c2c7e3320661a64d21e5b155bb225017d23cf76e27b0cb6a","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","","0.488","","","","0.05","0.1","0.1","0","0.2","0.204","0.207","0.211","true","","","","0.05","0.05","0.05","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","8-eedb30409ac2a5695a2f95718fb53e1722ddf7a11b57b62d042d84c4cd965d3f","Various","Various","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","9-db25c21a6b7224c8b17a522d3b403f280186c9071390605e0d8a49f9d91a839c","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Bus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","d01d5f144c6060094f27d3bac0e12460b4656338db81041b8ca1051538f51ab3","10-e020ca4f47f2db6c37c7ee758fab07a846e3222378ef2a6dd36007be07c4f01b","","","","","","","","","","","","","","","","0-df113f569ab270cb784ffe56077ace77e93b180c71262f95a4b52e3d83508a19","root.record.ItemExhibitList.P5Item"
"Sedan -1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","0-8d0704adc44c643de4a434626cae8ee87bd00dfbf180d2c91a73eafdb095a292","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Sedan -2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","1-f749731fb69335d654ec464ca8764f21c7a5e4b9e2f278d595df5db9f54ae8fa","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Station Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","2-441e77478b7a511810a2e2e08daced1dcea02d945d21d5b7989c8050ffb0f1c2","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Van-Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","0.105","","","0.1","","","","","","","","","","","","0.05","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","3-566ca941a088045d409fae8ba69312ea7ac38a26a4f5908565f9182a85fdd1b1","Various","Various","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","4-15ff5294d7bda53012370160f6d2a7aac5ce4a88d22d010a1d7a334d4d727b01","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","5-7b2852015db8d9620a50779736e01b989c977f70073d0dba94ddacb29f6c0d33","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Suburban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","6-47ee8445f6167c3de2615e7faafbac7c42a70e131df4aaea369d691aa71faaf0","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","7-72fa79e694181efb4e017d49b281128f028a6720d7494adfe8aa044cb00ffd03","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","","0.488","","","","0.05","0.1","0.1","0","0.2","0.204","0.207","0.211","true","","","","0.05","0.05","0.05","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","8-94c738fa1d97543c8326efdf9b5f11550a871658f341373a28296ac8b8c36333","Various","Various","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","9-7abec30bfb05299a2d165ec51fd28511444c5b3dbf73195232cb8d63d8ea28e0","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Bus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_DTRA-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Threat_Reduction_Agency_PB_2016.xml","a7fd5ccf120cd85414aac295662842f4a1520e3e144b3aa1477d86e62536ba58","10-0d7ddcc695d4161ed3d963546a9656afbec64ebae428bd0bd09724ba089f0dcd","","","","","","","","","","","","","","","","0-00bac62b0e5dc8613561264f5c7971c676911b915cc220783182910ac99d6099","root.record.ItemExhibitList.P5Item"
"Sedan -1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","0-a522bd2ec149be890f2ac3fb9aff13d60cbd66d0f6086c9ee5557f426b33f3b3","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Sedan -2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.163","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","1-3892f62edd7322c5a620982a29ddec01f802e0e7944f31c4404cee7c67fb9470","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Station Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.035","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","2-6ff1607697277ca6ac420023e989a695ee4ff2309502df092b1f17a454e37573","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Van-Wagon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","0.105","","","0.1","","","","","","","","","","","","0.05","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","3-ec1850aac79da65849a698b825a41b31c80d34e530f1e8a2bae72352ea8a3d0a","Various","Various","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Van-Wagon (8 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.221","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","4-af3be9a87e18fd6bb675e501cd69adc3c95c06f878f451fcbae80a871a80433e","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Van-Wagon (16 passenger)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.047","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","5-48684f7e6c3700bce82543ed3e2e072afea393b267fad36db239ccc9c124b852","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Suburban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.086","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","6-d202a83f0f9533656c6737e110e3b8d7e4034187eb39c94d0d0e4b210729d995","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.218","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","7-6a3bcd67087263e8570a9d764f0e03af9dd28f6c356e25f2aba69903dc8b66df","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Sport Utility Vehicle (4x4)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","","0.488","","","","0.05","0.1","0.1","0","0.2","0.204","0.207","0.211","true","","","","0.05","0.05","0.05","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","8-e1e2753ef47b5aaa4c8a533634b808e654426f0c5f55667ce972b2750c1dbf91","Various","Various","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Passenger-Carrying Crew Cab Truck (4x)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.041","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","9-d0d7f534bb8e3aeabf07229899d86631d01fcd15b49ceeab44f7e6c2fbeaeec5","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Bus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.052","","","","","","","","","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","4bf38c5be4b25d9014c9222d7de1781e92d901605a4d8452b09f95cfc3df9e1b","10-93a03b6f9c74e60b4e866a48f923c0aa3a713883f86af740a4ad9a1e0eb66531","","","","","","","","","","","","","","","","0-76b9fe958508bbfbe97c9fcc61182c7e89ef979a2e80da33ad2619fd2a7683f0","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","0.175","0.175","","0.175","","","","true","","","","","0.175","0.175","0.175","2016-BASE_PROCUREMENT-2016-DEFENSE_TJS-PROCUREMENT_JustificationBook_The_Joint_Staff_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_The_Joint_Staff_PB_2016.xml","3f17f467cf2d9650ba8bf2e929fa4b96213c65a6069544cf1ee208b4c8e7c228","0-a754405d6967f94198f56cdd1bdc205a82e437c5ef8dec09761907ed2900a878","","","","","","","","","","","","","","","","2-87134612d640f94ca8d52bf8dcca233bdf14bfc53e007f00ed03c8286521bfe0","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","0.175","0.175","","0.175","","","","true","","","","","0.175","0.175","0.175","2016-BASE_PROCUREMENT-2016-DEFENSE_TJS-PROCUREMENT_MasterJustificationBook_The_Joint_Staff_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_The_Joint_Staff_PB_2016.xml","0e5c4726ce1bfe19fffdb869847ab682ab01d47e9fb255d5f7169761675538d1","0-b2e97ab2f67ffdc5979194ca40d5fd68736c1643a80efe7b35d57b9370ffb2ac","","","","","","","","","","","","","","","","2-ca809ae841f665039cbf52175aa07cbbed714e8bf0bf215b74a95ccf9de2b33f","root.record.ItemExhibitList.P5Item"
"Lease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","0.175","0.175","","0.175","","","","true","","","","","0.175","0.175","0.175","2016-BASE_PROCUREMENT-2016-DEFENSE_VOL1_ALL-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2016.xml","d2118a06f07d43ace0f2f6bbf81d03f25207a5c237c956bcec89da5aa1458ee3","0-8178ce8052e4b5edee38ebd43ec7b8c5f454813d31f948541e59dc06c3e9feea","","","","","","","","","","","","","","","","2-5fd976b6e3a6d260eab3a490f5577ab3533490b59f093e1a46ed35fc5c63b933","root.record.ItemExhibitList.P5Item"
"Common Ground Station","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","11","","1","","","","218.212","0","226.212","","8","0","0","0","0","0","0","0","","21.821","20.565","","8","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","81dc98969cc058d3b6f1ff5aa54a0e25b6c25eea9f72e3b6dfd8300acd9e0625","0-7dc297a98a5aa33ae60187168cbb768bf557b7dd3f35c83b04d07bb692118a73","Northrop Grumman","Rancho Bernardo, CA","0.00","2.00","0.00","0","9","10","19","0","0","0","0","10","1-58d1ee915c175e4769a7dd9c0cfe65b5ebb358297ec2cf0ea441f2f0ab168110","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","7","","","","","","324.974","0","324.974","","","","","","","","","","","46.425","46.425","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","81dc98969cc058d3b6f1ff5aa54a0e25b6c25eea9f72e3b6dfd8300acd9e0625","0-dbaea2b463278feb50552309ff6b16b998caf6c227f6135f3df4933a29ffb525","","","","","","","","","","","","","","","","2-5147e827d1514a416cfd857e62a006234072679cde87638ce4e1536a74666453","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","6","","","","","","326.777","0","326.777","","","","","","","","","","","54.463","54.463","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","81dc98969cc058d3b6f1ff5aa54a0e25b6c25eea9f72e3b6dfd8300acd9e0625","1-9b764664b1c4c2a2c1be7360014c21358a9edcce0891717bc7b0f890cdd9d39d","","","","","","","","","","","","","","","","2-5147e827d1514a416cfd857e62a006234072679cde87638ce4e1536a74666453","root.record.ItemExhibitList.P5Item"
"Global Hawk Block 30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","21","","","","","","1655.795","0","1655.795","","","","","","","","","","","78.847","78.847","","","","","","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","81dc98969cc058d3b6f1ff5aa54a0e25b6c25eea9f72e3b6dfd8300acd9e0625","2-2b4177879262f72e6d0215d1bb0106cff85cdd42589855021d4bb145f35ff578","Northrup Grumman","Rancho Bernardo, CA","1.00","12.00","1.00","0","35","29","64","0","0","0","0","18","2-5147e827d1514a416cfd857e62a006234072679cde87638ce4e1536a74666453","root.record.ItemExhibitList.P5Item"
