FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2014","","NAVAIR","2014-03","2015-10","1","8971.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","1-1cc111133edf9d9f2a9c1ad09b86fce2a234cc54dfe09078fb273016a06a6eec","2013-01","","0-c3d727a6cfa5c8d06bbf41e73ba081702f3c360917c0fc622e67dee9296e71f7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","6550.736","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","2-936967022a134aae8924cb4d99c50e22845c431ad93a2df549faf55dbf23646a","2014-01","","0-c3d727a6cfa5c8d06bbf41e73ba081702f3c360917c0fc622e67dee9296e71f7","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","14732.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","0-b411a03eb3cb2147cbad4fe57dc500eed7d1c07d5acf42367d1c283b6e189f9c","2013-01","","0-2a51f6d962c5813046c88fad585a57c81e180054156bd116d6aad3a1ec2a2e43","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","23378.836","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","1-f14118f59d3fab1a87cc6b63874cd68c56461d1d82d6e61f4e1dbced8163e4ce","2014-01","","0-2a51f6d962c5813046c88fad585a57c81e180054156bd116d6aad3a1ec2a2e43","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-01","2017-10","1","36272.260","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","2-49b1718033993a9b1ed5a5f5750dc042bdde1f7e91ce41125716c5997ffce9a6","2015-01","","0-2a51f6d962c5813046c88fad585a57c81e180054156bd116d6aad3a1ec2a2e43","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-01","2018-10","1","36958.100","false","2016-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","3-b3672dfacd050216ac8149a7d8a6a223d4d2b78ca64efc91cf06f1cd3b755644","2016-01","","0-2a51f6d962c5813046c88fad585a57c81e180054156bd116d6aad3a1ec2a2e43","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-01","2019-10","1","37664.100","false","2017-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_JustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2017.xml","1936e4723702c1ff211c3d30084fcc5c0d895218ba10b3bbe06db44ee16a628f","4-b030641bacbd15de7c8a41ab670fabfb5b0de867f17f8113df49c451c8003c5f","2017-01","","0-2a51f6d962c5813046c88fad585a57c81e180054156bd116d6aad3a1ec2a2e43","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","4505.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","0-ed8a65cad6c2cb4e3a79b90c72acfbb89df55f5b8affe456e4c359a5de57c9c8","2012-01","","0-621b1e9c15e40ab6ffdb762e9c0311f8fe59bb124645c3c93c617b744c262274","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","4203.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","1-4ae1887423e755163f72246c06ccfb432856b233722ea4c83981a03aed0ceb3b","2013-01","","0-621b1e9c15e40ab6ffdb762e9c0311f8fe59bb124645c3c93c617b744c262274","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","3067.757","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","2-e9aa73f6a72292b65c3cf26662bbeb8e1338db4bb52be09d4224f6150945b207","2014-01","","0-621b1e9c15e40ab6ffdb762e9c0311f8fe59bb124645c3c93c617b744c262274","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","25739.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","0-a48b45b2b8c346a8c945792c33fed778b68753629a7307caa663fa5441f45ce9","2012-01","","0-2a93c6024f861d196031d62a6bdcd263e83c1274d217d8809657e7fbbd087d8e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","24014.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","1-6b59d444c474c6cfbd1136ab76d1793d24978907d4eb3ce877db098c5dc2096a","2013-01","","0-2a93c6024f861d196031d62a6bdcd263e83c1274d217d8809657e7fbbd087d8e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","17533.220","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","2-72f10d53181bc215f9d7850ac47d0072d93b5798db6e615f8c834f4178866b4b","2014-01","","0-2a93c6024f861d196031d62a6bdcd263e83c1274d217d8809657e7fbbd087d8e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2013","","NAVAIR","2012-10","2014-10","1","9616.000","true","2012-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","0-68c152f80a4645bb83b349861f5891f07a4b19cc4f35dfa4145529df8cad8c49","2012-01","","0-41316d83af7a12cd58e4bf973f400c2c2338a6775c7f10e6114e0927144d3778","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","8971.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","1-5b97c82982061ed9c2e9cd362d5f19e47068d82693c7b2d6492458ff1faff12a","2013-01","","0-41316d83af7a12cd58e4bf973f400c2c2338a6775c7f10e6114e0927144d3778","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","6550.736","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","2-a930fd044f2f6c1496098441210c8634141954058318f0a30aa9bc602b9a8653","2014-01","","0-41316d83af7a12cd58e4bf973f400c2c2338a6775c7f10e6114e0927144d3778","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2014","","NAVAIR","2014-03","2015-10","1","14732.000","true","2013-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","0-d39a3efc8703b9e2aa906f28b05f6f06f8daf1d7ea23aa2babf481257ded561c","2013-01","","0-0f94ac8bbb0c9f4e3eeb33fb4adb6724495885bdd5befc7255265d82be671c82","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2015","","NAVAIR","2015-01","2016-10","1","23378.836","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","1-26270af56a1686c0b6954ca0ba3de9ce7bbe5ef6dd4d302a1c996e9f8f8aa617","2014-01","","0-0f94ac8bbb0c9f4e3eeb33fb4adb6724495885bdd5befc7255265d82be671c82","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2016-01","2017-10","1","36272.260","true","2014-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","2-c8f8fea0b057666a0d19841a98cbe33262918f7426adfa18f7a0a2bef0cd5551","2015-01","","0-0f94ac8bbb0c9f4e3eeb33fb4adb6724495885bdd5befc7255265d82be671c82","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-01","2018-10","1","36958.100","false","2016-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","3-910654ce71e7a2eec1ce70c4ccc82e754312006e92d5b309ab34e7e069681ad6","2016-01","","0-0f94ac8bbb0c9f4e3eeb33fb4adb6724495885bdd5befc7255265d82be671c82","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-01","2019-10","1","37664.100","false","2017-01","C","FPIF","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","b74251d985a4af1a6c0d55df2a4cb30f1e1a3fc2f34ea51f8ef53d0edb073e87","4-12deb6877541a90e65b3a2bda15d1ff75ec940fa04b37f39284df3f468b35a84","2017-01","","0-0f94ac8bbb0c9f4e3eeb33fb4adb6724495885bdd5befc7255265d82be671c82","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","48","7.479","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-5a8016ca213bb29023166f2ae6c4cb46ea13b9aa2d9824366445a8ccc43c341d","","","0-2bc14a1a50496edbfe36e440bb8574f61c4213ad955c50aadde38f469dc9ae23","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","46","6.859","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-cf308f8e4c1ec0728f26cc8b7534372566b7e241c90b86c458c37dd2c8d4379e","","","0-2bc14a1a50496edbfe36e440bb8574f61c4213ad955c50aadde38f469dc9ae23","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-03","2020-01","48","7.812","true","2017-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","2-ee475cff067f4b906a02876e554b8bcddb7af9aefa4721254f5a698b43fec9ff","","","0-2bc14a1a50496edbfe36e440bb8574f61c4213ad955c50aadde38f469dc9ae23","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","0","0.000","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-74ecb1ad4140e6780359edb2e08d7aa6cc76a6114bb9374af7e9f96dc2a6f8e4","","","0-d39da0bb3d3b504bf4bab1386310363886ea050860722ac7583f11b29462163e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","0","0.000","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-9171a15a62ff8be11bc929398fea19cc55e80b61b06c424c3282c0e5bc3c3357","","","0-d39da0bb3d3b504bf4bab1386310363886ea050860722ac7583f11b29462163e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-03","2020-01","48","3.083","true","2017-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","2-957d6a9076cf1b4d709a64d8876d17d3a1a77f0ba1593f76112a8718f4da940f","","","0-d39da0bb3d3b504bf4bab1386310363886ea050860722ac7583f11b29462163e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","0","0.000","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-b12ae119fe1f1350b7b5cefc254c8ab23d06929f9e5320340dfd77496f9d4beb","","","0-b0104874ac3a852657388b8c2dfa98020ed341eb16948fa3327fae4e53986370","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","0","0.000","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-d15f0109eab6bfedd0f5f33d5feeb3323b8f278975e8aa82fa9ab5976fdad798","","","0-b0104874ac3a852657388b8c2dfa98020ed341eb16948fa3327fae4e53986370","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-03","2020-01","48","3.085","true","2017-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","2-af85bc4de677ae2b2b8c97e92f66ee8e2268de30d54bfa9283df92a82d308d2f","","","0-b0104874ac3a852657388b8c2dfa98020ed341eb16948fa3327fae4e53986370","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","0","0.000","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-a86760291bcd0a8148b51838d26367757d9c8031cc5cec8279a0dc522278695b","","","0-02146ab3d8b2d361a80a86911bb5bd6bcdc90ec2d5ab89f6ee54edb4cd3ba62c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","0","0.000","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-ef8828c23fad980cf951d04db92f634fd5bd25937d5c48fe84291ac92819890c","","","0-02146ab3d8b2d361a80a86911bb5bd6bcdc90ec2d5ab89f6ee54edb4cd3ba62c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-03","2020-01","0","0.000","true","2017-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","2-585b6dcafd5a2165063abd152701ecafbd9d30368b6ed5e3b5818908b44427fe","","","0-02146ab3d8b2d361a80a86911bb5bd6bcdc90ec2d5ab89f6ee54edb4cd3ba62c","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","0","0.000","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-73fc24b36aef83f75c9db7f8fb84efcbbba1ddcc692ea0f88c559267739d7b04","","","0-e75e2b8d3af17d0c04a217b47cf6ec384b73e8416b4a2d2f3228aa91e6242b7a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","0","0.000","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-2d59edb7d1db06ba5cd30aca7f4d3a1dd103ebb2a8849078a37bcc01551832cc","","","0-e75e2b8d3af17d0c04a217b47cf6ec384b73e8416b4a2d2f3228aa91e6242b7a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2018","","NAVAIR","2018-03","2020-01","0","0.000","true","2017-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","2-f8af47ada79664cd65fbc5421f07d2cdfad3d75bc57de55264dbe0aa03293193","","","0-e75e2b8d3af17d0c04a217b47cf6ec384b73e8416b4a2d2f3228aa91e6242b7a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2016","","NAVAIR","2017-05","2018-01","0","0.000","true","2015-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","0-5ac200f8e49aa431bea188da108080c2b10c72673876619108292eeef98c8d8a","","","0-6b0081ae842d4f1ea27b8b115123f59dc0f4b4b3ddfb31d8c2dd3ccbaf3c759e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
"2017","","NAVAIR","2017-09","2019-01","0","0.000","true","2016-01","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","a30f2c236c5384ee16ac505377b81d18639f300a5bc38116f7a4b25eef710752","1-bc5ebf182b563424ea1db12a4bcd8d788ff018e4dc475a3473d2a2c8253fc7e9","","","0-6b0081ae842d4f1ea27b8b115123f59dc0f4b4b3ddfb31d8c2dd3ccbaf3c759e","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement.ManufacturerList.Manufacturer"
