Name_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_AllPriorYears_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Army Active","2106","222.16","907","108.966","1.401","","29.1","161","30.501","161","1.336","","87.506","419","89.257","460","90.998","460","","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bd0832a301e0ce87c3723608025fe79a84c6832b31c4cc9218dc957cca273389","0-d744ba10fe5232a2df29c7393eba85b3ae77c187d15f51e6bac45d22c6d98800","553-01a34a82fa41d5085767aff62a7e7fc1ff7f4465d835a045ef2ea8c889846105","root"
"Army Active","715","163.009","710","160.767","81.121","400","","","81.121","400","90.877","449","115.812","597","113.214","568","116.285","575","","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","41fcf44fa1511023e21c22a82d18d16931e492112e9ac256466c637e0456df8e","0-b9f991d77cfe92297242bd178eb2b5fc864c29bc10931c0d2e5302e6c04f5a3f","554-74d546c461421af481160fa2730ff5dd402c29944ca6644ee1a8f9aa9efd0c17","root"
"Army Active","2592","264.548","3204","333.167","218.679","1608","20.553","186","239.232","1794","237.684","1812","252.057","1806","277.66","2028","362.965","2862","","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","5edf453e2ffafadd7fe23cd3abe8f458ad712ebad38e48c2b46003e902bcf9e9","0-4a16b70379f3854fdc521a1247c7f36611bfa548d0dee31d0f2f472ffe210ef8","557-94de7f522abdcaf535cbfc6c6defcbce4148a8ba94b4ccff9a69ef48fb9d99e3","root"
"Army Active","1340","7.994","1332","10.217","10.632","1270","","","10.632","1270","10.861","1360","12.89","1548","13.45","1548","8.322","1548","","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","1a57be050d4b15bd971517a5bbf29dd101dea834713fb50c8cd240b3ffba6f0a","0-fc30cc7a93ff10d7b444ef15374dc7d9ce5f4e65571345188814718fc3b25e27","558-495b8e12079accb7d4b55f79d02818184a5ebaf54e24c517c854d9c10d39064a","root"
"Army National Guard","809","7.802","1038","7.958","8.135","1160","","","8.135","1160","8.222","1052","8.677","1158","8.484","1158","13.985","1140","","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","1a57be050d4b15bd971517a5bbf29dd101dea834713fb50c8cd240b3ffba6f0a","1-5f70821d1ccc4acc5df5fd329fad4aae034e34bd84d3609ddefd5d7275491b32","558-495b8e12079accb7d4b55f79d02818184a5ebaf54e24c517c854d9c10d39064a","root"
"Army Active","","","","0.596","7.097","27","","","7.097","27","7.111","20","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","01a678311d019469ee1795f214d219a2799bb944db606d2649fce14891c5c47a","0-72c5f27e21912ae709b04bbe2d0c7f74fc2f9ce3b535fa804c70b6c89aac42c1","594-4519a7c1e570bf348cc609b0b575959989a00abd38b0747004b702fede01cb4b","root"
"Army Active","2998","464.561","117","32.671","121.914","412","14.124","67","136.038","479","84.729","252","","","","","2.064","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","36041fe6b4796b4d19a97838a8c7734001ecc7f4e02caa54f054760c2cd386fa","0-07d7f8f71a0d5dca6ebb3d2fc4f333dfbfb1a0cd92d74e646ddf75cfece3b37d","595-d99ecd4b1ec7763e6ccf7de863ca9c829175a0b49980219d18f934c149da8380","root"
"Army National Guard","3346","477.043","2096","383.255","139.542","493","10.734","61","150.276","554","125.553","433","2.193","","5.421","","5.198","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","36041fe6b4796b4d19a97838a8c7734001ecc7f4e02caa54f054760c2cd386fa","1-05bb1c1cadb6d6f7137528e7fe153d025def0f550b7e44c1aebd2a415dc8baf8","595-d99ecd4b1ec7763e6ccf7de863ca9c829175a0b49980219d18f934c149da8380","root"
"Army Reserve","1140","146.921","311","18.104","84.659","343","3.389","21","88.048","364","63.628","222","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","36041fe6b4796b4d19a97838a8c7734001ecc7f4e02caa54f054760c2cd386fa","2-1fba863584a27e1685c41212b1266e961d0579e121d846efb6c4969e0dabecb8","595-d99ecd4b1ec7763e6ccf7de863ca9c829175a0b49980219d18f934c149da8380","root"
"Army Active","8759","989.067","","4.313","","","271","2128","271","2128","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","c3abc072fdf279e74cc9efecdf586ea1c9b8f57343f30f03910166b407db237b","0-fa7691db692d561b8f75ae09b6c0d5495a45db9f3c7f59322584b332028ce76d","596-41fba04dcd373052ba6ebc3a80de32d2c59882789c8d2be37d1f7423a0a24ad9","root"
"Army Active","","","584","39.908","69.163","950","","","69.163","950","140.889","1765","126.264","1566","149.768","1747","145.431","1686","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","70e85c5c70f7f5aa2e23003516c9f757ab753cd461eaafe9956b7da1e9e5c871","0-642417387219aff465e0799184dfc4b55bb981fd10e7a603e36e37fa54b11c1d","597-9572c8471b9bf1a87637ead04d1c4916a6f7098a256d65f87507c693c9b70a68","root"
"Army Active","","262.883","","344.772","84.623","","","","84.623","","121.516","","66.265","","56.339","","33.84","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7d806f66c08c1d88d204ca6ed7effb737b9a024270a5b7744392016169a20d90","0-c98b3aa1c759a3c9638818a224cd3173e798ec71d6b228bf5b72327b57927f65","598-d63a20720982d92d8f6baf8949cabc50343f61ce404f27280ad5498100db0f85","root"
"Army National Guard","","3.13","","","","","","","","","14.887","","14.277","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7d806f66c08c1d88d204ca6ed7effb737b9a024270a5b7744392016169a20d90","1-9537cdebed4e6ddc8e08b267a980f654b52ce5d547cea21bd034531648901b52","598-d63a20720982d92d8f6baf8949cabc50343f61ce404f27280ad5498100db0f85","root"
"Army Reserve","","46.943","","","7.131","","","","7.131","","10.501","","8.401","","9.38","","4.145","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7d806f66c08c1d88d204ca6ed7effb737b9a024270a5b7744392016169a20d90","2-cb9adc125c7524398d4d8ead2c320e4e4659a5396c491fe98355e32a7bc4e9ca","598-d63a20720982d92d8f6baf8949cabc50343f61ce404f27280ad5498100db0f85","root"
"Army Active","","","224","127.862","","","927.4","2000","927.4","2000","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","3960adc856caa7cb3234bf822e86644646e0ac78e83fb68b05ec7c797f427fc2","0-d9822feaefb197a35e2f2b8fd17170325a17081f5dc445c973d0321ce20edb8a","599-80b2d44dbe900b340e6f3504e88e15874c16873fb1c72f057f59671dc8f27ea4","root"
"Army Active","","0.233","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","b26c678740eb7933aa59cf2cdec935198bb6dd920fd46eb4c25b6c23ecb1f823","0-f15f4fe512ba5ae6bfa91445d656c33380258625ead3a77fbcb659554cf95271","600-59a05e29dcaf34cb399e36022b6976507e7f14c7373833e3cda4752769cbff2c","root"
"Army Active","","","","1.161","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","356b85aeb193bf8dee5eeabc9fc9c505504c86ce58d2a00cd16af9dd19555e86","0-cb1e243aa66757edfebfbd25832506533d894e2ef7f72c765fae5581e005d3b3","602-6d6cfd53bb7056bfcd0003a62349957c2d171ef6c5d122d55953729748bd59b9","root"
"Army Active","2594","241.539","1214","188.654","24.995","31","2.05","4","27.045","35","21.458","342","6.915","109","16.711","292","11.77","178","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","0-c60b72977005bbbd415b6341e0cf9a31de6f10d046440b539bca070733487ebe","606-b2f59e4fa1b4ce61437d08bb8f10429b3217abd28c95b5629cd4f21500b39d29","root"
"Army National Guard","2608","219.217","2934","196.011","15.707","45","","","15.707","45","23.228","65","3.302","51","5.512","84","5.444","82","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","1-6d9735462cf8e1f9ac74dafc61c21002e9e6eebe1b4fb426655d6f7630cc115d","606-b2f59e4fa1b4ce61437d08bb8f10429b3217abd28c95b5629cd4f21500b39d29","root"
"Army Reserve","2771","285.706","4009","260.343","12.231","361","","","12.231","361","12.921","44","3.63","58","5.846","92","13.784","265","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","7b66c77b1b961beb1fb0fe29bc73a5e685951773c2d01f47f10f1c11bde94b3f","2-ccd54647151f0343f328b551a596379e9d9c0555d3db1914fb204d3d3bede7e6","606-b2f59e4fa1b4ce61437d08bb8f10429b3217abd28c95b5629cd4f21500b39d29","root"
"Army Active","57","23.426","","0.188","18.035","17","","","18.035","17","25.604","46","10.225","17","17.833","28","22.575","23","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","0-2a0b5dc7d4f9516b9239a9d5322ff9a3e3ad563d839c00767d115c975ca174f3","607-9f6552a87d248395af170cfc20d67cd4e270aafb8b8d6daef6d43c61947f6e09","root"
"Army National Guard","65","26.713","413","184.163","","","","","","","","","10.358","17","2.108","3","4.682","5","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","1-5f965e129c70668bd9a0476ff7062786001d28fc6e5428160cd84964ae2c7d72","607-9f6552a87d248395af170cfc20d67cd4e270aafb8b8d6daef6d43c61947f6e09","root"
"Army Reserve","14","5.754","151","67.316","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","2a27a52183cacfc5f9d30e3101f770070f01af76a9c95cf5ebd8c278694ecfc8","2-75b6175f81737366da772bec2f3f354e0155b4fe92869d70458995f30e75a890","607-9f6552a87d248395af170cfc20d67cd4e270aafb8b8d6daef6d43c61947f6e09","root"
"Army National Guard","71","72.757","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","5d50871b6a336108f649ff1525594b35fe138fe528a08e1b99ef054e68dd37f3","0-e95f4fd26287a9ebf21949d2ec8c1e463cc22ed4b9890593995c860fab1cc461","608-84c15db63d4f8acfee1c689ff5c6e1b2d3628ecf833bd76b7121303bb32e44cb","root"
"Army Reserve","14","13.858","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","5d50871b6a336108f649ff1525594b35fe138fe528a08e1b99ef054e68dd37f3","1-c278f449355db9c4ba78ca9582c250392719a07ab107315afa190a28a6cdd839","608-84c15db63d4f8acfee1c689ff5c6e1b2d3628ecf833bd76b7121303bb32e44cb","root"
"Army Active","180","18.065","","","3.619","","","","3.619","","2.703","9","2.648","9","2.233","7","2.276","7","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bea424672e79c0cc1126cbb9c4bdb9e50878f9d2f653c25540a67aa511a9bcb8","0-0f99ab7d506bb40b7fea737b6c669820b75b76e5993f020717ac5f824ce15deb","611-7b524f319c884ca5501a73f9d8383f23381e1bdc6d7d9a76d3a1d3f69598f38d","root"
"Army National Guard","","","","","","","","","","","5.336","20","5.428","20","5.52","20","5.612","20","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bea424672e79c0cc1126cbb9c4bdb9e50878f9d2f653c25540a67aa511a9bcb8","1-d0a5764610e869943b4b8c4062c3514880a60a75feb977fd46da395f231d2df1","611-7b524f319c884ca5501a73f9d8383f23381e1bdc6d7d9a76d3a1d3f69598f38d","root"
"Army Reserve","34","3.333","","","","","","","","","5.336","20","5.428","20","5.52","20","5.612","20","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","bea424672e79c0cc1126cbb9c4bdb9e50878f9d2f653c25540a67aa511a9bcb8","2-1c9bec2047af7c4ed50fd3a194ae6f03f0e8f376e4389b36c935ce2e99963721","611-7b524f319c884ca5501a73f9d8383f23381e1bdc6d7d9a76d3a1d3f69598f38d","root"
"Army Active","291","108.475","222","83.831","9.181","23","","","9.181","23","11.613","29","11.03","23","24.266","56","22.747","48","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","0-cd251e7e518626fd8cbf7b709eec12916d804339ae3645b7c5997a054c0617b8","612-323fbb3a8fbe8b31f087da311c23a3bb2b1a9862fc859e0734370aa0a7c18935","root"
"Army National Guard","119","44.359","110","38.737","14.941","31","","","14.941","31","21.014","48","13.127","28","17.122","35","20.979","44","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","1-f07beffb9fc1d36e875b50d88ea2479d4f41ed69d837b1820e684941fb180e9a","612-323fbb3a8fbe8b31f087da311c23a3bb2b1a9862fc859e0734370aa0a7c18935","root"
"Army Reserve","53","19.756","101","34.179","2.737","6","","","2.737","6","45.898","115","7.119","15","16.749","35","13.797","27","","2013-BASE_PROCUREMENT-2013-ARMY_OTHER_1-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","57b29b7f29ac878676fb0ee75fa0bc3256a4b5cfec054839a2854bac1e2499b4","2-a2ca1fbde0774dfb5b788bfd9d46c1d4f921c121a3832a65a53340d6dfe5f033","612-323fbb3a8fbe8b31f087da311c23a3bb2b1a9862fc859e0734370aa0a7c18935","root"
"Air Force Active","","77.003","","82.296","20.019","","","","20.019","","24.195","","48.018","","45.819","","36.767","","721.733","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1ed49c6f64b5aa9e81fa64de1738a8f10ebc556bc948b5ca45bb4973a54237ba","0-81157d7c5f04b1e02a02fed22afc11d7fc1f7571aae5359e4b23fd6a29d7fa94","613-12bc81afd9bf1730369f2def7012d75662ecec525338575869ae0c459002cf4e","root"
"Air Force Active","","198.007","","149.756","132.222","","","","132.222","","141.643","","130.423","","102.804","","70.212","","358.329","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","cc71f1c4d2ca1f274dfb1fbd4abfe16e57fa2b980f43d51c46843aae02db7d58","0-1abd803da96c5e221be131bb474036a76354e32412f3bca2bd0e988e54dd6905","614-7abbe641818726064340cc62e390cb42d754fc745d72826199d6291d09ff7c0f","root"
"Air Force Active","","851.47","","685.289","321.353","","","","321.353","","70.286","","","","","","","","672.717","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","0-c087f720b7024d9dfe0154b5f782f882502238d0b200b40d6d9f60b25d7ba918","615-90bd6c688f21b9ac1b45e0d2cb65fca9182637190f5e316f4f55e40bcfbdc5c7","root"
"Air Force Reserve","","","","259.53","700.614","","","","700.614","","264.463","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","499b06e409d3c7fff68a7830f8c38e3a8366834e13e20e9355018d2771d93ba3","1-0735c4dc543bcc15e72c46c1a81ae746e5a602ee54a15a15109d591c025eb928","615-90bd6c688f21b9ac1b45e0d2cb65fca9182637190f5e316f4f55e40bcfbdc5c7","root"
"Air Force Active","","0.009","","","","","","","","","","","","","","","","","0.01","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1636da1dacf29734811df71fd8936a8604300165586eb0e987d81f0a675b5312","0-b5f9217dbdedf1665e6f14ab24ba4d17e46fcc299f8be9451d5c9b90bb514464","617-dbffad2b0f1a3a24a7aedf6d539eb5408548e62026123e9a9000115ffc62c9e8","root"
"Air Force Active","","162.779","","171.266","103.637","","","","103.637","","99.864","","139.208","","173.954","","163.714","","1888.034","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-438bf13b8d16d6834f4baf1d71b0548aa642fd58f97e29ff364118520b7d3fed","618-6aed0673d9bad2ca5c9349de64e896ca90e0da873d154be9c7455bf742ab77b6","root"
"Air National Guard","","5.774","","12.546","31.907","","","","31.907","","22.209","","1.985","","0.933","","17.627","","160.203","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-ee32196d1e8937cc3cf1743a0141149cb2319ff885beba5cb29acb194ce2b3de","618-6aed0673d9bad2ca5c9349de64e896ca90e0da873d154be9c7455bf742ab77b6","root"
"Air Force Reserve","","6.189","","21.267","7.653","","","","7.653","","27.933","","","","1.333","","0.801","","92.599","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","2-ae2907ef781d744ecb9ffc5fc5591fbeffa22e329672affde40f148aaa2437d2","618-6aed0673d9bad2ca5c9349de64e896ca90e0da873d154be9c7455bf742ab77b6","root"
"Air Force Active","","0.328","","0.199","0.103","","","","0.103","","0.267","","0.247","","0.211","","0.215","","2.717","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","becd6c56911be6a83725975769ab9177c4f110f1959ffe211cb791649f770969","0-daf8bf10ec5a25e49ea43ff9f642fa8ca3a7591dde07c051391eccfcea06427d","619-3b41d9fa998a81a515078c118bdab98d4cb1fee6f4493a63b390171dcc8499fc","root"
"Air Force Active","","1.757","","1.75","9.78","","","","9.78","","4.813","","1.845","","1.878","","1.912","","6.679","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","39b1d101b25f149fa72912e9f2de9290389ae25db4d7dc29b59d392f9ed4b32e","0-32b34890ac23285ad3dc7d23928941e9e7a45cece58ccd1621640fd860e6401c","620-468c197d038b2774f1f4de6532d27710c6683a85f90b5cb59fb908c494dbdf78","root"
"Air Force Active","","0.486","","0.445","0.452","","","","0.452","","0.461","","0.46","","0.468","","0.476","","1.643","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","110c33538325e77e5ba45d95a6c9183e97d2623bbcdd796d68db5240f0d7ccf3","0-3ff7516a91d023694104fe83819c1c662bd03fd6e80d8ebe8619e9beeb7a43d6","621-142249ea393bf321f1ea01a8c567dee845e59d1279b84e175d8f69d689b5f0ab","root"
"Air Force Active","","208.135","","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","e7adad34c239d984aa7aaf407f04519aa3513e5c215fe200f8ffe36c1a025edf","0-ceb6a11b1d2ab87549bcfe465f1cbff1c9d7cc56548d3139d96ef4d754e29442","622-583fdb191ec57f514f6bbfa021bd1cc04a5df94e70e360b736abb1b64bad523d","root"
"Air Force Active","","0.123","","0.126","0.128","","","","0.128","","0.133","","0.136","","0.137","","0.139","","2.697","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","469111aaf31406b35ffa9e674a353812c417282f878e12ca4f1a688e13d5f6ea","0-1a29b2a294213af8a5f5c85600db94b3c2319a6919d9354e9460a131ca0a2277","623-ee20cc88a9e80ac47a48d2057f0c841aff1bd11a137885eef4f462eb315c9a3b","root"
"Air Force Active","","14.612","","15.494","6.427","","","","6.427","","14.631","","14.24","","13.632","","13.877","","83.038","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","c70d73eac08723a708810c8d90d3fdf335c6fba77ebbde733643af06d291b19d","0-1a5d9525ac96f5d5c2dc615179f73f79f92eaf0c51e1b21c373ea52835bc4ae8","624-5afb4617ff152b2618eb2a98bdb64e721189ff6c013f7c1fc3ca3baa34a65768","root"
"Air Force Active","","88.762","","9.781","109.609","","","","109.609","","100.001","","32.751","","10.739","","6.407","","17.51","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-31d4cf63b269cb9f36464eda719e247343085010356ae5ec4b814a7bd8149ea1","625-cf1f7a0e46d005d3500a21637585bd4386b049723559b5eb440c8b608e482ad6","root"
"Air Force Reserve","","4.653","","0.000","1.393","","","","1.393","","5.289","","0.931","","0.199","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","1-10270db3a4243172655bc9c5cb8b24ab7891b65ea407f51a842ceaa1ba2a26e0","625-cf1f7a0e46d005d3500a21637585bd4386b049723559b5eb440c8b608e482ad6","root"
