Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_Total_val,Cost_ToComplete_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,P1LineNumber_val,@PARENTROWID,@PARENT
"B-52 SQUADRONS","81","0.000","7.006","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","5-f00b600231c18cf4161725e3659b76273bde7f3197eb9a6ebf438a5cc3d095db","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-130 Airlift Squadrons","81","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","6-4d5569cfa19d01b32ddb61a04712ca0d04ddd1847c38c0ba48ff631f866f93d6","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-17A","81","0.000","0.000","13.626","7.955","0.000","7.955","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","7-0382181625fe5cc73cd0c17e3710df476b1475b880ac6ff7248631daf70cc85f","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-27J","81","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","8-13a88b79950cae011cfe5ceddf42e5bd26d092d73f81edc607a6235f011b40f8","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-37 Mods","81","0.000","2.147","1.578","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","9-76ca5c1645895e53d4dff1c0dc2873090b0111da2fcca1fc789983be518444e1","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"C-5 RERP","81","0.000","0.000","116.175","117.186","0.000","117.186","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","10-f909bc699efb237a1db20fd0e9c501e8a49e510d72b1c831c5deda9a6c57f781","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"COMPASS CALL","81","0.000","53.461","62.007","28.663","0.000","28.663","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","11-12ff4d5b23ddfded68533f8841c2a3d813c0801ea319bafa060e7310cd0c71b5","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Development","81","0.000","0.134","0.122","0.136","0.000","0.136","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","12-c5fe52d62b4ed87872eec63efd4cb281cc06932bd425eec8ba1f6f1217884c45","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Combat Training Range Equipment","81","0.000","1.628","1.466","1.642","0.000","1.642","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","13-c1ef33c43e7ab08884ac5490a37e55fc263f6458a2d05d57658ec0830db4c062","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"CV-22 Osprey","81","0.000","107.911","56.752","90.374","0.000","90.374","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","14-8f22617e01841680784fa0f1701909bb0111e868f7ae2a7eb6c449f5a53462f2","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Airborne Warning and Control System (AWACS)","81","0.000","1.031","16.928","17.498","0.000","17.498","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","15-3e865e1b4f1e320b96dfc73e90fac85cf90d2eac1afd282d8c9ebb98f064a001","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"E-4B National Airborne Operations Center (NAOC)","81","0.000","2.089","1.568","1.392","0.000","1.392","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","16-7c064ecc16d7f4f920b7cc1bf6bb209a243031d81c5561cdf8cda632eb0e222c","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"JOINT STARS (E8-C)","81","0.000","0.000","14.311","3.422","0.000","3.422","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","17-e58691a82d10dcdb7492341fdb2a04e538f1cc602ac1b323564b85676c5a4001","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15 A/B/C/D Squadrons","81","0.000","6.381","0.086","0.097","0.000","0.097","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","18-842e3f8cd3e2e748e9810f898533a5a52eff464452cbfd8addc47a12d1182321","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-15E Squadrons","81","0.000","6.458","18.38","22.557","0.000","22.557","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","19-847379fb586c1df900544955ff342320a195f344421f9db89301050130391c29","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-16 Mods","81","0.000","7.126","4.952","4.827","0.000","4.827","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","20-dd0509a8424221922939c8f700c177a7cc4b38000ceec1f1cfe8003a8ec52a9b","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"F-22A Squadrons","81","0.000","111.841","8.885","12.765","0.000","12.765","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","21-4ad4f5e3ab73148a55e207681c64471f36fd46124312714c707be4fcc2b8a4e7","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Joint Strike Fighter Squadrons","81","0.000","261.924","149.556","181.833","0.000","181.833","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","22-2e91b28fa0fc195f74d8823fb0beb0c42ec3a10dbbef8421d46682ef110d4489","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Full Combat Mission Training","81","0.000","5.22","3.238","1.4","0.000","1.4","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","23-38be29ba2cb747eddf6f40efa3578aa365384687fcea898259950c9d25e8780d","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Fighter Tactical Data Link","81","0.000","0.074","0.067","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","24-a575c9d99ca59f3a28b89a20e7136af840c45c8107bcd9d71dd740b162c2782f","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"HH-60","81","0.000","1.612","1.584","1.57","0.000","1.57","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","25-1b619e8e6a1a31fea99c7b2e428ff29b97b696bded6ccd00b5f526eab2b99131","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"JPATS, (T-6)","81","0.000","0.454","1.944","0.021","0.000","0.021","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","26-fe48274287c7482ef9674b8f4d60f62b9962b42024582596af329bbb6d4614ac","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-10 Mods","81","0.000","0.593","5.63","4.855","0.000","4.855","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","27-cb158353dff7454fb327ac7c26c9f445ccb2b2d88fde2b33b1b4f3fac7a2860c","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"KC-135 Airborne Broadcast Intelligence (ABI)","81","0.000","7.582","7.102","7.322","21.9","29.222","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","28-7964af1029cb39d86b84b2dd2ec06d325399e1d9bfae18c3b23bb516676aa8ac","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MC-12W","81","0.000","20.172","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","29-f00e33e6e48bbaccfdd37ea36c67bee225b664a2b1ee3b37c4dd2c37c2130585","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MILSATCOM Terminals (Other)","81","0.000","12.03","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","30-28e7011b9462f4cff370d375d4afba641265b7e7b10970364948b4f5b4a87e69","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-1 Predator","81","0.000","0.000","7.729","4.845","0.000","4.845","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","31-c39231ac64fbf30f59c7c33dc8e829d65d57b186a0a6bae8d88e26764381e87f","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"MQ-9","81","0.000","0.000","188.815","136.785","0.000","136.785","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","32-8a2de86084cc8c5eb22c2381138161ea0b4888777d9bb98d298fd77a2e12e9d4","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Manned Reconnaissance System (RC-135S)","81","0.000","43.766","39.385","44.124","0.000","44.124","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","33-85c6f653462d49d549a4250bbfa98f2ca66e1898a6a5bb3d84e4a7a48228513c","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"GLOBAL HAWK","81","0.000","0.000","176.664","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","34-8e75cc77b8ffc7693be549b08a3ff6cb32ec8364bbb8949ffd6328d80064d2aa","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"T-38 Mods","81","0.000","0.000","0.000","0.000","0.000","0.000","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","35-3e8033a64b2d781e5ff117275c6ba043547dd5157d6d5c3a026ba8ef771e7a79","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"U-2 Mods","81","","0.000","0.000","9.187","0.000","9.187","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","36-e51acd8db8064336931c9965449e1d92d9ad01790622a5797f21c8ac672c0562","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"VC-25A (Operational Support Airlift)","81","0.000","0.55","0.554","0.554","0.000","0.554","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4732ea5cf34846c21570674238063f0602443a3cd405a7d623c991782d5dfafa","37-eda6bce554421440390b69e9c2e0fca9245235dd2d7cdf91df7830fd12e453a9","","","0-d1b5c01dcd2329395ec0a0f4ab8fa591856637660db6019711654bd584d022d2","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Tactical AIM Missile","14","0.000","1.402","1.659","1.651","0.000","1.651","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","753f891e1e825dcd8618285785ad06960bc166d30adb2a0b6bd27ee1cd8dbfc1","0-a49bef7a176e3e0a40f73902a08e71694575365e435642f05d41f2b754584a3f","","","0-bd3486f073c40658e05628a4dfc7fe90e8cec7a9688275982bc3684b2b64b198","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Advanced Medium Range Air-to-Air Missile (AMRAAM) / AIM-120","14","0.000","0.071","0.082","0.082","0.000","0.082","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","753f891e1e825dcd8618285785ad06960bc166d30adb2a0b6bd27ee1cd8dbfc1","1-ca4e9ab1a78e794c05d110ad60b5e994730c20ad31748a0a5a22a5e5fe807a79","","","0-bd3486f073c40658e05628a4dfc7fe90e8cec7a9688275982bc3684b2b64b198","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LGM-30 Minuteman III Mods","14","0.000","8.025","12.514","1.073","0.000","1.073","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","753f891e1e825dcd8618285785ad06960bc166d30adb2a0b6bd27ee1cd8dbfc1","2-eb49dd959fde1a4de766f09a0938cd880457aeb32e096c138afbb8f0af621c31","","","0-bd3486f073c40658e05628a4dfc7fe90e8cec7a9688275982bc3684b2b64b198","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Tactical AIM Missile","14","0.000","1.402","1.659","1.651","0.000","1.651","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e5e916380019ca5320fd8c7359e69680d69a091e65552434d9e404847cde73c4","0-2b017e8cd01e40e19a79a435e036b321902be353c03cad3e9afed84240ded930","","","0-43bf7437ade255a33b0cf006733ec83fdb9526d25aa390ff556c443878d57d9b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"Advanced Medium Range Air-to-Air Missile (AMRAAM) / AIM-120","14","0.000","0.071","0.082","0.082","0.000","0.082","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e5e916380019ca5320fd8c7359e69680d69a091e65552434d9e404847cde73c4","1-21e7f72baa51999b161f2b773cabb1bc94722fc54d0df41594170b16b7064b26","","","0-43bf7437ade255a33b0cf006733ec83fdb9526d25aa390ff556c443878d57d9b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"LGM-30 Minuteman III Mods","14","0.000","8.025","12.514","1.073","0.000","1.073","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e5e916380019ca5320fd8c7359e69680d69a091e65552434d9e404847cde73c4","2-84f7a85fcd1c1a8b78cc0a3022e9d4b98e487237501175d4b6f0d94ca5cb722d","","","0-43bf7437ade255a33b0cf006733ec83fdb9526d25aa390ff556c443878d57d9b","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"CHEYENNE MOUNTAIN COMPLEX SPACE TRACK, PE 0101316F","71","0.000","0.742","0.746","0.772","0.000","0.772","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","04e3d258e1b8fa540d497c80a618b4e5021a56c762e2f67a223fc685e270e0c3","0-6937c15590b4e5bfdc1d8e2be352e7225eebf209729d215cc81caafd29f489c6","","","0-1d9339c6f485394a8db25cf87535a74af0878032ee39228250e8100c3b7f0d56","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"WRM-Equipment/Secondary Items, PE 041135F","71","0.000","5.143","1.426","2.891","2.3","5.191","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","04e3d258e1b8fa540d497c80a618b4e5021a56c762e2f67a223fc685e270e0c3","1-a1b91592e35becfdbf23146847e681a62d01acdb41d3870619598373890dbdb7","","","0-1d9339c6f485394a8db25cf87535a74af0878032ee39228250e8100c3b7f0d56","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
"AIR TRAF CTRL & LANDING SYS (ATCALS), PE 0305114F","71","0.000","0.908","1.468","2.392","0.000","2.392","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","04e3d258e1b8fa540d497c80a618b4e5021a56c762e2f67a223fc685e270e0c3","2-217755dc70afb237ff517a909b5fc0c3c93db12626a403951011b301b6983701","","","0-1d9339c6f485394a8db25cf87535a74af0878032ee39228250e8100c3b7f0d56","root.record.ItemExhibitList.P18Item.InitialSpares.EndItemBudgetActivity"
