ProgramElementNumber_val,ProgramElementFunding_AllPriorYears_Quantity_val,ProgramElementFunding_AllPriorYears_TotalCost_val,ProgramElementFunding_PriorYear_Quantity_val,ProgramElementFunding_PriorYear_TotalCost_val,ProgramElementFunding_CurrentYear_Quantity_val,ProgramElementFunding_CurrentYear_TotalCost_val,ProgramElementFunding_BudgetYearOneBase_Quantity_val,ProgramElementFunding_BudgetYearOneBase_TotalCost_val,ProgramElementFunding_BudgetYearOneOCO_Quantity_val,ProgramElementFunding_BudgetYearOneOCO_TotalCost_val,ProgramElementFunding_BudgetYearOne_Quantity_val,ProgramElementFunding_BudgetYearOne_TotalCost_val,ProgramElementFunding_BudgetYearTwo_Quantity_val,ProgramElementFunding_BudgetYearTwo_TotalCost_val,ProgramElementFunding_BudgetYearThree_Quantity_val,ProgramElementFunding_BudgetYearThree_TotalCost_val,ProgramElementFunding_BudgetYearFour_Quantity_val,ProgramElementFunding_BudgetYearFour_TotalCost_val,ProgramElementFunding_BudgetYearFive_Quantity_val,ProgramElementFunding_BudgetYearFive_TotalCost_val,ProgramElementFunding_ToComplete_Quantity_val,ProgramElementFunding_ToComplete_TotalCost_val,ProgramElementFunding_Total_Quantity_val,ProgramElementFunding_Total_TotalCost_val,ProgramElementFunding_Quantity_AllPriorYears_val,ProgramElementFunding_Quantity_Total_val,ProgramElementFunding_Quantity_CurrentYear_val,ProgramElementFunding_Quantity_PriorYear_val,ProgramElementFunding_Quantity_BudgetYearOneBase_val,ProgramElementFunding_Quantity_BudgetYearOne_val,ProgramElementFunding_Quantity_BudgetYearTwo_val,ProgramElementFunding_Quantity_BudgetYearThree_val,ProgramElementFunding_Quantity_BudgetYearFour_val,ProgramElementFunding_Quantity_BudgetYearFive_val,ProgramElementFunding_Quantity_ToComplete_val,ProgramElementFunding_TotalCost_AllPriorYears_val,ProgramElementFunding_TotalCost_PriorYear_val,ProgramElementFunding_TotalCost_Total_val,ProgramElementFunding_TotalCost_CurrentYear_val,ProgramElementFunding_TotalCost_BudgetYearOneBase_val,ProgramElementFunding_TotalCost_BudgetYearOne_val,ProgramElementFunding_TotalCost_BudgetYearTwo_val,ProgramElementFunding_TotalCost_BudgetYearThree_val,ProgramElementFunding_TotalCost_BudgetYearFour_val,ProgramElementFunding_TotalCost_BudgetYearFive_val,ProgramElementFunding_TotalCost_ToComplete_val,ProgramElementFunding_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0305206F","0","0.000","0","0.000","0","16.047","0","16.359","0","0.000","0","16.359","0","13.04","0","6.458","0","0.000","0","0.000","0","0.000","0","51.904","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","319d3ecf351c353179062e82318101c6aa2193c9d09ff6e86b2e4c8cbecb7458","0-45040b895dad89336f36a54d6516d4866e5a7097f9e40fadc66cc4233ef5dfa3","0-ecc8e7949e756e47e12a302261978ac2c0f44f7f77da56d53c98fe195509b7a7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401318F","0","37.65","0","11.487","0","7.763","0","14.132","0","0.000","0","14.132","0","17.598","0","11.725","0","10.53","0","5.676","0","0.000","0","116.561","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7b0bb28de001b4df3842a576b00ee5aa44b748876b0719810c52690c331085c4","0-77f36df9d2bdc98e72aaeba1f41ae6e9e2068fa64bddadad45dcdd04dccfc1a0","0-1e948614df946dc06fbb0c5f94dcd12120082301e1d624f5c4d26b56dfb653f5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207134F","0","249.147","0","76.462","0","33.353","0","1.351","0","0.000","0","1.351","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","360.313","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-192a388b4315ba7c57507b347a6a6485736cf90bf6760b18a8e6b415679e39fb","0-3cde7c0eba8002899011cf7e376355c45bb377e89838834a1828bcc26a3b316b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","0","65.272","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","65.272","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-799bb1a86cfb144af3901544e7dcfbfbf79485b51044dd3a4358d74ef9f85d26","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207130F","0","0.000","0","0.000","0","6.55","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","6.55","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-925d944768f01035b70a47952b9bccdcecceb5cbfe167c0ddc5a24b434c6243b","0-0ac7bfae2f63304d5c4a11b5ab2118c6dafff31368e64fe210954a54546bb2b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","40.852","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","40.852","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-bb93a71f8e60db8fb489313ebedc2193c3ff21efbdabc1bb5f8d753b9c315416","0-b8a070fa6524a131c99d1ed36a5bcfa4fdb8b03546892f0bfc21b761f6241bea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","629.918","0","10.067","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","639.985","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-cabb24283e3ecdd212a9d3757c568f1c8407d5a66fe042af89edacad94e8b917","0-93d287662cfee1150498d8367cdb390be485f3944b0a86f23dff1d7ee31dde7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","100.071","0","10","0","14","0","10.754","0","0.000","0","10.754","0","10.669","0","10.277","0","10.903","0","22.547","0","0.000","0","189.221","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-b006515294604ff7a16d0820b328cbe47604017c5d6cc8771d2cdaf5ccecbb8b","0-01b196299a156e76b5451b94f64d3a8c3095e89176e223c041fb53731eedf762","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","2.094","0","0.599","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","2.693","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-0c39d1eca1d146838269582604450b36e84333fcf05757c2212419d3cdf30b4c","0-9589d044ac591d3cf1b62f6646c2553fa171d0c7684568259daed3cdb5d4b671","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","0.057","0","0.07","0","0.000","0","1.5","0","0.000","0","1.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","1.627","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-2ecc658bca12389036dc1f7c82d494b16b710f1cfcb0ee758372ada1ec2dd471","0-b9b503adf613e20d47701d5245f0f66305133d612216c44ab868f873f895dd79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207138F","0","23.064","0","10.7","0","12","0","13","0","0.000","0","13","0","11.221","0","11.446","0","13.674","0","14.076","0","0.000","0","109.181","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-11e708bd9672f866bc10ae1f5a931e4a1684303bfea498caaffc4c37a118a92f","0-fee0f326218d2b5d014e5ecde2ee2db3dd094149d7360afcdd1fe5c41b1197e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401119F","0","9.906","0","19.37","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","29.276","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e5dab8f400650a6c5943d783dc227c9705420e878f57babeb6311ab24ab5109f","0-8eaa2ac3e9398481675c4ffade92128e2cfb53458794aa219993f2f6779c24a4","0-c9bd638c18398d7ca193357891d39423963bf4fe77084b7bf06205e2e88e60ca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101127F","3","376.739","0","52.827","1","57.069","0","6.336","0","0.000","0","6.336","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","4","492.971","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-d85b72f2ce3383f58fdec78fb3d73f8636603179ac2a4ad6346bff1565b77107","0-b1c66f3ce3ceb5b79b497dfd01114770397a2da995bdb3e2ee1200ab4bf70ec3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101127F","0","78.582","0","0.834","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","79.416","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-fd500e653a8b37f1993e0cf61a156ca3d247e9f5def2d05c7673b7156c933f64","0-87f556939a6fe7b354b5c79ab27cf387a3a806e1d1dd780c1706ad4e6ccb7415","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101127F","0","0.000","0","0.000","0","1.323","0","0.411","0","0.000","0","0.411","0","0.417","0","0.425","0","0.434","0","0.439","0","0.000","0","3.449","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-ba06110d4232cb6597d62e8a6501c46ac9dadb8915ee9275e636c9830c58d09a","0-95bdadc63422d668843108357292197871d63a7e7a34e0833b46a38ffdd01814","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","0","0.000","0","4.574","0","0.947","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","5.521","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-ada6debe699c9885847efdb2e2e43371f5ad01b527aa45b52c9c32a87406a7d4","0-f12fd8341ef95caa68978af68fc74d1ddf42297221b810fa3b4a1291611cad6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","0","0.000","0","0.381","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.381","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-a04906d1853c79afb3b2e14a467b636ad91d897e81ecb0fbfed1f8af5c1343d2","0-9ac03b74ca57303e955e93c005d321998165bfdf522865575c3ea96d8e4d6f85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","0","0.000","0","1.862","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","1.862","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-f1276b3f2b1378a8197348c1f565859ad0d77b29ca815f1ac3ed65ea9a320a3c","0-ff99a652bfdc041bda0325ec228614c61d5bef06c674d819b4622b66306d0b7a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","0","34.303","0","5.029","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","39.332","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-f7d3b8c5a8c266b668d547b88d1970c1f65797509fb0812c8fba68af8f2120df","0-2ab32238447657495b3f31a7a89126626a73fa7eb471382a96e4525f35094241","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101126F","0","0.000","0","8.725","0","23.752","0","2.776","0","0.000","0","2.776","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","35.253","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-c0a06393a16ab43272de770d97f25baaf2fc9d04dfe2dab6ac707508d81789d5","0-f6f689378b370b2d94cebeee2e9c71cd9d8302900352c7f11c0c502eec30cfb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401119F","0","0.000","0","35.601","0","12.941","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","48.542","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ea0bdb9c81493a24b83eefb78482a51a5ad8c3c11700c57b7d33f95d8eca6bd0","0-9b81e8b12091898cfef72f42d0a1dc5095eee336c39998cecc327f4a73cd2b08","0-a139bb21dc3978618637b0c943eac33259042f43fd0674f0ea28e97fdc1eb4f6","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","0","283.938","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","283.938","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-9f3984359f26e2455ca56a9ebdf63a040cba9f069a385035c6e7ef16dfef083b","0-9aab81572210304d9f68f8f0db94fbe0f0463896c2134ba92624884484d85604","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401130F","0","12.257","0","4.996","0","7.658","0","2.5","0","0.000","0","2.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","27.411","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a6adc06083128a68743f6fa93f5f39d91b0b25d0574c49068ce49ce9d3d39fcf","0-6b42de58c264b9c81f15e69c965f8ccc9a450b5addb577b240c68eb4e6bc6d8c","0-636efeec50c7eb3c61993e29f52d0a15774161961a474ef0a84fa531fd22c02f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0101113F","0","9.325","0","5.996","0","6.218","0","0.751","0","0.000","0","0.751","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","22.29","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7ecaeb17ddaab09331abe3717f89ef8764389cbf73845cd7681c627bfe6c835a","0-a16f5711ef2fbcfcc0138585936bbc470587a12ceb81981867d01efdcdfb5f57","0-d9ff676480e6e784137ba67a6d6f3e6df3bbe7cde201d82fa37f899be412bc30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305202F","0","0.000","0","0.000","0","0.000","0","23.6","0","0.000","0","23.6","0","18.7","0","11.3","0","12.1","0","8.6","0","0.000","0","74.3","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8ecd181f0be17491705fbab80b4dd0105939c12cd6f64d3cc41b3cbd45586462","0-934111dac3490295e717e24afcff7c01b93d960714f8f72e6b4dbd6b2277a18e","0-159a53a278b3be756777e11a73e499a16534241b04ecb62e52f2b018d41a20b3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401219F","0","28.7","0","41.456","2","30.868","0","20.222","0","0.000","0","20.222","0","4.58","0","3.054","0","0.000","0","0.000","0","0.000","2","128.88","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-65f64c248d014180f499ebc19d1601b522b327ece66d803f763a7bcf8cc4e5b1","0-9f0e7b8225fa836f6a34b9b6b1a5d6dbc9bb21c53a38a2f7c654d9603a578fc3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401219F","0","0.000","0","0.000","0","0.000","1","1.9","0","0.000","1","1.9","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","1.9","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-367c291eb22404ab4eeb0a6d02b4da30d6f201f1382ecdb6e2ce3e89c90bc196","0-777b0aafd6f3eb545bcc4512199038aae7db54faa62171aaf34aaf9dc947a64c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0305230F","0","0.000","0","0.000","0","0.000","0","19.949","0","0.000","0","19.949","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","19.949","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5901a4c8b0d4adfbe277a0b6d649d7a40850cdab63961f7b77d26372c000f59f","0-5366586db46f3da3d34851e6ae5fc3eec479f42530ae645b66b46e90534fb4d7","0-8d7f018e7dbd2f0a983f421a9e1b3f9d62972c1797bf2adbc339636ec9b69822","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401314F","0","0.000","0","0.000","0","39.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","39.5","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","72f7ee3fbe324742a8370367066f3388b3fa967ee0a9227ff54200d9ec07e503","0-9ed2d5762941d1be41565f3cb36ebf7e003549a09236723071f4d2a18b102d95","0-9a05b3706a247c865a98c20abdcccd51dc85792079d50064daee952ca784fa64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401134F","0","17.912","0","2.93","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","20.842","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-02ba8aad9a4be84a61ffed1afadf92a40ec1567e1866033bf64db80c7fc85b15","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401132F","0","87.59","0","20.247","0","6.7","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","114.537","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49e34ff2378c5e41f79fbefe630422a0ebf57ae0aeea1940ff1b9ab0b3ba513f","0-b1a9ed4c76f43fcaf04506582fa9409c054302cbf6603fc9bb4c170ff9528f0e","0-1babe0e8587e42732955505abe017f55f52c25d6a9cf4ad4ff7dc2b794d12e5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0401218F","0","22.753","2","19.887","0","6.161","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2","48.801","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","924b67d925125ae784e18ba5231b1ef1bb76ca9bae6fb77405d2b7b952f1a4c4","0-95ddf09677252b1cca778543d6fdd10b3185de72347da89ef87dfc810a345d3f","0-931d4e3a7de5b63fcf227ad2a104eee04d15c08d065990ea2abe696935d4d711","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"0207253F","0","13.019","0","19.949","0","18.509","0","12.094","0","0.000","0","12.094","0","12.222","0","12.559","0","13.047","0","12.989","0","0.000","0","114.388","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","401e0514fcb24be219637162e13c026e0aff3fe4f07fc06a930c9a43285b5659","0-bda2d063ce0a2b8df4e7b523f81ad8adc596ed764451e1e0910c9568ddc82c84","0-a89b82537a594bff2ac7157b8f074deb7b9b105d201591f74de0baf2cbb18401","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
