FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,RevisionsAvailableDate_val,ItemNameSuffix_val,OCO_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule_MonthlyDeliveryList_MonthlyDelivery,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2013","","AFSPC/SMC","2012-11","2015-07","1","12.162","true","2012-01","SS","CPFF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-68c680f9f59e03df7af9849a5bee313e3f864e54543e8920bb51c16662abc6eb","","","","","","","","","","","","","1-d41eae4916da5924b313a463954ecc78240162287bf7e9123499d0a426e91d1b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFSPC/SMC","2011-07","2012-04","1","1.615","true","2011-06","SS","CPFF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-e1c5bc10c9e9d48c840a10882ee8710466394798927d550c487489c7a41cdf86","","","","","","","","","","","","","0-5c2483c0a1bd989862db6d0bdb1935fda5662ceb487b3a147670fe1bcd5b0e2e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/ESC","2012-05","2014-06","1","4.241","true","2012-02","C","CPAF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-f08657ccaef718b7d4b4d434f7bc67759a47521b30daed9759f5c62f63749570","","","","","","","","","","","","","0-1b70398676ab04f900beec61a183d2f70b22a85ec1fbd3f1e8a313415a89152f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AFMC/ESC","2013-05","2014-06","1","1.272","true","2013-02","C","CPAF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-60a1d374a86962891fe9c8b96c2871bf28d658cc46de8d4da45813bb8c56dd58","","","","","","","","","","","","","0-e4efc99733b817c2690e9d029db95b1667389a6c7144970f7d0af774f9e5d426","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFMC/ESC","2013-05","2015-06","1","1.502","true","2013-02","C","CPAF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-9c6b8c54d3205cdc7aa3e10655ae8c49d2162b6ef588170e23baca9caabd74bb","","","","","","","","","","","","","0-9d48679d5556b9d8e72d1c41688c3cf788bf19691ea82e12108b58abca11f483","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFSPC/SMC","2011-08","2011-12","2","5.847","true","","C","CPAF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-b00ebfb383887e2d6f87ea0c2ffc569cb959dddcdae95bac4942c1a895a3e844","","","","","","","","","","","","","0-90bda6025f33fac4b42b0d4366aeb1ceb01c807f60d3364f70b2d4cfc66288c7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFSPC/SMC","2011-08","2012-05","1","4.967","true","","C","CPAF","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","1-ac5f4379910dde2f55f4f0b32af94e33e40f445b8293f6b1e1821f61f053fcbf","","","","","","","","","","","","","0-90bda6025f33fac4b42b0d4366aeb1ceb01c807f60d3364f70b2d4cfc66288c7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFSPC/SMC","2012-03","2012-06","5","0.932","true","","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-ef845fa125173f644a133eff5ccea4e59b03750a38373504867ec6829eceb5f9","","","","","","","","","","","","","0-e4258625a65dc7a5c0adbea276f41c968c916877709ba4a6e231c0dd336732ae","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFSPC/SMC","2011-07","2012-09","5","0.427","true","","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-cade3e7b9de0eff9a70e61381fca83aba68311a87652a0e79d4cd6b5c7cc9ced","","","","","","","","","","","","","0-c5ace74af847af7deed4acf6941195812aa8b30ecb50b8897191074ca8a090a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFSPC/SMC","2012-04","2013-04","1","9.073","true","","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","1-85154ddc78546caeca09860fe86657fcdc6effd6255c9433b3b4147c56c4a954","","","","","","","","","","","","","0-c5ace74af847af7deed4acf6941195812aa8b30ecb50b8897191074ca8a090a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFSPC/SMC","2013-10","2014-10","2","6.489","true","","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","2-8185e841f9fa7650bb1b8a27ec6ced215fe4de2bb07b7b566cd62662ea24b4df","","","","","","","","","","","","","0-c5ace74af847af7deed4acf6941195812aa8b30ecb50b8897191074ca8a090a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","HQ AIA","2010-12","2011-06","0","1.295","true","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-463be4286f82a0674bcb1aa647c50db3b0ec658da33f764009911f970e7c0a0e","MIPR","","","","","","","","","","","","0-2c2e64470542dbed6b22ce9f5b47be6cd60941f3bc9fb7e767a40267040d3ba1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","HQ AIA","2011-12","2012-06","0","1.400","true","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","1-c4a7c1907112435c44f6f57581dcf62f7e162426f682e4b36031f72395b910d2","MIPR","","","","","","","","","","","","0-2c2e64470542dbed6b22ce9f5b47be6cd60941f3bc9fb7e767a40267040d3ba1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","HQ AIA","2012-12","2013-06","0","1.400","true","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","2-1499fe57cefd8213f43107d49ab1339f9b4ca8e672690551d2fbc00633d9ebc2","MIPR","","","","","","","","","","","","0-2c2e64470542dbed6b22ce9f5b47be6cd60941f3bc9fb7e767a40267040d3ba1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFMC/OC-ALC","2011-09","2012-01","1","0.495","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-90e4394fc82061fbd28753c477d4337b923a12507c5a4073cc1dc89af25c40d9","","","","","","","","","","","","","0-774a3ebebd2f8f58147533cce334169e5b86621a629cde75e56d81f2fb7a3b3c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2011-11","2012-01","1","0.977","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-fee97d7797b02ae8fc3f72769ff66b42c23b8d8b93323a1c3e71c2724b723635","","","","","","","","","","","","","0-3608beeeb85b1e54e57114819928f5457ff41efeb4517af7b2701ccedef5c0f1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-02","2012-06","1","0.522","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-ad8492cf1ec3a72a80d19c038bd08f47416045803969d99f968dc6feef3d248a","","","","","","","","","","","","","0-663a6d9514aba3d87ddeb38233f7fb91d9ab8d30f12859123534fda08555ed30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-02","2012-06","1","1.080","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-508f51a0d416e76b1be6b9181aad4a49548b0501c8b8df459c07db1ac8b1f17a","","","","","","","","","","","","","0-df3099b6c6a4faef797cc0fa5fa10c2a7a281bb6b8b05e442d6e8eeae22a253b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2011-12","2012-02","1","0.043","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-0db3bcbcfb26bd45c614db041d723e5b14c13ab712aae1c103818e7078fbd459","","","","","","","","","","","","","0-b6ac7ae1dd7236ea8832ad77e45d8cebcabc48b6d0698103e5a7ee2bcb2cc17a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-03","2012-07","1","0.562","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-899748197fa7d97599ac4150e3d06ac3d1474c3c84b0fb53194df59f126ae4c7","","","","","","","","","","","","","0-6bc8a5909c7cd13766d17722491096b26e6a99d92bff7c9323386901db8c82a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFMC/OC-ALC","2012-11","2013-02","1","1.226","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-9b688996fe4e3cbef4aae422fbb4b02171ebe9a0a1f539c388f25385ed2a08ff","","","","","","","","","","","","","0-e06a81f5ffb19c2ca466a8b6b879282660a3c54129874b134a6d9d68d11f6aad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-05","2012-10","1","3.129","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-af9c3fb7651c3bf3d4b8a697602c4d9efc53bcfd7707318938d0cf1188a2b25d","","","","","","","","","","","","","0-b8d2bbea7ec94d3acdd47d38fc29255a1671fb63d4892ce60170c9ce8cb6d4cc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-05","2012-10","1","4.574","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-192b3b0fbba0a356ef02a9a470ce32dd303ade5fa7a547a5c7440047fb127eee","","","","","","","","","","","","","0-ac51f631e63cd979d4893d776d5f0091cd19904208d201d330de040cb32122ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFMC/OC-ALC","2013-03","2013-06","1","0.336","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-8ec50dd06af4f55b7577062fbd34b60ab8fa7c9650a9b35695e440450187156a","","","","","","","","","","","","","0-4adcb93c5089f0c746ce30acaa0af96cbf4300fb6634ede11f3079127fac123d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFMC/OC-ALC","2013-03","2013-06","1","3.237","true","","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-4b14089d15d3c98365814f850525c3db0af977354fc3553f20bb93595876ee97","","","","","","","","","","","","","0-7099fc5944143cca82fad986a1ace59b520e4ba3a4768afedf4cba289ab63daf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","","AFMC/OC-ALC","2011-08","2011-11","6","1.085","true","","C","BA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-db362a1bf25a1265b54095ab51e9d326bc0f6d739dabfb6aa8c08c952501919d","","","","","","","","","","","","","0-3c1dd13971ff2374d493aafcd44d9952de30b53c0c13b882ce0e20ee64e25436","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFMC/OC-ALC","2012-07","2012-11","1","0.521","true","","C","Various","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","1-2db54181934a6c7b60f858f356d422da89293719da7e7e1e7a5ea1ec3ba80366","","","","","","","","","","","","","0-3c1dd13971ff2374d493aafcd44d9952de30b53c0c13b882ce0e20ee64e25436","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFMC/OC-ALC","2013-02","2013-08","7","1.105","true","","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-3db9933608b5bfe98c072f8cd64d7f660f6138a61f232a8938cc46f441db173e","","","","","","","","","","","","","0-cfe47d6c6e3f81c5c35bb09a51bd307624dfe488fd0658eae1a46751cc778c87","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFLCMC Wright Patterson AFB","2013-05","2014-05","25","1.887","true","2011-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-1f5ffdaa7fed4cb789a26c9f75c0fee788c26a5b8b0c4ca80787975cfce2ca05","","","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AFLCMC Wright Patterson AFB","2014-05","2015-05","23","2.777","true","2011-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","1-f710a8bbcc6ef23bf465ebdbbe78358c2df580ca0f0701d5d5e53450e7794b98","","","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AFLCMC Wright Patterson AFB","2014-09","2016-05","6","3.974","true","2013-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","2-8f2304e70f8607e83e1ebe6dc31c7953eedd3afb8a123542720085c90b82ec05","","","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","AFLCMC Wright Patterson AFB","2016-09","2018-05","6","3.356","false","2015-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","3-f144b225e6ad6e3c15d32a520926db4e386916cde8982283251611d7db4defd9","","2014-11","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","AFLCMC Wright Patterson AFB","2017-09","2019-05","6","3.453","false","2016-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","4-b4daac7822ea9243030d46d8f1dbd72eafa7832a970aa3443214b797f38c067f","","2014-11","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","AFLCMC Wright Patterson AFB","2018-09","2020-05","20","3.553","false","2017-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","5-e0711d58f409c4d4d8ac788c625f0c13e72817016b9fc5ad311999ca457b2b7e","","2014-11","","","","","","","","","","","0-a9215be2c426faebcb665e4f9f6776204c6043ffec301fd213d1474695e1b695","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","","AFLCMC Wright Patterson AFB","2013-05","2014-05","25","1.887","true","2011-09","C","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-17b787729bee7f0e2a7539b066e49fa469b6f6a7e41dc613a0de89c090bccb84","","","","","","","","","","","","","0-c6b5dff9cb78fb5751ece709d687c477ab3b2accac68fdb81b8e93ca65fb4ea5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
