Name_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","54.223","3.86","44.282","44.282","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","bbc8063372e02d2bc548b494988437c9d99675713059aabc6acf7bc346906c17","0-8fb49687d1a5e98ad286d2019ec7ec1991d8ca45ef8f8186d009fd7eadd473b2","0-da65923c76e5c7809da643f8e4f9846917b957f049a9d6beb215758716e881b6","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","4.574","1.92","21.784","21.784","31.735","16.868","25.816","5.963","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","aa7c6b6e15569727dc3e1ec45dbded2ccfb76ccfbcbe5ea5b7866f1d075edded","0-671fc0999dd7cd39cbb79730ea2c4cf37a8a26f59fa901764b099ed5496ab4db","0-ce402678bcdd6f0065a2fb2af192e7c0a4090c0ed6677ab9881f4d3f38acfda4","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","86.311","189.995","240.947","240.947","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","0-ffca2c69c3f5b26deecaf84e00c45ae5d5b1f3122fa517dedba29f9a738b4e98","0-89e3d36cfe39a3bcc2e821f2098dc98b6b766ab8508f68b6e9a027bfd53047f1","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","24.98","101.508","30.356","30.356","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","0-eda420fb61f8efb2fa9600f016ec59e8d6cf13885bb56be3e18a3de89a538ac0","1-f40de48a7322fa357410f6e54ca33373da71120509297242eddd10a61028d357","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","46.912","8.783","87.104","87.104","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","1-9a8981326da7e640b83c4dcbef2e310aa92bede0fc6446d740c65790a4a34cc7","1-f40de48a7322fa357410f6e54ca33373da71120509297242eddd10a61028d357","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","4.097","21.17","15.771","15.771","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","0-80a0e71adfd248871806f21c8ef8652184bd659f4cd4f039c320cc2a111cbf8c","2-5af6af899ebff23912d4c1b301b33a9d4b6c5e2207c88c9bacaecfb09e1d87fd","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","11.32","11.611","9.059","9.059","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","0-dfd0d59826b31e1cc25252768a2a958c2cfa999362dc64d509cc3d9629eb0853","3-844e3b92dfb3e8f89f3c6948638ef0cd92a98f2636645f60b4b0357e64ea2c05","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","0.615","","","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","37a9176d6819849bcd695141407bcbea7c3c0b02a6c4bbb6d05d22c664d601c4","1-676f2d53c9c2e659aef446daf92e4489442211d273b94820fcbbfbe0779d82aa","3-844e3b92dfb3e8f89f3c6948638ef0cd92a98f2636645f60b4b0357e64ea2c05","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","0.621","5.45","6.053","6.053","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","cde9ccaf98b8e4be60b007bcadb63e78d26ca9bed8d276aa86adf6a31627970a","0-a2ce17e6c01862504ff4d183b1641bbe2ea61eb49471e677b668531e5f01e010","0-338c5f62b576bb0de4dd364c3f82818bbc15b641fc7a0dbf8d3cc058a52c8add","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","8.292","12.701","12.891","12.891","5.23","0.129","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-5e36036c076626d17b4e45a373231ee3d2b4f22c06a44586dc3ae859056ead96","0-573faa558a54dc2214a53286eeb0334ea785ce6ba48ac97ea096dc51118340f9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","22.418","","","","4.281","4.179","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","1-5721a982af1255979d5771a82af792f650752f89a5c445d6e031cf01769cdfe2","0-573faa558a54dc2214a53286eeb0334ea785ce6ba48ac97ea096dc51118340f9","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","116.277","108.952","92.653","92.653","84.951","87.215","82.396","65.486","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-7869067d5367827068b50aac6202910485d93be99b40934fb4ceefa77e362eae","1-730c87be4ce27f27ab8513cd159c1302606650eacfe25fea49a6e1eabfb8093e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","11.412","17.171","11.665","11.665","12.534","9.983","8.888","8.213","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","1-6643561cd0b01091083f2aad7943d56eb85eb732e6308b6db4f16083b9303148","1-730c87be4ce27f27ab8513cd159c1302606650eacfe25fea49a6e1eabfb8093e","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","9.216","24.246","15.856","15.856","13.826","33.507","34.301","28.872","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-649432d6975fb96dfebe8ea1c198adc374cb1ef66cad01163fa78bf45ea00624","2-afaff1f02363e642915d6ad8413a9661be21ccac11f276d5b1fa8924931c8d14","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","0.931","3.136","1.631","1.631","1.447","2.88","2.604","2.48","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","1-ebed7b1d3c00ac50f16a88e96dfe590c1ca2542df95b1f8a58b43ab12a6cff9d","2-afaff1f02363e642915d6ad8413a9661be21ccac11f276d5b1fa8924931c8d14","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","55.894","25.01","35.982","35.982","33.439","44.736","8.723","0.264","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-f26532367e19cb37879e6af955eb965678557783b727e2e529f971905438cf17","3-fc57ee27e2fcbefd2d4a51b339ea8a73d29cfd10f5927b132cf4252c0d716bba","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","2.26","5.727","","","","2.751","27.485","6.339","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","1-f630506e7f99f65f9aa475e66b3ffc189c07244be93bd4009ecf1033d0a8ff22","3-fc57ee27e2fcbefd2d4a51b339ea8a73d29cfd10f5927b132cf4252c0d716bba","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","30.739","32.601","7.199","7.199","3.564","6.577","6.807","2.973","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","a8005ce497b4d26a96a0a73b3a202cd9ad0d2cb8833efae151bef5451667fd9e","0-a69a20ea00d672c1758a6360299aef1b0afa8b1b54e0a3830ef381d43162536f","4-ff4766b1c5cbce0d9c789f8e4b3a3ccbab81bb56b52f9817e9392e66fe77908c","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","0.000","0.000","70.184","79.93","111.136","13.322","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","0e0c5259a601c4aa4ff961a0ac121c4db369bfa13d87e153e3615741b3479e79","0-d0994b0edf906b9f1cf6c9e6a2ffdb39a5b74777b71b337545dfdfdc897e078a","0-1e95290243f5a37c88cf345aa9261d2ac09bd65988bfd201b595fcb4fbb2cce8","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","","","","","35.11","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","0e0c5259a601c4aa4ff961a0ac121c4db369bfa13d87e153e3615741b3479e79","1-5be1a90ed8e5a6e653b6641fd4a7d466554dbfcd2b568002a8a69fdf9966965a","0-1e95290243f5a37c88cf345aa9261d2ac09bd65988bfd201b595fcb4fbb2cce8","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","51.918","7.469","8.189","8.189","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","0-9d110658d83f3954db83d3e97435afc0f448ca8961a2e520b38432f55404f67a","0-c468ee8136c9c0a749b837ad98fc0bc07de97fa1f9b8dfb246b57b34ddad9822","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","0.000","0.000","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","1-55d08b3aca72dbbd660af722b3b9c98bbad14ded7722b15fdbb6e1f99841333d","0-c468ee8136c9c0a749b837ad98fc0bc07de97fa1f9b8dfb246b57b34ddad9822","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","0.000","0.000","0.000","0.000","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","2-9061909fd267fefc19435538b26cd82f63951b192f6f8c4dfee486db561a2b96","0-c468ee8136c9c0a749b837ad98fc0bc07de97fa1f9b8dfb246b57b34ddad9822","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","6.275","2.006","6.415","6.415","6.575","7.715","7.862","8.009","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","ca9f1e9f848e67edf7e34b76ad9b05e59dfcbeb190b54cb2ec2a178aeaaa3bfa","0-af182bcc70dcf9e113770cb9811f94b7f84f42ce157c581dffba0fd0b3aa35bb","1-ee5371f9ec47d66c856399acdcd62162de55ba6c930e15e5b6200814136705ba","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","6.354","0.3","7.6","7.6","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","0-5dee76713f8a731180e72a98bc943d6112492a7e35f0f1b037ab07f9a2ad8498","0-05e1bd3d7a348bad7ced4540d5e408073c54bb8b67670603657d8abed956cea3","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","0.000","6.165","6.165","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","0-5320ae3defd1931402eab923577b639117521c10bc213f05d85179c207a15e9f","1-3261451b2c2fda8cbce97dacdef92abb7f9f684e4bb32c747279af790dcf2d0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","0.000","0.000","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","1-85bc36d8a2fc1abf40a640aeeb046e0aa32bc003e31b1c8a9f54a1ae80e975bc","1-3261451b2c2fda8cbce97dacdef92abb7f9f684e4bb32c747279af790dcf2d0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","","","0.000","0.000","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","25442f0fc741be383c8f1f024b4ed975774a4a3437a381bef47bf09fa44b0a02","2-abf25d096ed467278fdbb3ccf62ffa019067c66463bc08f655b83a7f7968e469","1-3261451b2c2fda8cbce97dacdef92abb7f9f684e4bb32c747279af790dcf2d0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","675.472","251.552","77.236","77.236","0.000","0.000","0.000","0.000","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aa1014d1730217cf58bd0eb1cf9155036af0caca57bd2ece54304d573c8411a2","0-82d17ed3f6f468d05642437e19d39ef9e69ede93305a1404655bbb15e11bc851","0-7b18f12f0bc23e9f3c9e80f5aab0daf76a4acddaac28757bd5ea637e1158fb8b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","273.46","843.965","254.23","254.23","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","aa1014d1730217cf58bd0eb1cf9155036af0caca57bd2ece54304d573c8411a2","1-0f6dddf826b4339768990d162c81da8415b184b0322a6f6e29fecbc73e21488b","0-7b18f12f0bc23e9f3c9e80f5aab0daf76a4acddaac28757bd5ea637e1158fb8b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","11.131","16.254","7.188","7.188","6.275","0.493","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-aa45578e3f82e6d2542b4f04bab81115f41d318d3a17d5e091620cae966f43db","0-886947f033d45d40269d50951a6c58dc379fda17ffc037efd9a5446432887b63","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","2.218","0.107","6.193","6.193","","2.767","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","1-1eae003c890dd206f3ef2aae99a43a7a3d23e37ce89ca9b2874456df043546aa","0-886947f033d45d40269d50951a6c58dc379fda17ffc037efd9a5446432887b63","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","1.96","0.581","2.179","2.179","0.207","0.638","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","2-630f8120c703c92616b60187cadedebbca45299380edd43bc4ca37e46e8b4f68","0-886947f033d45d40269d50951a6c58dc379fda17ffc037efd9a5446432887b63","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","109.696","9.306","22.098","22.098","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-a528b1e016764260f5170e55e1b879981d402e4f911d832e4422a7e38f72f18a","1-18fa845b918351b2d81ac08fff6ef7e3b1f1c814e1db02ef0aefe91bbbb6ee7f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","12.372","10.044","16.898","16.898","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","1-f8c383acce6dc2f0512e9b064761d840d77511587a3bf816daa177a8dea0f6ce","1-18fa845b918351b2d81ac08fff6ef7e3b1f1c814e1db02ef0aefe91bbbb6ee7f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","21.123","3.653","18.589","18.589","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","2-1b0bbac730faf5bb266416fc15507ce339fe5bf087ed6ab40f5d494844164e97","1-18fa845b918351b2d81ac08fff6ef7e3b1f1c814e1db02ef0aefe91bbbb6ee7f","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","7.62","19.283","22.621","22.621","26.828","33.363","22.35","10.158","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-940bb9a136600e13dc3bc910328aeeee5c363c3259fd1e08dbe00c2cdf304fde","2-120c7ee603b1dba01d7610c38bcc06e104b3cf74866f204c1d74f54ddbd9e9da","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air National Guard","","","","","","","12.212","4.79","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","1-eb814b1dc74987d28f74ab623e6b1692dd9c11fc7110fbec7d8d35b3a1f56932","2-120c7ee603b1dba01d7610c38bcc06e104b3cf74866f204c1d74f54ddbd9e9da","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Reserve","","","","","","","0.47","8.414","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","2-d96ac79f0c943754a3ddc90dae22522abb6ac5a4aa1fe29cb5f76c2fb5b5faf1","2-120c7ee603b1dba01d7610c38bcc06e104b3cf74866f204c1d74f54ddbd9e9da","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","","7.575","7.575","16.906","22.964","2.423","0.000","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-363efd9d89db2a6e4ad8703edb2cd6b45161c248417e544b4bbfe709d5ba1ec1","3-1f7da05d7384543207d5e14f7b1bd3a418dd1bb25cbb58020d5c39dd6ca3ac47","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","11.219","13.17","13.17","20.852","20.876","38.197","50.823","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-c11f41a8585cc9414948b101d127eb073e717f63d5abe145bf20f3a7568bb577","4-a0063c2773e398c0cccee7cde0761a8f818cc411835a79161c696ac7cb4ace77","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","5.467","3.824","6.663","6.663","4.559","4.915","3.591","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","e0b4c68aca5bcb28bf2a8d6314af11bf878587e1d5636a46ade0d81891a819a1","0-02c9219789b5cec614a5449cf8a43fdf26622f436eb94f381b4a78113aebcaea","5-69586c4fb9c46bc10fc573e1cc9f4044780c330d97ff9e19d3d25a5e313a478b","root.record.ItemExhibitList.P3AModificationItemGroup"
"Air Force Active","","3.981","2.681","2.681","","","","","","","","","","","","","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","0b3cc84504de3dcd8d9b0ee78b03c6179e180dce85fc9cbee3b0fc0b68f603c4","0-f7a93c9e8e2a396a7de253640efacc6998d638ac3c50e8707b9879262112066d","0-e5782d13f5dd70292e7bc0fb9ce889469892ad97e2f43b08ba3a8ab8d6ca1c09","root.record.ItemExhibitList.P3AModificationItemGroup"
