FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencyName_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ProcQuantity_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_AcceptedBeforeOct1_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule_ServiceAgencySuffix_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,OCO_val,@PARENTROWID,@PARENT
"2012","","CECOM, APG","2013-03","2013-12","301","166.000","false","SS","FFP","Army","301","0","","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","0-0ce3ae8d5cba83e1c8fe811f5de8385f2334b9fc6af60409304b232a20194072","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","","AMCOM Contracting Command, RSA","2013-10","2014-07","301","139.000","false","SS","FFP","Army","301","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","1-1d08a85d482d886be7fe88682a5ddfe1618e099fb65ee7edb6ed6faba2d8649d","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","AMCOM Contracting Command, RSA","2014-06","2015-03","162","183.000","","SS","FFP","Army","162","0","BASE","2014-BASE_PROCUREMENT-2014-ARMY_AIRCRAFT-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","7424cd444ec3bd9cc778e3e016fb369e95039e3b37d88e0c13f5bf04624acc83","2-58d69d986855883825811536876af254a9341cd672134f23edb337efb5623145","","","","","","0-823d9ec82ca1aba6001f0acdcf4cd3623737dadb4546b35c532df49663e2304a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-acd91e15074e4b053d4948129ebd47afd8592f9a45ec676c2836ae647d02fefa","2014-03","","","","","0-a1c01b552478873a50bf283941738d83aeac8fac421578b4412664af4aa6ee11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-508edaef6f4675d40f7b38e43e797ec2420e504c4ac6b2da034645be57ececcc","2014-11","","","","","0-2305f99730075c85ddc24c7a583c28eaaeede4b35c2557d36d80a8d81f17b02a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-09","21.000","0.016","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","1-764f7dd7466fad16973b7a90c806d0cdcea53e1bc04a42f269c7cf41c7652609","2013-10","","","","","0-2305f99730075c85ddc24c7a583c28eaaeede4b35c2557d36d80a8d81f17b02a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.027","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","2-2f959ac925fb59dc73c52df0219ffe21171bfc824542531680ac8dbc6f9af058","2017-10","","","","","0-2305f99730075c85ddc24c7a583c28eaaeede4b35c2557d36d80a8d81f17b02a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","6.000","0.023","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","3-3dbf22caf03b2cfb0103b31f2611ab58c11ec932cbe24de953e3a523d9970b96","2015-10","","","","","0-2305f99730075c85ddc24c7a583c28eaaeede4b35c2557d36d80a8d81f17b02a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.024","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","4-c8cfc652575c90159c1b37bd7a04f7aed8b9d6069ef7f5f01683735a4850f387","2016-10","","","","","0-2305f99730075c85ddc24c7a583c28eaaeede4b35c2557d36d80a8d81f17b02a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-03","10.000","0.410","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-b294fcb6ec50f62607a84cd217b2f33f8c1c065c7a31b3e96b0e6d1ecf0ca0dd","2014-01","","","","","0-1f3055dcf21c2dffc5ad442762949e834cc008029ccf047c3dfd99cb0693f36e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","1-0e9a6711fe40b7baee8015e9d5b3d94d0170480c82639ed802e363853ba927fa","2015-01","","","","","0-1f3055dcf21c2dffc5ad442762949e834cc008029ccf047c3dfd99cb0693f36e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.410","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","2-f5da83b369e45474029c8230cfdcf90d3252d31a892e2c9db1f6db9d979f31ad","2017-01","","","","","0-1f3055dcf21c2dffc5ad442762949e834cc008029ccf047c3dfd99cb0693f36e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.410","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","3-92e890f83bb122723ee0e6676bbe1c81ed1b4a155719ca697e2039fab136bca0","2016-01","","","","","0-1f3055dcf21c2dffc5ad442762949e834cc008029ccf047c3dfd99cb0693f36e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-dfdd333d95baf1f66e3c517b26d44add29591982bd6d60547d394c44907a7b35","2019-01","","","","","0-1fdbe8548089750ca691920ff66debab1686a3b42bc7bb49eab8a62c8b8f4e76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","1-267c9411c2a98a4ff3d5f228699408425f380a409552dc9fd2fee72bd2f8e7a9","2017-01","","","","","0-1fdbe8548089750ca691920ff66debab1686a3b42bc7bb49eab8a62c8b8f4e76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","2-9aaf81dd7dd07b23a231776eaa529409f62bceb05117d5d0a9eb37dcdd05e152","2018-01","","","","","0-1fdbe8548089750ca691920ff66debab1686a3b42bc7bb49eab8a62c8b8f4e76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","2.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","3-970190311327999bd0439b4c4e719319582a3cd4a9bad76197449caf240d2a80","2016-01","","","","","0-1fdbe8548089750ca691920ff66debab1686a3b42bc7bb49eab8a62c8b8f4e76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","0-d28f3fe4ae6d6b68ea7c858f086293f2b2f1f53c8a01b0caf2d5d6d8b76f48d2","2016-01","","","","","0-11d88333da7a66b33cfb1550f326c54423fe5f50f9ab928b6583ffaf7a455bd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","1-3532194bbe90f4b5c35c531f2b66b52084b5cf55bc50526092c6c621b54c9fc1","2017-01","","","","","0-11d88333da7a66b33cfb1550f326c54423fe5f50f9ab928b6583ffaf7a455bd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","b4a2bfa222274882e1035a15dfb0b4c9d8c25f2347323e4862655e6df742eb3b","2-f0263c4bb6b21550e614b53fa6040234f4c1930f35f95a839497c70fa0ef9671","2018-01","","","","","0-11d88333da7a66b33cfb1550f326c54423fe5f50f9ab928b6583ffaf7a455bd1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","DITCO SCOTT AFB, IL","2015-04","2015-08","16.000","0.350","true","C","FFP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","0-84dfe25b2113b7236e70e3cf4558972fe52cccc37ee277c2c44743ffad3f27de","2014-03","","","","","0-879e7c8a28d4c9bbfc0bac5fc37bbbf50c5e6f1db70b9fc351bfe3c540d0b479","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-11","6.000","0.022","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","0-176c00aa10c488eb78bc0345e3472da1cb92bf5ef851ddaa729a417dd0922e9a","2014-11","","","","","0-6f383d5edfe069403abe9c9150ba3a7b0cb3a5dfd0a78c1a0459ecd99e737a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-09","21.000","0.016","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","1-01b85df18ef635bf082d88b4ccd97cce172da7008880f266e7a1c9172f9f046b","2013-10","","","","","0-6f383d5edfe069403abe9c9150ba3a7b0cb3a5dfd0a78c1a0459ecd99e737a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-01","2018-09","8.000","0.027","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","2-c59df2d3c9fdd8f77e975bb27d07ad45f2d46e1b0033cff0170c7f44a3efabe4","2017-10","","","","","0-6f383d5edfe069403abe9c9150ba3a7b0cb3a5dfd0a78c1a0459ecd99e737a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2015-11","2016-08","6.000","0.023","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","3-d9b5cec8edee586460e6b37b2f91a0cadfc695b5414567d4645a213b592c327e","2015-10","","","","","0-6f383d5edfe069403abe9c9150ba3a7b0cb3a5dfd0a78c1a0459ecd99e737a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-01","2017-10","6.000","0.024","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","4-dfdd803dd8cdf7794bd5254ee842531bf5fe2bda8a77bb05d24b38308a036ff2","2016-10","","","","","0-6f383d5edfe069403abe9c9150ba3a7b0cb3a5dfd0a78c1a0459ecd99e737a24","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2014","","Hill AFB, UT","2014-03","2014-03","10.000","0.410","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","0-b210a0e2e50e4afd0ca99638d49ce38c7a667a6b4f1281e1d468f24e23d77145","2014-01","","","","","0-5ee7362af225e62621f16f904053752a3189a1c13d411f7ffa9931b197b4a773","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","","Hill AFB, UT","2015-03","2015-03","11.000","0.410","true","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","1-fadca33e50885d2688084bf3154d1c78e65f133615e56eac53badac3e93811b0","2015-01","","","","","0-5ee7362af225e62621f16f904053752a3189a1c13d411f7ffa9931b197b4a773","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","HiLL AFB, UT","2017-03","2017-03","1.000","0.410","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","2-83bb091c72f94cafeeec7dcdf323cc92afd868065fc77d32c442d14c0cb62d35","2017-01","","","","","0-5ee7362af225e62621f16f904053752a3189a1c13d411f7ffa9931b197b4a773","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-03","2.000","0.410","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","3-ae06881198be5563b08d6b8a702ae0955797fa29f48bc44145b3dce92e7e1a1d","2016-01","","","","","0-5ee7362af225e62621f16f904053752a3189a1c13d411f7ffa9931b197b4a773","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2019","","Hill AFB, UT","2019-03","2019-06","4.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","0-b22c29a16db729a3f1e5c17ea0805e8d399737cddfd966638977f6be439e8602","2019-01","","","","","0-587ca6a31ef7c11dcf94bb8b8c2c012b4b1203c87acaba1b3f649431cee33d8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","7.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","1-8089c66d22672be8cff4a170b09c1fafb6fe33915c79e5ab1c85d5ce45637364","2017-01","","","","","0-587ca6a31ef7c11dcf94bb8b8c2c012b4b1203c87acaba1b3f649431cee33d8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","4.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","2-275038c5dad339b7ab8ab47dffa4d777b3e3cbb5b3c3ede819c5705260c1218f","2018-01","","","","","0-587ca6a31ef7c11dcf94bb8b8c2c012b4b1203c87acaba1b3f649431cee33d8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","2.000","0.040","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","3-5fc3a635d99b690b9d14bfe75eda1b93bbe669f9c770e3f6e5eb68435b969871","2016-01","","","","","0-587ca6a31ef7c11dcf94bb8b8c2c012b4b1203c87acaba1b3f649431cee33d8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","","Hill AFB, UT","2016-03","2016-06","3.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","0-8538dc5efa4dbc6f36c3dd173a40bbd7d3c3d83a5430705ee152f6821c552bea","2016-01","","","","","0-47b3aaa40eb5fc5be748c9d4effb323747639e7462e56287e8cb54a1a3bcbd17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","","Hill AFB, UT","2017-03","2017-06","3.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","1-a51b3d6019a43c35d6ae2ed0cd911b1ff80e450313cd9317d87dd6f0aa8740e4","2017-01","","","","","0-47b3aaa40eb5fc5be748c9d4effb323747639e7462e56287e8cb54a1a3bcbd17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","","Hill AFB, UT","2018-03","2018-06","6.000","0.030","false","SS","FP","","","","","","2015-BASE_PROCUREMENT-2015-DEFENSE_DISA-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense_Information_Systems_Agency_PB_2015.xml","a142c81e24088ccf76f5b06f779fca0d49ce474dee0c7d8dae3f938eb877e7a7","2-610917f98e53238675f034e555ec0aefc2de388e48479bd81497f72406e0d322","2018-01","","","","","0-47b3aaa40eb5fc5be748c9d4effb323747639e7462e56287e8cb54a1a3bcbd17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support.CostElementList.CostElement.ManufacturerList.Manufacturer"
