Name_val,Name_@footnote,IdCode_val,Cost_AllPriorYears_TotalCost_val,Cost_AllPriorYears_UnitCost_val,Cost_AllPriorYears_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_PriorYear_UnitCost_val,Cost_PriorYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_CurrentYear_UnitCost_val,Cost_CurrentYear_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneBase_UnitCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearOne_UnitCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearTwo_UnitCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearThree_UnitCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFour_UnitCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_BudgetYearFive_UnitCost_val,Cost_BudgetYearFive_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_ToComplete_UnitCost_val,Cost_ToComplete_Quantity_val,Cost_Total_TotalCost_val,Cost_Total_UnitCost_val,Cost_Total_Quantity_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Continuing_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_Total_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_UnitCost_AllPriorYears_val,Cost_UnitCost_PriorYear_val,Cost_UnitCost_CurrentYear_val,Cost_UnitCost_BudgetYearOneBase_val,Cost_UnitCost_BudgetYearOne_val,Cost_UnitCost_BudgetYearTwo_val,Cost_UnitCost_BudgetYearThree_val,Cost_UnitCost_BudgetYearFour_val,Cost_UnitCost_BudgetYearFive_val,Cost_UnitCost_Total_val,Cost_UnitCost_ToComplete_val,Cost_UnitCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,AllPriorYearsDeliveries_val,ManufacturerList_Manufacturer,@PARENTROWID,@PARENT
"Parts Obsolescence","","A","15.32","","","4.586","","","3.964","","","2.061","","","0.000","2.061","","","1.5","","","0.000","","","0.000","","","0.000","","","0.000","","","27.431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3038dfc3aa10a3c368ccbcf6965e17571d44fa8ae41f47acf948897329f5294b","2-7b90b2fb31b1459273e03cd3c81ca27e45800c8ad7c9a25acb8aaba66adbed07","","","0-6471cd09f9d7202b4f97b3dd75dc7ed387e94f9b4163081c8dc4cc8d2f8b45fe","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"QF-4 Aircraft Drone Mod & Integration","","A","17.104","","","16.528","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","0-44bc1a04946eb751bf166db926715c205302a8ba156be7cec56d2d7bf86725aa","","","0-5146592a07bd49098aa9c915462bb055fa22aa4db5f440b3da87f42608bc5e0b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"F-4 In Plant Repairs","","A","0.8","","","0.99","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","1-edb8a75ac583e08899df713b38f19798486ece2629c7448c453b52d366f2393b","","","0-5146592a07bd49098aa9c915462bb055fa22aa4db5f440b3da87f42608bc5e0b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"QF-16 NON RECURRING","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","2-db35d2b16de9cc8e65f4af634bf414dfd625c3c9880fcfc79dc4d8cf0d4ba994","","","0-5146592a07bd49098aa9c915462bb055fa22aa4db5f440b3da87f42608bc5e0b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"6.0  Nonrecurring Flyaway","","A","709.339","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","709.339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a03adfaee1efb83c42f81e0f6dc43dae3e0a0aa4ddb0621146d11486e6d16a1","0-713f10e8393d5453d86e859da45b0332afd96b82dd02bdf2b2b3d3a6644c66ae","","","0-6ddf27547df4a112ba1602da80a39a3fdde5be14b41e701e0c86b521a4e22a74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"7.0  Settlement","","A","281.329","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","281.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2a03adfaee1efb83c42f81e0f6dc43dae3e0a0aa4ddb0621146d11486e6d16a1","1-65b3faa3bdb5495edb4c66da31b7ae47fdd2a5fcfb872a355764fd10f7eb2e60","","","0-6ddf27547df4a112ba1602da80a39a3fdde5be14b41e701e0c86b521a4e22a74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PRODUCTION TRANSITION","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8d28ccbefcd514490f0659783735adb5b3c00b485bcceb33d6ea2dcecd1b41e2","0-e163c13241f68e5962aef9c50390f5150398a7f3dc6e8c629211c07d6264c44c","","","0-792012a1528493292f4613048ccf1125c2ea9988e348a9802cf2302fe8f4ec7f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Production Transition (1)","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8d28ccbefcd514490f0659783735adb5b3c00b485bcceb33d6ea2dcecd1b41e2","1-80c4c396852b7aa759f742b765cf2010a245144791e485bb1686faa03a604ef4","","","0-792012a1528493292f4613048ccf1125c2ea9988e348a9802cf2302fe8f4ec7f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Non-Recurring Cost","","A","709.295","","","332.58","","","358.857","","","425.421","","","0.000","425.421","","","470.734","","","437.595","","","618.141","","","582.702","","","5461.792","","","9397.117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","0-3166dcbc8079f155a4a8aa35a70092ef5e9dd0f811e082bef94edc2039bdc2c9","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Ancillary Equip","","B","126.024","","","85.085","","","76.451","","","113.312","","","0.000","113.312","","","111.548","","","173.323","","","239.343","","","233.057","","","8417.824","","","9575.967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","1-599e278ca2e72fd97dacbe0b1fcc40984311c3abf043192f7052d24146bad6ca","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Airframe PGSE","","B","113.31","","","47.313","","","33.188","","","49.006","","","0.000","49.006","","","41.259","","","66.113","","","70.519","","","125.983","","","1799.335","","","2346.026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","2-4dfc8286cee0fb224fbc617f8100fe914c61a6e3999cdeeb1e727f38b2d3732f","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Engine PGSE","","B","34.33","","","12.273","","","42.527","","","52.016","","","0.000","52.016","","","44.186","","","46.274","","","45.325","","","44.456","","","297.163","","","618.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","3-2549eaa8aa44acecfdec699a9076ed2f52a5baca0d0ef36de244361396a96351","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Avionics PGSE","","B","79.964","","","39.55","","","129.778","","","73.123","","","0.000","73.123","","","75.846","","","68.754","","","76.804","","","63.658","","","595.599","","","1203.076","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","4-f645b43d92040ca8f270f3142dd88b3c62016e09865cb0a6066d20806049bdd2","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Peculiar  Training Equipment","","B","127.064","","","80.252","","","145.363","","","80.333","","","0.000","80.333","","","39.815","","","27.358","","","140.574","","","63.291","","","2971.72","","","3675.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","5-e89c44ea672f1360716a5f6755d1fc8410395d8d8c3cabb068db67dc0cd67ce0","","","0-5e18e4e2dc13cbaba780b1b88e8d5d940428768253b6e89845ac1c8e0cd0f618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Engineering Change Orders","","A","0.000","","","3.29","","","6.445","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","9.735","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7a9eae9604e5ab81e81e89f8ffd8e98a878ebf2cd45c4053c4ac7f8a3e805266","0-ae6cd434c5e276db61cadb4eec8aa12d7590a518c777636c127138e6c2e6bbdf","","","0-813c4817e03cf439e2080374282c2504597da615283d95ac09d3cbcfe5a1ac4f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Engineering Change Orders","","A","0.000","","","2.818","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","66d1fa6b5fa93887fef6432659d6052795e55007e8f7e7569e880e7a34e14219","0-6cb409a37f7edf454082aa2595ad004c34f5571f30183f7eb0dbc0f2d921c178","","","0-56f8aadb27bfb11a87ede17d7826fcb8583a0f792459a2b6498276cbdfbb4e64","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Nonrecurring Tooling Cost","","A","103.428","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","103.428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2480963106a61bff7009b298885ac0214434da94fbcfdcfa6c199ed054ba5005","0-0ddd7bd57e1f0e799f6c0d2e2372f17b5b3103a2fc31a9f17e1dbcac14463a91","","","0-76b20c00ce574a917d2f2091ccdc35c13dad898b9324435674c69d6fc44b01dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Ancillary Equipment","","A","4.689","","","3.875","","","1.673","","","1.361","","","0.000","1.361","","","1.038","","","0.000","","","0.000","","","0.000","","","0.000","","","12.636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2480963106a61bff7009b298885ac0214434da94fbcfdcfa6c199ed054ba5005","1-c71dc317da4f9e9e8b37380cfa0413d5e47e8720ec9b69eb3ded45a200b78172","","","0-76b20c00ce574a917d2f2091ccdc35c13dad898b9324435674c69d6fc44b01dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Parts Obsolescence","","A","15.32","","","4.586","","","3.964","","","2.061","","","0.000","2.061","","","1.5","","","0.000","","","0.000","","","0.000","","","0.000","","","27.431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2480963106a61bff7009b298885ac0214434da94fbcfdcfa6c199ed054ba5005","2-35a291a4d718d858f20321fbdbfca06bdcabe0588f1bb554fba40913604e7281","","","0-76b20c00ce574a917d2f2091ccdc35c13dad898b9324435674c69d6fc44b01dd","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"QF-4 Aircraft Drone Mod & Integration","","A","17.104","","","16.528","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdde32f263605efa565ce4d4f2dcfab53c9478c879b60a96129ffe25b7d34e8a","0-874f3a6a965861b0b16eb97b4efa4a1f8849005cf4bd1e5d70a2155074585f2e","","","0-0f3960af34bd00caf0239a378ad4c0cfbcbd183d773fa3071cd16948e15a7582","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"F-4 In Plant Repairs","","A","0.8","","","0.99","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdde32f263605efa565ce4d4f2dcfab53c9478c879b60a96129ffe25b7d34e8a","1-8793ded1664bec0f31ec19ea48eafbec4069fc8d9bb32d48e948c6211330c61e","","","0-0f3960af34bd00caf0239a378ad4c0cfbcbd183d773fa3071cd16948e15a7582","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"QF-16 NON RECURRING","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdde32f263605efa565ce4d4f2dcfab53c9478c879b60a96129ffe25b7d34e8a","2-b1333bf7b762739355bd75749f9f000f1667509f19977dd8ca8f0a7e55c49ca7","","","0-0f3960af34bd00caf0239a378ad4c0cfbcbd183d773fa3071cd16948e15a7582","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"6.0  Nonrecurring Flyaway","","A","709.339","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","709.339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e98a1639b6410a7ac419ba3ee045d384f7b099d11f2798b62e55d93d03717eff","0-e9911183cd232c62b07f8fb7f2788b7efbbd0ffff419f1710c47c70f08e9592e","","","0-a5129ac054193e83806e3269f1d0db79fdc1bd1e59a3b706aed4c30a28f6eb43","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"7.0  Settlement","","A","281.329","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","281.329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e98a1639b6410a7ac419ba3ee045d384f7b099d11f2798b62e55d93d03717eff","1-1a866419363ba5741c739715029eee44f910001ccc745abf26c164992a19a94b","","","0-a5129ac054193e83806e3269f1d0db79fdc1bd1e59a3b706aed4c30a28f6eb43","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"PRODUCTION TRANSITION","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2ef268b0d9b4a9ab1674962a2475016394d2a4614a332b495f7abb587fcb43b8","0-2796987741ca00ca85f7a0e1e0ab47483c45fdfe565e1d07a83f0c2f067ba17e","","","0-27f9642b08e2ded6c62b272b4a17aab8e361bfd61777b47d829d1ae79b30203f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Production Transition (1)","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","2ef268b0d9b4a9ab1674962a2475016394d2a4614a332b495f7abb587fcb43b8","1-2da17f3fae76b74bf3b9b6982dc7fa8525f03de404d5870aabeb73ee2d2e4621","","","0-27f9642b08e2ded6c62b272b4a17aab8e361bfd61777b47d829d1ae79b30203f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Factory restart","","A","67.76","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","67.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","215d4662ac3156e4aefad8a86b02ae7cd16a432e622f72c8f500503b09df0dae","0-6df77c5c0de3c2c908056c085504d50ef8373247d619489f45739c26fb54786e","","","0-71e3f120281e8d688d4620129eebfd5d24199b7036a06e8a5037ba5ab1dc6d5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Block II Follow-On RF Bypass Mod","","A","0.000","","","9.695","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","9.695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","215d4662ac3156e4aefad8a86b02ae7cd16a432e622f72c8f500503b09df0dae","1-34e268d7758e3c4c4fcfae862569e8cbfb8d65134d0a9bc44262023dc4e04c13","","","0-71e3f120281e8d688d4620129eebfd5d24199b7036a06e8a5037ba5ab1dc6d5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Space Vehicle 7-8 Auto Tracker/Redundant Ports","","A","0.000","","","18","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","215d4662ac3156e4aefad8a86b02ae7cd16a432e622f72c8f500503b09df0dae","2-6d50b0e7dcb61df4b45fe8ae23741fb95eafea4c98b71b216f8e2b363ccc9cb1","","","0-71e3f120281e8d688d4620129eebfd5d24199b7036a06e8a5037ba5ab1dc6d5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"Block II Follow-On Enhanced Digital Channelizer Implementation","","A","0.000","","","0.000","","","70","","","3.125","","","0.000","3.125","","","3.125","","","3.125","","","0.000","","","0.000","","","0.000","","","79.375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","215d4662ac3156e4aefad8a86b02ae7cd16a432e622f72c8f500503b09df0dae","3-eb2f0c7cf225b3e5a5dd8eeb17a4259dafbd6ebd19a00778fbe7124b1dc822d5","","","0-71e3f120281e8d688d4620129eebfd5d24199b7036a06e8a5037ba5ab1dc6d5c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
"GPS III SV 09+ Nonrecurring","","A","0.000","","","0.000","","","0.000","","","0.000","","","0.000","0.000","","","0.000","","","18.994","","","3.293","","","6.452","","","31.835","","","60.574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","a6c89a16cecfa1824e6536b1c456a314e66298072bc81f4fd1ff5f5ebf14ad56","0-1e03bcaefb8bbf081c1fadf9b55988b4b46d476bc58995aa1eb7268460596f80","","","0-d1f75b9964208f6ce05b3c788c12b18e4ac2f77df19cd19f633dde41ee33f5e3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway"
