FiscalYear_val,FiscalYear_@footnote,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,UnitCost_@footnote,SpecsAvailableNow_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RFPIssueDate_val,FundingVehicle_val,OCO_val,RevisionsAvailableDate_val,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,ItemNameSuffix_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,@PARENTROWID,@PARENT
"2010","","AFMC/OO-ALC","2010-03","2011-03","228168","86.000","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-d654ba8b099127aa539a52dcf7b1a4feebb83d5642cd46b875c18f6aea854394","","MIPR","","","","","","","0-49b61d39c4550e72047fa20b624994a645af55d9c3ff391b89a52106602e3892","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2012-03","2013-03","156674","86.000","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-c04cd74c48ab67c08d81f405b8d74ec584c132e81fff59c78310c551030e6238","","MIPR","","","","","","","1-28f5bd7366742fda359320f781ae2e64ccf778e81311af99dea83ce054dba90c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-03","2013-03","62068","87.001","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","1-64492912ba151ec5048dcf42c364f77f597aa2f6c248ba782761811008a0c21d","","MIPR","","","","","","","1-28f5bd7366742fda359320f781ae2e64ccf778e81311af99dea83ce054dba90c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2014-03","61364","87.999","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","2-5d817092d293b0cdde40d1a51b3be6b5dd15109f8f71fc46f25c6e6f9302a5d8","","MIPR","","","","","","","1-28f5bd7366742fda359320f781ae2e64ccf778e81311af99dea83ce054dba90c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2014-03","42750","88.000","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","3-53663bb397d640ef93bfa74875753f6929fff274d146c11bc5abb603e0d4c0f1","","MIPR","true","","","","","","1-28f5bd7366742fda359320f781ae2e64ccf778e81311af99dea83ce054dba90c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2010-06","2013-05","18328","597.000","","true","C","IDIQ","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-91efa5a2d070861aecd377599fc54cb0b9bcc550b4c36d20ff9f804de1dde33d","","","","","","","","","0-2c4f510fa9a2ff13f0df664447c97ef0c1d9c39237b99b543d53f13a6e3ef309","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-07","2015-10","7537","610.986","","true","C","BA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","1-e3f736b8142ee19ee87993c3301f3aa26852cff5efa1dd187f6024f6db101553","","","","","","","","","0-2c4f510fa9a2ff13f0df664447c97ef0c1d9c39237b99b543d53f13a6e3ef309","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-07","2016-10","461","616.052","","true","C","BA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","2-9452dd95119dd9ec68e56f9d4f836f1fbf796d147dd0543c456daff4ad43e320","","","true","","","","","","0-2c4f510fa9a2ff13f0df664447c97ef0c1d9c39237b99b543d53f13a6e3ef309","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2010-03","2011-03","23474","1405.490","","true","C","BA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-7a261a38f940b81d371ff2ecb1db071aa60cebceba353f56e9e146714c7b3954","","","","","","","","","0-3cbd0220f9e891873a965cb71eeec629e6b7a2414a92d9e04d9a5a4b7addb958","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-03","2012-03","12132","1419.716","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","1-1115f7e9eba489e60833eae049df43b16b3e42ddb2fd914cc94e91e79dea707b","","","","","","","","","0-3cbd0220f9e891873a965cb71eeec629e6b7a2414a92d9e04d9a5a4b7addb958","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-03","2013-03","4209","1466.144","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","2-3b2f07938f39f5971dc6002908f97cd0036556dbd3682459a8aa28fa820478cc","","","","","","","","","0-3cbd0220f9e891873a965cb71eeec629e6b7a2414a92d9e04d9a5a4b7addb958","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2012-03","2013-04","14947","582.190","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-1bb140d906e3cb40b9ebc8038677d46a568cd62dc88afc0bb349ed89971803a5","","","","","","","","","0-8f2fe8060c051ec736207132763d07bbbe23173dbe354a2599b237a07e64d972","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/AAC","2011-07","2014-06","16416","3763.000","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","0-a0b983687c3970dfb90cb7131bc48b83bbef5a5ccb9c073de445abef1a61173c","2010-12","","","","","","","","0-9f1eaeae18c54f5548fcfa53815824c0fc7f3cf4197968335ed5b2b2af17711d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/AAC","2011-10","2015-06","5470","4612.797","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","1-2a11369de0bf6d71c922abc823e910d5160d8c02a27da60497283ed4fca0dd8b","","","","","","","","","0-9f1eaeae18c54f5548fcfa53815824c0fc7f3cf4197968335ed5b2b2af17711d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/AAC","2013-10","2017-06","1828","9417.820","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","2-6e49e0581b8ccb292d547e7000a7515ee08e97458bbf6d267edba6ebfce1b009","","","","","","","","","0-9f1eaeae18c54f5548fcfa53815824c0fc7f3cf4197968335ed5b2b2af17711d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/AAC","2013-10","2017-10","710","9422.535","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","3-94224c3713abcccbba8ac0102d40c2c4166ce01095027631e4f6a6a7de66c773","","","true","","","","","","0-9f1eaeae18c54f5548fcfa53815824c0fc7f3cf4197968335ed5b2b2af17711d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2010-05","2011-04","9469","1072.000","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","0-e48eb88f923f90a318b3a0f8c2935c37dc653f0fbf25ba662aa866f7298b90ad","","","","","","","","","0-78e12a569e5cb9c000f0c799f2d0a093df2e360d89370b29be9d5d8f1904c356","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-03","2011-11","10758","1051.218","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","1-fc55daaebc3e5e0e6ab7a5ad655bdbd8dd29a390a3b68695e78b89a5d3dce1ef","","","","","","","","","0-78e12a569e5cb9c000f0c799f2d0a093df2e360d89370b29be9d5d8f1904c356","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-03","2012-11","9807","1022.841","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","2-6019d330c5d6e1c02f4f9a2811971391026157e28423b465f2d9370edd526169","","","","","","","","","0-78e12a569e5cb9c000f0c799f2d0a093df2e360d89370b29be9d5d8f1904c356","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2013-11","7010","1055.064","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","0-df541104ef1669b12373ad937ca7f7127d89931121386b700f78cd3bc180131b","","MIPR","","","","","","","1-75a65063dfed4fb8faf3c9df9b60c1f7d0eb6a06e20b69012c41cc70d57be208","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2013-11","1638","1054.945","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","1-1b2e6f189a68717695130c610bbebb0028bc6384b5e022f024bf7a9de28b9ab8","","","true","","","","","","1-75a65063dfed4fb8faf3c9df9b60c1f7d0eb6a06e20b69012c41cc70d57be208","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-05","2013-05","1433","5130.495","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-e90dffb8d51899f413c17b16cfa1d9eb8bb5b9a8b7f9b24a499a084cef471667","","","","","","","","","0-0af9c9f2fa6c180d92adc9cda3a0589bebf57b423bb847eb953fbebd6d1bb588","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-05","2014-05","563","5209.591","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","1-77ed1bf5197dadec191775f2ac0b11f683beb30ffc0ad0e40a32383673921a60","","","","","","","","","0-0af9c9f2fa6c180d92adc9cda3a0589bebf57b423bb847eb953fbebd6d1bb588","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2010-09","2011-10","1822","11162.500","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-24cf0fe5669e4ca4a0d2267e5b3b85be05d6690ca3ee41cae07d3aaa1c77f737","","","","","","","","","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-06","2012-06","7822","10557.147","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","1-6699d75d4fa28980056babb5bd71f555084bb06b635d70a5389c9b7647560bf9","","","","","","","","","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-05","2013-05","3204","11175.094","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","2-1a038176260dc994fd1567ea7e35c2c996f049bf04b4772f30b131509b468e33","","","","","","","","","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-05","2014-05","3719","11354.934","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","3-1897e38d11e3249ed2caa5661b7598d81a0772f8ecf338f8e55fb148a8b70c96","","","","","","","","","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-05","2014-05","306","11369.281","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","4-943004205bbd2d642edde01319cd20f8fe6b9880415f171a632d43730a7982c6","","","true","","","","","","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2011-08","2011-10","1351","4064.868","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-c07471a68b29bebfd78504721ba612fa456e6fd268b25c5f41734d0da91ac796","","","","","","","","","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-08","2012-05","6675","5027.416","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","1-9ac1bd39ece76fb06fbdc0d7c70162a7ed83740c3c5833e8e014ec7d27181e66","","","","","","","","","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-05","2013-05","2124","4000.471","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","2-b0c42ea401da079c5a22023fa1e069ea4ffec3483a41503c09dbd1244122b52c","","","","","","","","","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-05","2014-05","4164","3909.942","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","3-6dc78c04490c04a9afe0791a38b0d2e40cadb78c16f5b313a99b7692a02bfcd0","","","","","","","","","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-05","2014-05","503","3906.561","","true","C","TBD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","4-8d9625cd8b94a9696fa4fdcf3e79083646e4ecaf8071c23d6f5810e6329c9408","","","true","","","","","","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2010","","AFMC/OO-ALC","2010-03","2011-09","21239534","0.430","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","0-5c4224854b8aef375f295b5eae3c0f5bb0382f5f375d2a7b69ab6a9c64e8754c","","MIPR","","","","","","","0-f4bf35cb4a9612024600e355748f561ec06afc5929687d2b02edb424a2490be4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2011-09","2012-09","6476316","0.380","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","0-a8851dec55d08e7a6e57dfbae5308b25b02719ef37e72141688d0667db252f51","","MIPR","","","","","","","1-ff5ea0629778f61ee605a54a2757cd23ae4d8854bd5df418bd3639919eea111b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2012","","AFMC/OO-ALC","2012-03","2013-09","13863636","0.440","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","1-11ad6adef02350c7982cfefbb2337c905e7c0a9f4a2583eb1ad20987b0642c71","","MIPR","","","","","","","1-ff5ea0629778f61ee605a54a2757cd23ae4d8854bd5df418bd3639919eea111b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2014-09","23255814","0.430","","true","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","2-c2738728da3819f3b978bca58fba3ff015aa5b43f9b13c58efc878cb0533d3ea","","MIPR","","","","","","","1-ff5ea0629778f61ee605a54a2757cd23ae4d8854bd5df418bd3639919eea111b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2009","","AFMC/OO-ALC","2010-02","2011-09","51876","60.620","","true","SS","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","0-b68e7f963b5cf55dce66ae6f4e16e0989b0e31d916217f64325a68d9634db6a9","","","","","","","","","0-0a31d9aaf85e6c6fd6dff461faee01e336919d811719cfd038c0af4bfc1a9b9f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2011","","AFMC/OO-ALC","2012-02","2013-03","131675","60.300","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","0-7f36b641b22f507e01a4bc6321d08b68fb286426d730eb967bd983f5d238fb8e","","","","","","","","","1-78bcbcd158075c2c4392ba1e4873d353ccac98bb351bc7427b9097cbbce6bfc7","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
"2013","","AFMC/OO-ALC","2013-03","2014-03","25871","62.000","","true","C","FFP","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","1-e860de83a5eb08f7bb6c894e9b628f64dceb72f6d235d6ba5ba80ca7a36ac380","","","true","","","","","","1-78bcbcd158075c2c4392ba1e4873d353ccac98bb351bc7427b9097cbbce6bfc7","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer"
