Name_val,Name_@footnote,Cost_Quantity_AllPriorYears_val,Cost_Quantity_PriorYear_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_ToComplete_val,Cost_Quantity_Total_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_BudgetYearOneOCO_val,Cost_TotalCost_Total_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_ToComplete_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"1.1.6) Archived ECPs - Organic","","19","","","","","","","","","","","","8.082","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-c10f77d1c0b333e12fb2618c6f78618df07466fc9b9d7e61d7d2882310ab9007","2-0f9db92b11ec5a1f8033561a3254a4b269a521f8ce3133a252dc746df8ffa2c7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kit N/R - NonOrganic","Non-Recurring Engineering in FY17 and FY18 is CVLR and HPTS.","","","","","","","","","","","","","62.15","","9.787","13.025","13.025","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-dbd639ae8e9f7b3e826d791d1cc95ec705f56b155fe822e0af67d785cdb0e62b","3-ddfc1ce851fcb04a8b6d0e542f152b4b588569f7f0a79e64253e1cd235a27252","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) Phase 1 B Kits - Organic","","13","1","2","","","","","","","","","","7.764","0.71","1.45","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-080b306dd897cb48ef2da0bd0d6692f5d425e5c140eada5aa4d626f196157db6","4-a12f2f8145a828daf1dc14849585146886cd002ad973a14b56a87d5efde74867","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) Phase 3 B Kits - Organic","","13","1","2","","","","","","","","","","10.404","1.027","2.094","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-3289bf8259df33501bc561ce77141e16ef5ef0cdbc88536ff162e46a3bc1c568","5-ba1e9c367a564124dca41c724b27af341db5a0eb86b9f9ed996779d01058f0f4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.5) Wideband Satellite Communication (SATCOM) B Kits - Organic","","","","4","4","4","","","","","","","","","","4.908","5.006","5.006","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-1fe93f1a2dc1b6e823c519d63dbe65610007c9021c6da2042803ba5a043401ca","6-502f888c80d6d2bd7e74d3a0fc8082d1492d2532793ebd391033e5e91207e8d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.6) Archived ECPs - Organic","","19","","","","","","","","","","","","3.667","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-5738557efb023967df4857a020a573181b2fe0a740b84693128bc0ff12d22efa","7-9288719032b15dee2ed7cbc8893eb88f393008d9d0f02d7c26b5c93b73f5eecf","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) Block 1 A Kit - NonOrganic","The quantity of 15 Block 1 A kit buys are procured with APN funding and 1 was procured and installed with RDT&E funding as the prototype for a total quantity of 16.","12","1","2","","","","","","","","","","45.613","4.008","8.214","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-4a843ff09fc524fec3bdcbdc5a97573304a4b738be071f9cf19306ac2be8661f","0-017bdac919a8a53d1953cc60df3b2d1d61725cba2fa155429fa68f48dcdbbbd3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.2) Tech Upgrade Block A Kits - NonOrganic","Technology Upgrade Block A kits quantity of 16 consists of 2 Prior year validation/verification kits, 10 retrofits and 4 forward fits.  Technology Upgrade Block B kits are procured by the U.S. Air Force.","2","10","4","","","","","","","","","","0.061","0.846","0.346","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-f550add2f4e871e1c15e6282e664a078114b5aef8fb93f5d0fe8e699809070a0","1-a442e351870e959f12d8a096e026827e408f3d2b5c508baba30776cb646b7679","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.3) Tech Upgrade Workstations A Kits - NonOrganic","Tech Upgrade Workstation A kits quantity of 16 consists of 2 Prior year validation/verification kits, 10 retrofits and 4 forward fits.","2","10","4","","","","","","","","","","0.729","3.221","1.32","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-fa38c6ba23a939e0c1133c372a110a49b38765c20945504ead0ef456fc9acfc0","2-4194c921ac3c179259afc0b08ca223db6b33b7fe9670a8b8e9fb42da078b9649","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","61.306","0.839","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-393b6e1ecf232ecac2f68d3781bc26bb5b37c5001caa98d28e71470a50d79590","3-01fec16cb7a345cc0fa79c2c12f97d8ba507080fbcca9dc224cc41a65ffa0d30","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) Block 1 B  Kit - Organic","","12","1","2","","","","","","","","","","84.012","7.443","15.254","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-0bdb7003fd69e823b26554f5849403e35f10ae6fe3a9dfc143e2131f552dde96","4-4b728da8e778e4ad27553a7a964ca9c5040ac4e3017a5bae3da951ff7349ef69","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) Tech Upgrade Workstations B Kits - Organic","","2","10","4","","","","","","","","","","0.729","6.95","2.793","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-bd237a59ebf76e6a4d71d2fb5f53c1126c51092d938e59bee6af710278935cdc","5-c973b458a96c5bcd329ef74239b990908e788b51ef62faa74fa785b3991fc683","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.4) VTT B Kits - NonOrganic","The quantity of 15 VTT B kit buys are procured with APN funding and 1 was procured and installed with RDT&E funding prototype for a total quantity of 16.","12","1","2","","","","","","","","","","4.601","0.406","0.828","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-4fa2864d6da19168b33c8c9ebe5e6f563cb78feae17b294debbf6e45d1175ec7","6-8849d75664b2860c79365724121396491357b501c5a1afdd2f619e853794f475","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) MR-TCDL A Kit - Organic","","1","1","3","4","4","","","","","","","","2.455","2.038","6.103","7.569","7.569","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-58b046e9d215a0c05ad4ca652e8a6e894e8ac9ea8ea563a2eae1869ae1467d82","0-21ae5b41460d02c12347c0e413c0d41a7beb9ce457a7f50b1848e95bc63f4a99","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kit N/R - NonOrganic","","","","","","","","","","","","","","69.654","12.028","3.165","2.496","2.496","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-1ab26dd9ef88a5d5cc724ec1ce57f7ceb0b2001e3d15f777b96e3179a8386fe3","1-2bbe1287234a263a3aec27dfbb564097c1ac4a8763ab461455567d2590869b07","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) MR-TCDL Equipment B Kits - NonOrganic","","2","1","4","4","4","","","","","","","","13.684","4.147","14.749","14.087","14.087","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-9a869884a7b5af488073868066e0cd07daa73887c2be47c569e8031d32c64609","2-b860827a8e103dd969045c036183459bf58d6bba4c0462ad97043429c6b0bdcb","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) Archive ECPs - Organic","","","","","","","","","","","","","","6.025","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-ff23649653c2c65334a69b63cf432479d9b9aa16d678eaf643d555c2aa3bf4bf","3-cfa7cbaadb09d1745196473ca1afbfbaec6e5dfa3054b50ba9e7e46096a26511","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) APU A Kit - NonOrganic","FY18 APU install decrease due to schedule slide.  ALT is predicated on FY18 kits buys only.","3","2","4","4","4","","","","","","","","5.249","3.154","8.228","6.62","6.62","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-d80aa6c70a77100d54957bfb5cf21e21792408238cf4ca083d14e9a0d81e0b49","0-16ef6369377f6f8713e82fdd58404dad23da5b1e9f2eb7468c2519c3abff93fa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - NonOrganic","","","","","","","","","","","","","","6.497","1.08","0.4","1","1","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-8a442139ea4441546675b3de99c26fd8b83711dfe3ec7da59de0070080a82a81","1-e9ac228dae0401803cfd3aa21c7264e9be2fbbc8f33d221831bbc464783a4585","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) APU Equipment B Kit - Organic","","8","","1","4","4","","","","","","","","5.993","","0.791","3.26","3.26","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-139bf370ad5f53bba596263780bc08b75ab6d59113183c21868f32f549ddd008","2-3214e0a613454e4213eeaf4eacd2dcc6fbed4e78c7cb63f59dbb3aeb53cf455a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) APU Generator B kit - Organic","","8","","1","4","4","","","","","","","","0.478","","0.061","0.25","0.25","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","071e889951e3145384f26c1018f59354f792790c082ed4a8c47755b0a0f78f17","0-a16055ed34fc9c9e923b392f76b53add8bb4896e8a5813cd1fa5989702f7406f","3-87c39446c70adcc981dcfbc8f190f67e619ab5bf81be9bb4a06db3aa9a007a97","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) CNS/ATM A-Kit (All other A/C excluding T-38 and TPS platforms) - NonOrganic","FY18-FY22 cost per quantity variation is due to variation in multiple Type/Model/Series (T/M/S) platform aircraft, platform quantities, associated equipment per platform, and cost per equipment. ** B-Kit quantities differ from A-Kits where B-Kits consist of a card or module that will be integrated without A-Kit requirement.   ** Installation Kit/Installation Equipment quantities reflect number of units procured, installation quantity reflects number of aircraft. ** Certifications are based on analysis and do not necessarily reflect integration. ** Production Lead Time is acceptable and does not impact induction of aircraft due to length of aircraft modification. ** FY18-FY20: The A-Kit recurring growth is due to MH-60R/S, MH-53E and AV-8B Required Navigation Performance Area Navigation (RNP RNAV) and H-1 Series, F/A 18 A+, F-5, F-16, KC-130T, T-38 and AV-8B to achieve Automatic Dependent Surveillance - Broadcast (Out) (ADS-B Out) compliance by January 1st, 2020 as mandated in Title 14 CFR Parts 91.225 and 91.227. ** To explain prior year delta, FY12 PMA209 procured the A-Kits for (5) P-3A Aircraft and PMA290 funded the correlating (5) P-3A aircraft installs.","282","15","50","65","65","","","","","","","","24.812","1.295","7.187","4.55","4.55","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-553155e06ea02c4e7dda8dd8568126de0a3e194e3850822666e05971f171e943","0-2690ab25aefc902bfd6496ba8855e39a739fa67cb1f0130e7ec55629a811f7e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.2) CNS/ATM A-Kit (T-38 and TPS) - NonOrganic","FY18: Leveraging an Air Force Contract for the Non-Recurring Engineering that has to occur before Procurement in FY19.","3","3","9","","","","","","","","","","0.004","0.074","0.164","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-afaa28bcb181a0c84029d89ebebb2ef60c1ea8fb60d00b5c36441a4eb7340012","1-3a0cad4b3e4416f497705e2b20addc897966f177621ab7da76835e05978e4cd5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.2.1) Installation Kits N/R - Organic","","","","","","","","","","","","","","43.067","7.633","7.22","0.826","0.826","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-e5d3cc4f240693eb703c96b0c439f0eaf23c2dc56589230732ae54a56a070b3e","2-d8c579d8d9dcc19742fda95c50ec1d4154c51bf6a6d2c4d24ec0e226e7448b88","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.1) Installation Equipment - CNS/ATM Equip - Organic","FY18-FY22: The B-Kit Recurring growth is due to H-1 Series, F/A-18 A-D, F-16, F-5, KC-130J, and KC-130T  to achieve Automatic Dependent Surveillance - Broadcast (ADS-B Out), AV-8B, MH-53E and MH-60 R/S to achieve Required Navigation Performance Area Navigation (RNP RNAV).  **FY18, PMA209 will procure (54) F/A-18 A-D Combined Interrogator Transponder (CIT) Mode S upgrade B-Kits, no A-Kit or install required for CIT Mode S upgrade kits. **FY19, PMA209 will procure (42) F/A-18 A-D CIT Mode S upgrade B-Kits, no A-Kit or install required for CIT Mode S upgrade kits.","1497","15","111","146","146","","","","","","","","138.612","1.599","27.495","22.694","22.694","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-b4fb4d7c9924d0cec0d3afbd6525b6b89a4a4f75a970e6d533a0d297f3f0fd48","3-1f1b9088f1672a95246cc3b47523874665335c6bb12151b1fcc04eaab1e06454","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.1.2) Archived ECPs - Organic","","713","","","","","","","","","","","","2.889","","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-d41a40c693eecd0a8d040d891ce90d3e298f51a2690f0954356aec1908f8eb4a","4-6d9dca8a74c1aa741270ec7253859abab8476e20154c3f779d982e5dde10d1ac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"2.2.1) Installation Equipment N/R - Organic","","15","","","","","","","","","","","","227.111","67.291","60.803","31.933","31.933","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","05299efe4e8b246760c083474a392f8d5e1a96b54d4ce8d3bda35c45b8a56016","0-cca71eeee3dc53c31203c1545758e555f6c24cb9cf951bf8a6bb93a674ff0e98","5-e99140bd6785f3b9c3bb2449d52f095a61ab868a70c3b78e1b79aca40cb2ffac","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.1) BFT II Block C MTX Kits - Organic","","18","18","19","4","4","","","","","","","","0.144","0.148","0.159","0.034","0.034","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","4bf6d6b067c540cb4fb572f7f575481f1191595f56af4c1b26cb6e8b828a9380","0-8854d25331897a211dd6f4aacac09ae8bdac425927e92e64f39a7cb062b1e65c","0-a8a009128b63123565b198406ee2c630a5d7aafef750e780a454482266ba51c0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
"1.1.3) Block A to B - NonOrganic","Block A to B: FY16 Installation reduced by congressional mark, which will delay installation of the delivered kit until FY18. Current install schedule and production lead times support planned installs.  FY16 kits will be delivered in 3rd quarter FY17, supporting FY17 install.","25","2","","","","","","","","","","","115.032","9.655","","","","","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA5-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","4bf6d6b067c540cb4fb572f7f575481f1191595f56af4c1b26cb6e8b828a9380","0-b1b662021ca77c7e1851d20edc93b3331fbc3589d3922c3e1a92ad92f6d99925","1-6f869f703bec1ccb249f50195c913af8d4068ec333d91bfcc49130df03365302","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.IndividualModInstallationList.IndividualModInstallation"
