Name_val,LineItemNumber_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOneBase_val,Cost_BudgetYearOneOCO_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MDAPCode_val,@PARENTROWID,@PARENT
"Strategic Platform Support Equip","0950","","2.823","12.473","16.237","","16.237","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-3f2a2a116c0179098b3e009a1b27b510fc22821be08377cd59d42112782f6d81","","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LCS Common Mission Modules Equipment","1600","","0.832","0.882","1.34","","1.34","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-2e984a99172c08f1631b48012e7c2c6b89af9869cb8d4a141fce6306dcdb757e","","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Surface Sonar Support Equipment","2130","","3.403","0.976","3.094","","3.094","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-65fa40df47d2aaac3f56c01caf17ee6f409910658fbc37707baee6eb78ad20d6","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AN/SQQ-89 Surf ASW Cmbt Sys","2136","","3.712","4.734","0.411","","0.411","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-0ad7dc9506bde4ab09294162cc856d572a2d4cd71a58e0cd8b9b9c28d966ba5e","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AN/BQQ-5","2145","","5.037","4.769","8.449","","8.449","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-43bda203abb7de1c3ee7da92b8c0c308242c0987a84443e61d5120cc34a19b6f","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Submarine Acoustic Warfare System","2210","","1.057","0.847","1.347","","1.347","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-14c83e6d892f468db5f722cdde54075704f58da55cadba7e939230d79edabda1","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Surface Ship Torpedo Def (SSTD)","2213","","0.276","0.247","0.385","","0.385","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-7eac10e64b80c4ad8a8d590813f23f5070aa175bfffddc5edfd3ea1286bf29c7","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"SURTASS","2237","","3.804","3.102","9.282","","9.282","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","5-1c89d50c781f2b840ce745e2e7b196e2426c016053ff18f65b2f90d241148868","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Minesweeping System Replacement","2622","","0.956","0.995","2.117","","2.117","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","6-72fdf6d50f7c026ed9c864569b1e4e0be415ed17770121fd78230d87ac8b2399","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Shallow Water Mine CM Ship","2624","","","0.038","0.077","","0.077","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","7-864d0cea7af1b0ffd6b23fc865ed05ec20af1846678c7378a76424a40a6b70fb","","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Meteorological Equipment","4226","","","","2.264","","2.264","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-771d5dc63f5d18796efa25d43c9191759226237cfe4d0ce0072b92ecf76f1d58","","2-1e6fa4d244bbb81b4bee1b08349399fe37179b1096e7cc5c45adfe6c439cfb20","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Aviation Mine Countermeasures","4248","","2.007","1.825","2.8","","2.8","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-d85fdfbc143794ac7a16b4918160ac67cdb0da1c4df6be6c186a459f95204193","","2-1e6fa4d244bbb81b4bee1b08349399fe37179b1096e7cc5c45adfe6c439cfb20","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Ship Gun Systems Equipment","5111","","5.973","3.911","4.218","","4.218","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-9c46ebff47265bf72d2adb8862336ef4abe056b2cbe9253620044750e96330ac","","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Tomahawk Support Equipment","5253","","","0.289","0.505","","0.505","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-5ae6c42ac7ae7bcee4d632eedb68b2afc7eb674d80468bf8b493f5c5f9a09535","","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Strategic Missile Systems Equip","5358","","3.452","2.961","5.529","","5.529","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-84c1ad3ca234272acf9fbaefb0c1d07098715d3a1010a6ec0182bf658e41ed1b","","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"SSN Combat Control Systems","5420","","0.512","0.339","0.653","","0.653","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-317655a98eb0554f19a5f08c3879cd527302fbfc6625f29302d33dad485ae7c1","","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"ASW Support Equipment","5429","","1.426","1.269","1.822","","1.822","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-b86f6fff62374b8bc328da81f6e2977958a409642721a947443c98b5db114e9d","","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"All Other OPN","9999","","0.472","","0","","0","","","","","","","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-b990764fda97710cf8022d6bd8b9d45f530c0b49b0ec22dbe806cf1a2c96006c","","4-0d028002aad00564f79d2fcbaa80984d8371b79f1124ea3eac605b3a479e2846","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09BAI","","5.45","5.541","5.535","0","5.535","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","0-4868fa46de499a678fcd22b7fa5b4be860060b0836ff6ca08b6aeaa04e4e4d3a","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","","0.593","","0","0","0","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","1-7a5a6d1e20370711b567aa0b8868f82b323c6da778a689b829e89f3b0c3bf598","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X","M09HAI","","4.08","5.681","5.713","0","5.713","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","2-1b3f999cde9240de1d9f8b791de789b16ffbb642b703b6eb32aca1909149d9b2","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","2.796","2.942","2.28","0","2.28","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","3-3b20be734e81ec422778ea24c86c2c520769c7bbe03880f252f0b72c3dc39df8","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","28.476","54.065","50.201","0","50.201","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","4-a80ca6dc03f5cbf331abb2fb45362a11e31784c9ab257863342cc750d74c0523","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","3.042","8.799","7.675","0","7.675","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","5-9214435169a5883b7cc19990251f4da145ee6fa749046cea8a82092bd0004f2a","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.707","0.834","0.839","0","0.839","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","6-db257c9dfb5bc66492023db45c17f1d83e8b39c5c8987ee301cd5dfac23a3404","185","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.303","1.537","1.545","0","1.545","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","7-82f204c211924469e4737a285b2b3bff77971487282adf5ce006fbdad4f08911","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.253","0.298","0.298","0","0.298","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","8-ef7c3fdcc55bf3cc0ed098f0e24eaa15f3430846745d1ba2b0e81c9ad9b997f1","","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","9.132","9.805","8.012","0","8.012","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","9-e2ae7d9c0f7b2db0a3583b0bf5f66cd48c24cd15c389d4170f66905305d4afcd","439","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9 Sidewinder","M09BAI","","5.45","5.541","5.535","0","5.535","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","0-42307e8d2cea60fec973c5873b04e7f64f2731e1ea947e9b8b4ee7b7e923bf51","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Arms Control Implementation","M30MLG","","0.593","","0","0","0","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","1-51cafd59fc0832d9f88f5b8c717f08c9ff558e5afc7e4c2fa8adde8a1c047222","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-9X","M09HAI","","4.08","5.681","5.713","0","5.713","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","2-e7b316c8509301fea7ced8d585e2528dede215011b4913364091e9ac58d8a380","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-86 Air Launched Cruise Missile (ALCM)","MALCBG","","2.796","2.942","2.28","0","2.28","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","3-721ebc29206a052c23861a35194eb4a38250134b6d4f6cf78159cf3f9c5f1b2d","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"LGM-30 MINUTEMAN  (MM III)","M30MLG","","28.476","54.065","50.201","0","50.201","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","4-4ded6080e443a45b1a3eae40d4fed4fb0c92bb07d14631c05c396e43958f5a5e","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-88A Tactical AGM Missile (HARM)","M88AAG","","3.042","8.799","7.675","0","7.675","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","5-4de3bcf81c81cd72763e0a79adfd451d7f3b8e5c2fd1cfbf37b3886deed1b80a","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AIM-120 Advanced Medium Range Air to Air Missile  (AMRAAM)","MAMRA0","","0.707","0.834","0.839","0","0.839","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","6-6b6db9a8d79f362ddbc498cfba99dbb31de1eb471af287960840a9f1ef3b589f","185","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"AGM-65D Maverick","M65DAG","","1.303","1.537","1.545","0","1.545","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","7-3abd6f66a5b534e65f90f1e0730d2f48e783b34515325076d055bf80703e118f","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Predator Hellfire Missile","PRDTA2","","0.253","0.298","0.298","0","0.298","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","8-688945b3e542db2ecdb8879b9edb0c661ce5b9024c1559c6f81e74b5c21cfe01","","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Small Diameter Bomb","SDB000","","9.132","9.805","8.012","0","8.012","","","","","","","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","9-c972429200913092b05b67c0c9ca58e5cf7d9c3e5aa4082fd7257403a5400f63","439","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for 6K Cog","9710","","28.404","22.756","13.983","","13.983","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","0-33c53564149054637871aba095f3b4d3314ef9a57a9740dc286de201f4b3bac5","","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for Adversary","9711","","1.151","0.43","0.245","","0.245","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","1-9bce247eaceb9ee44be0a9172ecf601f8cb7b236d54697e375af4c93d7292a10","","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for HQ Replenishment","9712","","51.872","34.036","22.783","","22.783","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","2-0125b104a2c14e07a82c2c5d487763465ae9b7fd2441c3631914af8db7a45681","","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
"Spares for AOA Repairables","9713","","780.261","963.873","832.093","","832.093","","","","","","","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","3-389035d4b826832f0f214f4bebd9fbce27db8afb9a29e9f8034b969be3cd9e7c","","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","root.record.ItemExhibitList.P18Item.ReplenishmentSpares.EndItemBudgetActivity"
