Name_val,Name_@footnote,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_ToComplete_Quantity_val,Cost_ToComplete_TotalCost_val,Cost_Total_Quantity_val,Cost_Total_TotalCost_val,Cost_Quantity_AllPriorYears_val,Cost_Quantity_Total_val,Cost_Quantity_PriorYear_val,Cost_Quantity_BudgetYearFour_val,Cost_Quantity_BudgetYearFive_val,Cost_Quantity_BudgetYearTwo_val,Cost_Quantity_CurrentYear_val,Cost_Quantity_BudgetYearOneBase_val,Cost_Quantity_BudgetYearOne_val,Cost_Quantity_ToComplete_val,Cost_Quantity_BudgetYearThree_val,Cost_Quantity_BudgetYearOneOCO_val,Cost_TotalCost_AllPriorYears_val,Cost_TotalCost_Total_val,Cost_TotalCost_PriorYear_val,Cost_TotalCost_BudgetYearFour_val,Cost_TotalCost_BudgetYearFive_val,Cost_TotalCost_BudgetYearTwo_val,Cost_TotalCost_CurrentYear_val,Cost_TotalCost_BudgetYearOneBase_val,Cost_TotalCost_BudgetYearOne_val,Cost_TotalCost_ToComplete_val,Cost_TotalCost_BudgetYearThree_val,Cost_TotalCost_Continuing_val,Cost_TotalCost_BudgetYearOneOCO_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"EQUIP NONREC Group B (Active)","","0","0.000","0","29.054","0","18.021","0","13.501","0","0.000","0","13.501","0","6.744","0","0.000","0","7.868","0","0.000","0","19.108","0","94.296","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-1958866c83e0c4f59a58b15af3c2d10f364ffdb90d92c69dd6922c55c518c54c","0-3cde7c0eba8002899011cf7e376355c45bb377e89838834a1828bcc26a3b316b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","23.857","0","19.756","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","43.613","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-865abf71d29b90b4cfb267a4a5db12ab0be3f05d6dffb8f876c8ed3b2b13bc1e","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","27.336","0","2.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","29.836","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","1-78bcf7f510d768fd9d9d2f636e8861b5b86610784501439a2ddd2e71284bf5bc","0-442536e5edf777661b8b18fd22840f6d6da262c6b925995d39bd7bf527c7e75d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","24","0.12","0","0.000","24","0.12","24","0.12","44","0.078","27","0.154","0","0.000","0","0.000","119","0.472","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","0-443c192a09a82c732e06e73bb298d09618c35bac3039b878dab982a7b60370ac","0-2e4a22f75c27ebb29fcd50062b00fc02cf4790bc382d0042d8f32a343ae26d4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","20","0.1","0","0.000","20","0.1","5","0.025","0","0.000","0","0.000","0","0.000","0","0.000","25","0.125","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed4cfdf8521c3052321f8c9602acad3c998f838213e42624f691abf967734ebe","1-611eb7034b51eead41d8e033d1b7eefc163fadac123ab0c2291b43ac8c6d76b3","0-2e4a22f75c27ebb29fcd50062b00fc02cf4790bc382d0042d8f32a343ae26d4b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","83.364","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","83.364","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-ccfa064a58d7a279f729eee95e7fa7d834ebc45171c8a71ec3ad49fe7dcd210c","0-b8a070fa6524a131c99d1ed36a5bcfa4fdb8b03546892f0bfc21b761f6241bea","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","5.778","0","0.000","0","3.659","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","9.437","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-1d9adfe01f774053933ef61c5044b05b55ef58737f3cc233010d2484d758b8bf","0-93d287662cfee1150498d8367cdb390be485f3944b0a86f23dff1d7ee31dde7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.4","0","0.000","0","0.4","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-9e0d3ee896b69709ecec097bedcb05bfb29debacddf5897642f58b9277df5e2b","0-93d287662cfee1150498d8367cdb390be485f3944b0a86f23dff1d7ee31dde7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.293","0","24.668","0","0.000","0","24.668","0","31.773","0","24.94","0","16.484","0","55.793","0","0.000","0","153.951","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-c053e2d2309f4ee48a6badb4eb515d808c81b741ecc0409dd4c6cd36cb8ee712","0-01b196299a156e76b5451b94f64d3a8c3095e89176e223c041fb53731eedf762","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.037","0","3.083","0","0.000","0","3.083","0","3.943","0","3.117","0","2.03","0","7.062","0","0.000","0","19.272","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-453e9f75d472fded1ff90f7dde6f2422e6cc5b30cd37aa01fa2d74e70bd433fb","0-01b196299a156e76b5451b94f64d3a8c3095e89176e223c041fb53731eedf762","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-550a209ce9d2ebe7c8cc1e8fb8e69d144a95727ab931e3c43a63437aabfa82c2","0-b9b503adf613e20d47701d5245f0f66305133d612216c44ab868f873f895dd79","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","0-816cf9e2bdd08fe279b2adc580fc5a361edefd2519ae87c58cab51b42d1e137d","0-fee0f326218d2b5d014e5ecde2ee2db3dd094149d7360afcdd1fe5c41b1197e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f02bdd307b114cdc02da1348e494f5a3f116e4b5a1696f4a09ee391da3a8210e","1-b5544959f33c07f608bb3ffc26a49b88394385d042f710caa83291985505904a","0-fee0f326218d2b5d014e5ecde2ee2db3dd094149d7360afcdd1fe5c41b1197e0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","4.61","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","4.61","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","73df19189e6c1ac32e4e7cdab757d2b943c8f2a74dc926301202ba45c7627056","0-ea6ed08fe7736edc7c75068d065250720f30323f8b9a3866402858934772dd9b","0-661ebd2c09779340e4c56f534bd0652d14a68189ffc49a92df43cba590367220","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e5dab8f400650a6c5943d783dc227c9705420e878f57babeb6311ab24ab5109f","0-49c228d6e3c41c7bed48daea4b65473e5f5bd590ca25fcdadd1b7ddbb6cb8f61","0-c9bd638c18398d7ca193357891d39423963bf4fe77084b7bf06205e2e88e60ca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e5dab8f400650a6c5943d783dc227c9705420e878f57babeb6311ab24ab5109f","1-7592a9267eb180949df43f24a04b306506134925cea02c3cc189d9088e62a126","0-c9bd638c18398d7ca193357891d39423963bf4fe77084b7bf06205e2e88e60ca","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-e4adc6fc571802f559b1ad72ba285800fb3e403e58196674977f4e6d46372fee","0-b1c66f3ce3ceb5b79b497dfd01114770397a2da995bdb3e2ee1200ab4bf70ec3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","7","0","0.000","0","7","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ddca966e398c95f61bb89211d152a508878bbded413779e2eb949b2c836f53d3","0-e3a48f71216b2fcaae002b5b250caea8ef1612ef46bf5e56d029e6e551181f89","0-87f556939a6fe7b354b5c79ab27cf387a3a806e1d1dd780c1706ad4e6ccb7415","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","36.207","0","9.48","0","8.631","0","0.000","0","8.631","0","8.173","0","6.377","0","6.693","0","5.484","0","5.24","0","86.285","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-d2d00b925f7f723a371ee3152c29f703dac2fabffba244f5a6eb5f37b635e68b","0-f12fd8341ef95caa68978af68fc74d1ddf42297221b810fa3b4a1291611cad6c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","15.349","0","3.684","0","4.505","0","0.000","0","4.505","0","4.823","0","2.934","0","3.414","0","3.155","0","2.187","0","40.051","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-ae3cfed37c6dba1e27db16d33b52ca9d72787a2deabd268db681bef6171b97cb","0-9ac03b74ca57303e955e93c005d321998165bfdf522865575c3ea96d8e4d6f85","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","8.071","0","14.07","0","3.027","0","0.000","0","3.027","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","25.168","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-fd238743b0be533b43081a7ba726d1e776522cb7ba3deb0ea94897c98363a778","0-ff99a652bfdc041bda0325ec228614c61d5bef06c674d819b4622b66306d0b7a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","10.458","0","2.682","0","4.095","0","0.239","0","0.000","0","0.239","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","17.474","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-d114c653bb66555a81a6a43c91282e7449a7e01c43ee467e616d8be9032ed8bc","0-2ab32238447657495b3f31a7a89126626a73fa7eb471382a96e4525f35094241","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","20.924","0","4.781","0","4.102","0","0.000","0","4.102","0","4.488","0","3.307","0","2.699","0","2.628","0","2.62","0","45.549","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","ae354f6df61d46693f389583a11f4e6bbea3a3ef46e662da8c24c59b78e7a956","0-0839e0890f9a42199b711fa506a31905d35d1161eee4c7da89e823c08e3a5e21","0-f6f689378b370b2d94cebeee2e9c71cd9d8302900352c7f11c0c502eec30cfb4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.06","0","0.000","0","0.06","0","0.06","0","0.062","0","0.000","0","0.000","0","0.000","0","0.182","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-4423d24d25b1f7a65a6434319640317fda6d21e6d7a72183c658a9674f8ccedb","0-9f0e7b8225fa836f6a34b9b6b1a5d6dbc9bb21c53a38a2f7c654d9603a578fc3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8bd247fdaa512cd4312cf6eb74e684dde2e0f7dcf1aaeaa6193e2cfb77e2f683","0-fe7b46d1bc09c2d3f8525b1bfcac83e095052f3a99560e6aa1d4535be67dcea1","0-777b0aafd6f3eb545bcc4512199038aae7db54faa62171aaf34aaf9dc947a64c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","72f7ee3fbe324742a8370367066f3388b3fa967ee0a9227ff54200d9ec07e503","0-71b2ea1a313c72463f0ca43996c8bfe2e664a2f11528a9224ec868cdc78956cd","0-9a05b3706a247c865a98c20abdcccd51dc85792079d50064daee952ca784fa64","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-0614632cec1083fe563c6af2b5b52f2e68e3eb6196fbfc6584dc89ef3fb200a4","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-c9fca19ca5e0c8ba7627935b537281e038933140fa7a17a0672a16e178552e51","0-5312a80b087976767708a1c1f535da4d9664673efeb9d0ca0361cea30b846773","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-cc0a6f183b65d5ecb6f56d1d0cc26a6107d4b1574b6fda4b4f880a66e2a0cc4e","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Guard)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","1-3cb89b9c478edceaee987d2e9194754ea4ca266c951be90ce9b206029f774b84","0-9d60e28f3504ff4a6f4f096c8ac987a3c15f5f470ce2bd6821763a811475fc43","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Reserve)","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","962d4978fc38de3ceec0b361291851cd9f0dc9ee6550978e513db4bc0cac01a5","0-208543da8d1ad972d3de7cc953bcd2ab476b73231c7f98088dff10219d9be125","0-645958b78a45d930d61e4ed3e7aa4a7cae8d4a540f3976311df143c17421d3dd","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
"EQUIP NONREC Group B (Active)","","0","0.000","0","0.000","4","0.203","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","4","0.203","","","","","","","","","","","","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d94ade494792f263d837decf2973d54030c8d2830940ece28a2979b16c9df6ee","0-a41346bd384fd47183539f7d8f282d871cee3d459b4063d8167a0e78a510cebc","0-cb2192e157587c03cf3c7c488e935d509f7afaf7a58df0c0d39cd19ab18d3b65","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem"
